ScholarshipId,ApplicantId,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
3416,3416,100.0,evet,hayir,,
3417,3417,100.0,evet,evet,"istanbul sanayi odasi bursu, ozyegin universitesi basari bursu",500 ve uzeri
3418,3418,100.0,evet,evet,"turk egitim vakfi, bilkent",500 ve uzeri
3419,3419,100.0,evet,hayir,,
3420,3420,100.0,evet,evet,istanbul buyuksehir belediyesi genc universiteli egitim bursu,300-500
3421,3421,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3422,3422,100.0,evet,evet,ihsan dogramaci bilken,
3423,3423,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3424,3424,100.0,evet,hayir,,
3425,3425,100.0,evet,hayir,,
3426,3426,100.0,evet,evet,kyk (burs),500 ve uzeri
3427,3427,100.0,evet,hayir,,
3428,3428,100.0,evet,hayir,,
3429,3429,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3430,3430,100.0,evet,hayir,,
3431,3431,100.0,evet,hayir,,
3432,3432,100.0,evet,hayir,,
3433,3433,100.0,evet,hayir,,
3434,3434,100.0,evet,evet,koc universitesi ve kyk,500 ve uzeri
3435,3435,100.0,evet,evet,kyk-tobb etu,500 ve uzeri
3436,3436,100.0,evet,evet,ihsan dogramaci bilkent universitesi,500 ve uzeri
3437,3437,100.0,evet,evet,kyk bursum ve koc universitesi cep harcligi bursum var.,500 ve uzeri
3438,3438,100.0,evet,hayir,,
3439,3439,100.0,evet,hayir,,
3440,3440,100.0,evet,evet,turkiye teknoloji takimi vakfi'nin egitmen&mentor bursiyeriyim..,500 ve uzeri
3441,3441,100.0,evet,hayir,,
3442,3442,100.0,evet,hayir,,
3443,3443,100.0,evet,evet,ozyegin universitesi universite giris basari bursu,500 ve uzeri
3444,3444,100.0,evet,hayir,,
3445,3445,100.0,evet,evet,cagdas egitim vakfi,
3446,3446,100.0,evet,evet,bursa ticaret ve sanayi odasi (btso),500 ve uzeri
3447,3447,100.0,evet,evet,bilkent universitesinden burs aliyorum,500 ve uzeri
3448,3448,100.0,evet,hayir,,
3449,3449,100.0,evet,evet,kyk,500 ve uzeri
3450,3450,100.0,evet,hayir,,
3451,3451,100.0,evet,evet,kyk bursu aliyorum.,300-500
3452,3452,100.0,evet,evet,koc universitesi,500 ve uzeri
3453,3453,100.0,evet,hayir,,
3454,3454,100.0,evet,evet,kyk,500 ve uzeri
3455,3455,100.0,evet,evet,kredi ve yurtlar,500 ve uzeri
3456,3456,100.0,evet,evet,ozyegin universitesi,500 ve uzeri
3457,3457,100.0,evet,hayir,,
3458,3458,100.0,evet,hayir,,
3459,3459,100.0,evet,hayir,,
3460,3460,100.0,evet,hayir,,
3461,3461,100.0,evet,evet,koc universitesi,300-500
3462,3462,100.0,evet,hayir,,
3463,3463,100.0,evet,hayir,,
3464,3464,100.0,evet,hayir,,
3465,3465,100.0,evet,evet,kyk,300-500
3466,3466,100.0,evet,hayir,,
3467,3467,100.0,evet,evet,ibb,diger
3468,3468,100.0,evet,evet,kredi yurtlar kurumu(kyk),300-500
3469,3469,100.0,evet,hayir,,
3470,3470,100.0,evet,evet,devlet,300-500
3471,3471,100.0,evet,hayir,,
3472,3472,100.0,evet,evet,okulumda tam burslu olarak girdigim icin konaklama icin ve harclik olarak bir burs aliyorum,500 ve uzeri
3473,3473,100.0,evet,hayir,,
3474,3474,100.0,evet,hayir,,
3475,3475,100.0,evet,hayir,,
3476,3476,100.0,evet,evet,kredi ve yurtlar kurumu,300-500
3477,3477,100.0,evet,evet,kyk burs ve koc universitesi,500 ve uzeri
3478,3478,100.0,evet,hayir,,
3479,3479,100.0,evet,evet,kredi yurtlar kurumu,500 ve uzeri
3480,3480,100.0,evet,hayir,,
3481,3481,100.0,evet,hayir,,
3482,3482,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3483,3483,100.0,evet,hayir,,
3484,3484,100.0,evet,evet,tubitak 2205 bursu aliyorum,500 ve uzeri
3485,3485,100.0,evet,hayir,,
3486,3486,100.0,evet,hayir,,
3487,3487,100.0,evet,hayir,,
3488,3488,100.0,evet,hayir,,
3489,3489,100.0,evet,evet,kredi ve yurtlar kurumundan burs aliyorum.,500 ve uzeri
3490,3490,100.0,evet,evet,kyk,300-500
3491,3491,100.0,evet,hayir,,
3492,3492,100.0,evet,hayir,,
3493,3493,100.0,evet,evet,koc universitesi - destek bursu,500 ve uzeri
3494,3494,100.0,evet,evet,ozyegin universitesi,500 ve uzeri
3495,3495,100.0,evet,evet,bilkent univeiversitesi,500 ve uzeri
3496,3496,100.0,evet,hayir,,
3497,3497,100.0,evet,hayir,,
3498,3498,100.0,evet,evet,kredi yurtlar kurumu,300-500
3499,3499,100.0,evet,hayir,,
3500,3500,100.0,evet,evet,deloitte egitim vakfi,500 ve uzeri
3501,3501,100.0,evet,hayir,,
3502,3502,100.0,evet,evet,kyk,500 ve uzeri
3503,3503,100.0,evet,evet,kredi ve yurtlar,500 ve uzeri
3504,3504,100.0,evet,evet,kyk bursu,300-500
3505,3505,100.0,evet,hayir,,
3506,3506,100.0,evet,hayir,,
3507,3507,100.0,evet,hayir,,
3508,3508,100.0,evet,evet,anadolu,300-500
3509,3509,100.0,evet,evet,kyk bursu,500 ve uzeri
3510,3510,100.0,evet,hayir,,
3511,3511,100.0,evet,evet,tubitak,500 ve uzeri
3512,3512,100.0,evet,evet,kyk,500 ve uzeri
3513,3513,100.0,evet,hayir,,
3514,3514,100.0,evet,hayir,,
3515,3515,100.0,evet,evet,kyk,300-500
3516,3516,100.0,evet,evet,kyk,500 ve uzeri
3517,3517,100.0,evet,evet,kyk bursu,500 ve uzeri
3518,3518,100.0,evet,hayir,,
3519,3519,100.0,evet,evet,tekfen holding,500 ve uzeri
3520,3520,100.0,evet,evet,kyk,300-500
3521,3521,100.0,evet,evet,kyk,500 ve uzeri
3522,3522,100.0,evet,evet,turk egitim vakfi ve koc universitesi (kudeb),500 ve uzeri
3523,3523,100.0,evet,hayir,,
3524,3524,100.0,evet,evet,okuldan burs aliyorum.,500 ve uzeri
3525,3525,100.0,evet,hayir,,
3526,3526,100.0,evet,evet,kyk,500 ve uzeri
3527,3527,100.0,evet,hayir,,
3528,3528,100.0,evet,hayir,,
3529,3529,100.0,evet,evet,kocaeli kadinlari vakfi ve kyk kredisi,500 ve uzeri
3530,3530,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3531,3531,100.0,evet,hayir,,
3532,3532,100.0,evet,evet,kyk,300-500
3533,3533,100.0,evet,hayir,,
3534,3534,100.0,evet,evet,kyk,300-500
3535,3535,100.0,evet,hayir,,
3536,3536,100.0,evet,evet,kyk,500 ve uzeri
3537,3537,100.0,evet,evet,kyk,500 ve uzeri
3538,3538,100.0,evet,hayir,,
3539,3539,100.0,evet,hayir,,
3540,3540,100.0,evet,hayir,,
3541,3541,100.0,evet,hayir,,
3542,3542,100.0,evet,hayir,,
3543,3543,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3544,3544,100.0,evet,hayir,,
3545,3545,100.0,evet,hayir,,
3546,3546,100.0,evet,evet,liay vakfi,diger
3547,3547,100.0,evet,hayir,,
3548,3548,100.0,evet,hayir,,
3549,3549,100.0,evet,evet,toplum,
3550,3550,100.0,evet,hayir,,
3551,3551,100.0,evet,hayir,,
3552,3552,100.0,evet,hayir,,
3553,3553,100.0,evet,evet,ok,
3554,3554,100.0,evet,evet,kyk,300-500
3555,3555,100.0,evet,hayir,,
3556,3556,100.0,evet,hayir,,
3557,3557,100.0,evet,hayir,,
3558,3558,100.0,evet,hayir,,
3559,3559,100.0,evet,evet,kyk,300-500
3560,3560,100.0,evet,evet,"kendi okulumdan, yemek parasi yerine burs aliyorum.",500 ve uzeri
3561,3561,100.0,evet,hayir,,
3562,3562,100.0,evet,hayir,,
3563,3563,100.0,evet,hayir,,
3564,3564,100.0,evet,evet,koc universitesi anadolu bursiyerligi programi genclik ve spor bakanligi,500 ve uzeri
3565,3565,100.0,evet,evet,ozyegin universitesi,500 ve uzeri
3566,3566,100.0,evet,evet,tev/kyk,500 ve uzeri
3567,3567,100.0,evet,evet,kyk/tev,500 ve uzeri
3568,3568,100.0,evet,evet,tobb ekonomi ve teknoloji universi,300-500
3569,3569,100.0,evet,evet,kredi ve yurtlar kurumu,300-500
3570,3570,100.0,evet,hayir,,
3571,3571,100.0,evet,evet,kyk,300-500
3572,3572,100.0,evet,hayir,,
3573,3573,100.0,evet,hayir,,
3574,3574,100.0,evet,hayir,,
3575,3575,100.0,evet,evet,ihsan dogramaci bilkent universitesine kapsamli burslu girdigim icin yilda 8 ay egitim bursu aliyorum.,500 ve uzeri
3576,3576,100.0,evet,hayir,,
3577,3577,100.0,evet,hayir,,
3578,3578,100.0,evet,hayir,,
3579,3579,100.0,evet,hayir,,
3580,3580,100.0,evet,hayir,,
3581,3581,100.0,evet,hayir,,
3582,3582,100.0,evet,hayir,,
3583,3583,100.0,evet,hayir,,
3584,3584,100.0,evet,hayir,,
3585,3585,100.0,evet,hayir,,
3586,3586,100.0,evet,evet,kyk,500 ve uzeri
3587,3587,100.0,evet,hayir,,
3588,3588,100.0,evet,hayir,,
3589,3589,100.0,evet,hayir,,
3590,3590,100.0,evet,hayir,,
3591,3591,100.0,evet,evet,kyk,300-500
3592,3592,100.0,evet,evet,tev,500 ve uzeri
3593,3593,100.0,evet,evet,kyk,500 ve uzeri
3594,3594,100.0,evet,evet,kredi ve yurtlar kurumu,300-500
3595,3595,100.0,evet,hayir,,
3596,3596,100.0,evet,evet,devlet,500 ve uzeri
3597,3597,100.0,evet,evet,istanbul buyuksehir belediyesi,300-500
3598,3598,100.0,evet,evet,tobb ekonomi ve teknoloji universitesi,500 ve uzeri
3599,3599,100.0,evet,hayir,,
3600,3600,100.0,evet,evet,kyk,500 ve uzeri
3601,3601,100.0,evet,hayir,,
3602,3602,100.0,evet,hayir,,
3603,3603,100.0,evet,evet,ky,500 ve uzeri
3604,3604,100.0,evet,hayir,,
3605,3605,100.0,evet,hayir,,
3606,3606,100.0,evet,evet,devlet,500 ve uzeri
3607,3607,100.0,evet,evet,kyk,500 ve uzeri
3608,3608,100.0,evet,hayir,,
3609,3609,100.0,evet,evet,kyk,500 ve uzeri
3610,3610,100.0,evet,evet,yeditepe universitesi devlet bursu,300-500
3611,3611,100.0,evet,evet,cumhurbaskanligi bursu -(devlet),500 ve uzeri
3612,3612,100.0,evet,evet,kyk,300-500
3613,3613,100.0,evet,evet,"malatya hacovalilar dernegi, uysal egitim kultur ve sosyal yardimlasma vakfi kurumlarindan burs aliyorum.",500 ve uzeri
3614,3614,100.0,evet,evet,"ticaret odasi, izollu vakfi",500 ve uzeri
3615,3615,100.0,evet,evet,koc,
3616,3616,100.0,evet,hayir,,
3617,3617,100.0,evet,evet,kredi yurtlar kurumu,500 ve uzeri
3618,3618,100.0,evet,evet,kyk,
3619,3619,100.0,evet,hayir,,
3620,3620,100.0,evet,hayir,,
3621,3621,100.0,evet,hayir,,
3622,3622,100.0,evet,evet,kyk,500 ve uzeri
3623,3623,100.0,evet,hayir,,
3624,3624,100.0,evet,hayir,,
3625,3625,100.0,evet,evet,kyk,
3626,3626,100.0,evet,hayir,,
3627,3627,100.0,evet,evet,genclik ve spor bakanligi,500 ve uzeri
3628,3628,100.0,evet,evet,devlet,500 ve uzeri
3629,3629,100.0,evet,hayir,,
3630,3630,100.0,evet,hayir,,
3631,3631,100.0,evet,evet,k,
3632,3632,100.0,evet,evet,koc universitesi anadolu bursiyerleri kapsaminda dogan holding'den aliyorum,500 ve uzeri
3633,3633,100.0,evet,evet,koc universitesi / anadolu bursiyerligi programi,500 ve uzeri
3634,3634,100.0,evet,evet,koc universitesi,500 ve uzeri
3635,3635,100.0,evet,evet,kyk,500 ve uzeri
3636,3636,100.0,evet,evet,kyk,500 ve uzeri
3637,3637,100.0,evet,hayir,,
3638,3638,100.0,evet,evet,i,300-500
3639,3639,100.0,evet,evet,bilkent universitesi,500 ve uzeri
3640,3640,100.0,evet,evet,istanbul ticaret universitesi,diger
3641,3641,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3642,3642,100.0,evet,hayir,,
3643,3643,100.0,evet,evet,kyk,500 ve uzeri
3644,3644,100.0,evet,evet,tubitak,500 ve uzeri
3645,3645,100.0,evet,evet,kyk,500 ve uzeri
3646,3646,100.0,evet,evet,kredi yurtlar kurumu,500 ve uzeri
3647,3647,100.0,evet,evet,universitem'den aliyorum,500 ve uzeri
3648,3648,100.0,evet,hayir,,
3649,3649,100.0,evet,evet,toplum gonulluleri vakfi butun cocuklar bizim dernegi koc universitesi,500 ve uzeri
3650,3650,100.0,evet,hayir,,
3651,3651,100.0,evet,evet,kredi ve yurtlar kurumu,300-500
3652,3652,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3653,3653,100.0,evet,evet,kyk,300-500
3654,3654,100.0,evet,evet,kyk,500 ve uzeri
3655,3655,100.0,evet,evet,kyk,300-500
3656,3656,100.0,evet,hayir,,
3657,3657,100.0,evet,hayir,,
3658,3658,100.0,evet,hayir,,
3659,3659,100.0,evet,evet,kyk,500 ve uzeri
3660,3660,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3661,3661,100.0,evet,hayir,,
3662,3662,100.0,evet,hayir,,
3663,3663,100.0,evet,hayir,,
3664,3664,100.0,evet,hayir,,
3665,3665,100.0,evet,evet,kyk,500 ve uzeri
3666,3666,100.0,evet,evet,koc universitesi anadolu bursu,500 ve uzeri
3667,3667,100.0,evet,hayir,,
3668,3668,100.0,evet,evet,istanbul ticaret universitesi,300-500
3669,3669,100.0,evet,hayir,,
3670,3670,100.0,evet,hayir,,
3671,3671,100.0,evet,hayir,,
3672,3672,100.0,evet,hayir,,
3673,3673,100.0,evet,hayir,,
3674,3674,100.0,evet,hayir,,
3675,3675,100.0,evet,evet,t.c. kredi ve yurtlar kurumu,300-500
3676,3676,100.0,evet,hayir,,
3677,3677,100.0,evet,hayir,,
3678,3678,100.0,evet,evet,istanbul buyuksehir belediyesi,300-500
3679,3679,100.0,evet,hayir,,
3680,3680,100.0,evet,hayir,,
3681,3681,100.0,evet,evet,denizlililer birligi,300-500
3682,3682,100.0,evet,hayir,,
3683,3683,100.0,evet,hayir,,
3684,3684,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3685,3685,100.0,evet,hayir,,
3686,3686,100.0,evet,evet,ozyegin universitesi,500 ve uzeri
3687,3687,100.0,evet,evet,kredi yurtlar kurumu,500 ve uzeri
3688,3688,100.0,evet,evet,kyk devlet bursu,300-500
3689,3689,100.0,evet,hayir,,
3690,3690,100.0,evet,evet,hur ve kabul edilmis masonlar dernegi,300-500
3691,3691,100.0,evet,hayir,,
3692,3692,100.0,evet,evet,ozyegin universitesi,500 ve uzeri
3693,3693,100.0,evet,evet,turk egitim vakfi,diger
3694,3694,100.0,evet,evet,kyk,
3695,3695,100.0,evet,hayir,,
3696,3696,100.0,evet,hayir,,
3697,3697,100.0,evet,evet,toplum gonulluleri vakfi,diger
3698,3698,100.0,evet,evet,kyk ogrenim bursu,500 ve uzeri
3699,3699,100.0,evet,evet,kyk,500 ve uzeri
3700,3700,100.0,evet,hayir,,
3701,3701,100.0,evet,evet,kyk,300-500
3702,3702,100.0,evet,evet,ib,
3703,3703,100.0,evet,evet,kyk ve iki kisiden de sirasiyla aylik 200tl ve 300tl burs aliyorum,500 ve uzeri
3704,3704,100.0,evet,evet,kyk,500 ve uzeri
3705,3705,100.0,evet,hayir,,
3706,3706,100.0,evet,evet,mardav,500 ve uzeri
3707,3707,100.0,evet,hayir,,
3708,3708,100.0,evet,hayir,,
3709,3709,100.0,evet,hayir,,
3710,3710,100.0,evet,hayir,,
3711,3711,100.0,evet,evet,k,
3712,3712,100.0,evet,evet,kyk,500 ve uzeri
3713,3713,100.0,evet,hayir,,
3714,3714,100.0,evet,hayir,,
3715,3715,100.0,evet,evet,kyk,500 ve uzeri
3716,3716,100.0,evet,evet,kyk,500 ve uzeri
3717,3717,100.0,evet,evet,genclik ve spor bakani kyk,500 ve uzeri
3718,3718,100.0,evet,hayir,,
3719,3719,100.0,evet,hayir,,
3720,3720,100.0,evet,hayir,,
3721,3721,100.0,evet,evet,tdv,300-500
3722,3722,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3723,3723,100.0,evet,hayir,,
3724,3724,100.0,evet,hayir,,
3725,3725,100.0,evet,hayir,,
3726,3726,100.0,evet,evet,kr,
3727,3727,100.0,evet,hayir,,
3728,3728,100.0,evet,evet,kyk,500 ve uzeri
3729,3729,100.0,evet,evet,kyk,500 ve uzeri
3730,3730,100.0,evet,hayir,,
3731,3731,100.0,evet,evet,anadolu bursiyerligi kapsaminda bagiscim olan arcelik'ten aliyorum.,500 ve uzeri
3732,3732,100.0,evet,evet,kyk,500 ve uzeri
3733,3733,100.0,evet,evet,genclik ve spor bakanligi,500 ve uzeri
3734,3734,100.0,evet,evet,kyk,500 ve uzeri
3735,3735,100.0,evet,hayir,,
3736,3736,100.0,evet,evet,cagdas yasami destekleme dernegi,diger
3737,3737,100.0,evet,hayir,,
3738,3738,100.0,evet,evet,t3 vakfi,300-500
3739,3739,100.0,evet,evet,kyk,300-500
3740,3740,100.0,evet,evet,ufs tesis yonetim hizmetleri anonim sirketi,diger
3741,3741,100.0,evet,hayir,,
3742,3742,100.0,evet,evet,tub,500 ve uzeri
3743,3743,100.0,evet,evet,kredi yurtlar kurumu,500 ve uzeri
3744,3744,100.0,evet,hayir,,
3745,3745,100.0,evet,evet,okulumdan ogrenim bursu aliyordum,diger
3746,3746,100.0,evet,hayir,,
3747,3747,100.0,evet,evet,kyk,
3748,3748,100.0,evet,evet,anadolu,
3749,3749,100.0,evet,evet,kyk,500 ve uzeri
3750,3750,100.0,evet,hayir,,
3751,3751,100.0,evet,hayir,,
3752,3752,100.0,evet,evet,ozyegin universitesi,500 ve uzeri
3753,3753,100.0,evet,hayir,,
3754,3754,100.0,evet,evet,ky,500 ve uzeri
3755,3755,100.0,evet,evet,k,
3756,3756,100.0,evet,evet,kyk,300-500
3757,3757,100.0,evet,evet,kyk bursu,500 ve uzeri
3758,3758,100.0,evet,hayir,,
3759,3759,100.0,evet,hayir,,
3760,3760,100.0,evet,evet,genclik ve spor bakanligi,500 ve uzeri
3761,3761,100.0,evet,hayir,,
3762,3762,100.0,evet,evet,kyk devlet destek bursu toplum gonulluleri,500 ve uzeri
3763,3763,100.0,evet,hayir,,
3764,3764,100.0,evet,evet,turkiye turing ve otomobil kurumu,300-500
3765,3765,100.0,evet,evet,kabatas erkek liseliler dernegi,300-500
3766,3766,100.0,evet,hayir,,
3767,3767,100.0,evet,hayir,,
3768,3768,100.0,evet,hayir,,
3769,3769,100.0,evet,evet,tubitak,500 ve uzeri
3770,3770,100.0,evet,evet,kyk,500 ve uzeri
3771,3771,100.0,evet,evet,kykdan kredi aliyorum.,500 ve uzeri
3772,3772,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3773,3773,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3774,3774,100.0,evet,hayir,,
3775,3775,100.0,evet,evet,koc universitesi ( anadolu bursiyeriyim),500 ve uzeri
3776,3776,100.0,evet,evet,ibn haldun universitesi derece bursu,500 ve uzeri
3777,3777,100.0,evet,evet,kyk,500 ve uzeri
3778,3778,100.0,evet,hayir,,
3779,3779,100.0,evet,evet,kyk,500 ve uzeri
3780,3780,100.0,evet,evet,tobb etu,500 ve uzeri
3781,3781,100.0,evet,hayir,,
3782,3782,100.0,evet,evet,kendi,
3783,3783,100.0,evet,evet,kyk,500 ve uzeri
3784,3784,100.0,evet,hayir,,
3785,3785,100.0,evet,evet,kyk bursu aliyorum,500 ve uzeri
3786,3786,100.0,evet,evet,istanbul buyuksehir belediyesi,diger
3787,3787,100.0,evet,hayir,,
3788,3788,100.0,evet,hayir,,
3789,3789,100.0,evet,hayir,,
3790,3790,100.0,evet,hayir,,
3791,3791,100.0,evet,hayir,,
3792,3792,100.0,evet,hayir,,
3793,3793,100.0,evet,hayir,,
3794,3794,100.0,evet,evet,basbakanlik kyk karsiliksiz devlet bursu,500 ve uzeri
3795,3795,100.0,evet,evet,turkiye turing ve otomobil kurumu,300-500
3796,3796,100.0,evet,hayir,,
3797,3797,100.0,evet,hayir,,
3798,3798,100.0,evet,evet,tesvik,
3799,3799,100.0,evet,hayir,,
3800,3800,100.0,evet,evet,toplum gonulluleri vakfi,diger
3801,3801,100.0,evet,evet,kyk,300-500
3802,3802,100.0,evet,evet,tobb etu,500 ve uzeri
3803,3803,100.0,evet,evet,kyk bursu,500 ve uzeri
3804,3804,100.0,evet,evet,ozyegin universitesi egitimde firsat esitligi burs programi kapsaminda bursiyer olarak ogrenim goruyorum,500 ve uzeri
3805,3805,100.0,evet,evet,kyk,500 ve uzeri
3806,3806,100.0,evet,evet,oncu grup,500 ve uzeri
3807,3807,100.0,evet,hayir,,
3808,3808,100.0,evet,evet,istanbul buyuksehir belediyesi,300-500
3809,3809,100.0,evet,hayir,,
3810,3810,100.0,evet,hayir,,
3811,3811,100.0,evet,evet,bilkent universitesi kapsamli burs,500 ve uzeri
3812,3812,100.0,evet,hayir,,
3813,3813,100.0,evet,evet,ozyegin universitesi,500 ve uzeri
3814,3814,100.0,evet,hayir,,
3815,3815,100.0,evet,evet,kyk,500 ve uzeri
3816,3816,100.0,evet,hayir,,
3817,3817,100.0,evet,hayir,,
3818,3818,100.0,evet,evet,kyk,300-500
3819,3819,100.0,evet,hayir,,
3820,3820,100.0,evet,evet,ozyegin universitesi siralamamdan dolayi nakit dest,500 ve uzeri
3821,3821,100.0,evet,evet,kyk,300-500
3822,3822,100.0,evet,evet,turkiye teknoloji vakfi - girisimcilik merkezi,300-500
3823,3823,100.0,evet,evet,ozyegin universitesi,500 ve uzeri
3824,3824,100.0,evet,evet,kyk,500 ve uzeri
3825,3825,100.0,evet,hayir,,
3826,3826,100.0,evet,hayir,,
3827,3827,100.0,evet,evet,kmk paper,300-500
3828,3828,100.0,evet,hayir,,
3829,3829,100.0,evet,hayir,,
3830,3830,100.0,evet,hayir,,
3831,3831,100.0,evet,hayir,,
3832,3832,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3833,3833,100.0,evet,evet,kyk,300-500
3834,3834,100.0,evet,hayir,,
3835,3835,100.0,evet,evet,kyk,300-500
3836,3836,100.0,evet,evet,kyk,500 ve uzeri
3837,3837,100.0,evet,hayir,,
3838,3838,100.0,evet,hayir,,
3839,3839,100.0,evet,hayir,,
3840,3840,100.0,evet,hayir,,
3841,3841,100.0,evet,hayir,,
3842,3842,100.0,evet,hayir,,
3843,3843,100.0,evet,evet,kyk bursu aliyorum,500 ve uzeri
3844,3844,100.0,evet,evet,kyk,500 ve uzeri
3845,3845,100.0,evet,evet,kyk,500 ve uzeri
3846,3846,100.0,evet,evet,kredi yurtl,300-500
3847,3847,100.0,evet,evet,bahcesehir universitesi bolum birinciligi aylik bursu,500 ve uzeri
3848,3848,100.0,evet,hayir,,
3849,3849,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3850,3850,100.0,evet,evet,cagdas yasam,300-500
3851,3851,100.0,evet,hayir,,
3852,3852,100.0,evet,hayir,,
3853,3853,100.0,evet,hayir,,
3854,3854,100.0,evet,evet,kyk bursu aliyorum.,500 ve uzeri
3855,3855,100.0,evet,hayir,,
3856,3856,100.0,evet,evet,pybs,300-500
3857,3857,100.0,evet,evet,koc universitesi anadolu bursiyerligi cep harcligi,500 ve uzeri
3858,3858,100.0,evet,evet,universiteden ek burs,500 ve uzeri
3859,3859,100.0,evet,hayir,,
3860,3860,100.0,evet,evet,genclik ve spor bakanligi kyk bursu,500 ve uzeri
3861,3861,100.0,evet,evet,kyk ilk 100 bursu( 2019 yks'de esit agirlik turkiye 59.su oldum.),500 ve uzeri
3862,3862,100.0,evet,evet,tubitak koc universitesi,500 ve uzeri
3863,3863,100.0,evet,evet,bilkent universitesi,500 ve uzeri
3864,3864,100.0,evet,evet,istanbul konyalilar vakfindan burs aliyordum. (2019-2020 - burs senelik verilen ve yaz aylarini kapsamayan bir burs olmakla birlikte onumuzdeki donemlerde alacagimin kesinligi bulunmamaktadir.),300-500
3865,3865,100.0,evet,evet,kyk,500 ve uzeri
3866,3866,100.0,evet,evet,kredi yurtlar kurumu,500 ve uzeri
3867,3867,100.0,evet,evet,bilkent universitesi,500 ve uzeri
3868,3868,100.0,evet,hayir,,
3869,3869,100.0,evet,hayir,,
3870,3870,100.0,evet,hayir,,
3871,3871,100.0,evet,evet,kredi yurtlar kurumu,500 ve uzeri
3872,3872,100.0,evet,hayir,,
3873,3873,100.0,evet,hayir,,
3874,3874,100.0,evet,evet,kyk,500 ve uzeri
3875,3875,100.0,evet,hayir,,
3876,3876,100.0,evet,hayir,,
3877,3877,100.0,evet,evet,kredi ve yurtlar kurumu (kredi),500 ve uzeri
3878,3878,100.0,evet,hayir,,
3879,3879,100.0,evet,hayir,,
3880,3880,100.0,evet,evet,kyk bursu,300-500
3881,3881,100.0,evet,hayir,,
3882,3882,100.0,evet,hayir,,
3883,3883,100.0,evet,evet,kyk,500 ve uzeri
3884,3884,100.0,evet,hayir,,
3885,3885,100.0,evet,hayir,,
3886,3886,100.0,evet,evet,tobb ekonomi ve teknoloji universit kyk,500 ve uzeri
3887,3887,100.0,evet,hayir,,
3888,3888,100.0,evet,evet,kyk,500 ve uzeri
3889,3889,100.0,evet,evet,devletten kredi aliyorum,300-500
3890,3890,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3891,3891,100.0,evet,hayir,,
3892,3892,100.0,evet,hayir,,
3893,3893,100.0,evet,hayir,,
3894,3894,100.0,evet,evet,kyk ve tev (ustun basari).,500 ve uzeri
3895,3895,100.0,evet,hayir,,
3896,3896,100.0,evet,hayir,,
3897,3897,100.0,evet,evet,kyk ve okul bursu,500 ve uzeri
3898,3898,100.0,evet,hayir,,
3899,3899,100.0,evet,evet,devlet bursu,500 ve uzeri
3900,3900,100.0,evet,hayir,,
3901,3901,100.0,evet,hayir,,
3902,3902,100.0,evet,evet,kyk,300-500
3903,3903,100.0,evet,hayir,,
3904,3904,100.0,evet,evet,"kyk, tobb",500 ve uzeri
3905,3905,100.0,evet,evet,kyk,500 ve uzeri
3906,3906,100.0,evet,hayir,,
3907,3907,100.0,evet,evet,devlet ve ozel burs aliyorum,300-500
3908,3908,100.0,evet,evet,kyk'den ve cagdas egitim vakfi'ndan burs aliyorum.,500 ve uzeri
3909,3909,100.0,evet,hayir,,
3910,3910,100.0,evet,hayir,,
3911,3911,100.0,evet,evet,qnb finansbank a.s basidav,500 ve uzeri
3912,3912,100.0,evet,evet,kredi yurtlar kurumu,500 ve uzeri
3913,3913,100.0,evet,hayir,,
3914,3914,100.0,evet,hayir,,
3915,3915,100.0,evet,evet,h,diger
3916,3916,100.0,evet,hayir,,
3917,3917,100.0,evet,evet,o,300-500
3918,3918,100.0,evet,evet,kyk,500 ve uzeri
3919,3919,100.0,evet,evet,kyk ilk 100 basari bursu buvak ustun basari bursu,500 ve uzeri
3920,3920,100.0,evet,evet,kredi ve yurtlar kurumu,500 ve uzeri
3921,3921,100.0,evet,evet,anadolu bursiyerligi programi ve kyk,500 ve uzeri
3922,3922,100.0,evet,hayir,,
3923,3923,100.0,evet,hayir,,
3924,3924,100.0,evet,hayir,,
3925,3925,100.0,evet,evet,ozyegin universitesi,500 ve uzeri
3926,3926,100.0,evet,hayir,,
