ApplicantUniversityId,ApplicantId,UniversityId,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
10650,10650,10650,endustri muhendisligi,4,0.00 - 2.50,hayir,
10651,10651,10651,ab siyaseti ve uluslararasi iliskiler tezli yuksek lisans,1,,evet,
10652,10652,10652,iktisat,mezun,2.50 - 3.00,hayir,
10653,10653,10653,isletme,3,2.50 - 3.00,hayir,
10654,10654,10654,iktisat,3,0.00 - 2.50,hayir,
10655,10655,10655,iktisat,3,2.50 - 3.00,evet,
10656,10656,10656,fen bilgisi ogrt.,1,,hayir,
10657,10657,10657,fizik muhendisligi,1,,hayir,
10658,10658,10658,denizcilik isletmeleri yonetimi %100 ingilizce,3,0.00 - 2.50,hayir,
10659,10659,10659,calisma ekonomisi ve endustri iliskileri,3,0.00 - 2.50,hayir,
10660,10660,10660,kamu yonetimi,1,,hayir,
10661,10661,10661,elektrik muhendisligi,2,0.00 - 2.50,hayir,
10662,10662,10662,bilgisayar programciligi,1,,hayir,
10663,10663,10663,iktisat,3,2.50 - 3.00,hayir,
10664,10664,10664,isletme,2,2.50 - 3.00,hayir,
10665,10665,10665,bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
10666,10666,10666,bilgisayar sistemleri ogretmenligi,3,0.00 - 2.50,hayir,
10667,10667,10667,metalurji malzeme muhendisligi,4,2.50 - 3.00,evet,
10668,10668,10668,asdasdasda,,3.00 - 4.00,hayir,
10669,10669,10669,gazetecilik,4,2.50 - 3.00,hayir,
10670,10670,10670,elektrik elektronik muhendisligi,3,0.00 - 2.50,hayir,
10671,10671,10671,matematik,2,2.50 - 3.00,hayir,
10672,10672,10672,bilgisayar muhendisligi ingilizce,4,,hayir,
10673,10673,10673,bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
10674,10674,10674,tibbi goruntuleme teknikleri,2,2.50 - 3.00,hayir,
10675,10675,10675,halkla iliskiler ve tanitim,2,2.50 - 3.00,hayir,
10676,10676,10676,iktisat,4,0.00 - 2.50,hayir,
10677,10677,10677,elektrik elektronik muhendisligi,2,2.50 - 3.00,hayir,
10678,10678,10678,calisma ekonomisi ve endustri iliskileri,4,0.00 - 2.50,hayir,
10679,10679,10679,sosyoloji,2,3.00 - 4.00,hayir,
10680,10680,10680,bilgisayar bilimleri,1,,hayir,
10681,10681,10681,siyaset bilimi ve kamu yonetimi,4,2.50 - 3.00,hayir,
10682,10682,10682,uluslararasi iliskiler,3,0.00 - 2.50,hayir,
10683,10683,10683,kimya muhendisligi,3,2.50 - 3.00,hayir,
10684,10684,10684,uluslararasi iliskiler,1,,hayir,
10685,10685,10685,yonetim bilisim sistemleri,1,,hayir,
10686,10686,10686,isletme %70 ingilizce,2,0.00 - 2.50,hayir,
10687,10687,10687,ilahiyat,2,0.00 - 2.50,hayir,
10688,10688,10688,siyaset bilimi ve kamu yonetimi,3,3.00 - 4.00,hayir,
10689,10689,10689,tarih,2,,hayir,
10690,10690,10690,uluslararasi iliskiler,2,0.00 - 2.50,hayir,
10691,10691,10691,elektrik elektronik muhendisi,4,2.50 - 3.00,hayir,
10692,10692,10692,ingiliz dili ve edebiyati,2,0.00 - 2.50,hayir,
10693,10693,10693,mimarlik,4,2.50 - 3.00,hayir,
10694,10694,10694,biyomuhendislik,4,2.50 - 3.00,hayir,
10695,10695,10695,ceko,3,,hayir,
10696,10696,10696,endustri muhendisligi,3,2.50 - 3.00,hayir,
10697,10697,10697,okul oncesi ogretmenligi,2,2.50 - 3.00,hayir,
10698,10698,10698,isletme,4,2.50 - 3.00,hayir,
10699,10699,10699,eczacilik,2,3.00 - 3.50,hayir,
10700,10700,10700,isletme,4,2.50 - 3.00,hayir,
10701,10701,10701,gida muhendisligi,3,2.50 - 3.00,hayir,
10702,10702,10702,fizik muhendisligi,hazirlik,,hayir,
10703,10703,10703,matematik,3,0.00 - 2.50,hayir,
10704,10704,10704,denizcilik isletmeleri yonetimi,3,2.50 - 3.00,hayir,
10705,10705,10705,uluslararasi iliskiler,3,2.50 - 3.00,hayir,
10706,10706,10706,mekatronik muhendisligi,3,,hayir,
10707,10707,10707,makina muhendisligi,4,3.00 - 3.50,hayir,
10708,10708,10708,halkla iliskiler ve tanitim,2,3.00 - 3.50,hayir,
10709,10709,10709,uluslararasi iliskiler,3,2.50 - 3.00,hayir,
10710,10710,10710,sinif ogretmenligi,2,3.00 - 4.00,hayir,
10711,10711,10711,sosyal hizmet,1,2.50 - 3.00,hayir,
10712,10712,10712,endustri muhendisligi,1,2.50 - 3.00,hayir,
10713,10713,10713,kamu yonetimi,hazirlik,,hayir,
10714,10714,10714,uluslararasi iliskiler,4,2.50 - 3.00,hayir,
10715,10715,10715,ekonometri,3,,hayir,
10716,10716,10716,cagdas turk lehceleri ve edebiyatlari,3,2.50 - 3.00,hayir,
10717,10717,10717,kimya,3,3.00 - 4.00,hayir,
10718,10718,10718,matematik,5,0.00 - 2.50,hayir,
10719,10719,10719,beden egitimi ve spor yuksek okulu - spor yoneticiligi,2,3.00 - 3.50,hayir,
10720,10720,10720,hemsirelik,1,,hayir,
10721,10721,10721,hemsirelik,3,2.50 - 3.00,evet,
10722,10722,10722,hemsire,3,3.00 - 4.00,hayir,
10723,10723,10723,turk dili ve edebiyati,2,0.00 - 2.50,hayir,
10724,10724,10724,endustri muhendisligi,3,2.50 - 3.00,hayir,
10725,10725,10725,ingiliz dili ve edebiyati,2,,hayir,
10726,10726,10726,uluslararasi iliskiler,3,2.50 - 3.00,hayir,
10727,10727,10727,maliye,,2.50 - 3.00,evet,
10728,10728,10728,iktisat,4,2.50 - 3.00,hayir,
10729,10729,10729,ingilizce isletme,4,2.50 - 3.00,hayir,
10730,10730,10730,tip doktorlugu,2,3.00 - 3.50,hayir,
10731,10731,10731,turizm ve seyahat isletmeciligi,2,,hayir,
10732,10732,10732,almanca ogretmenligi,3,,hayir,
10733,10733,10733,aktuerya bilimleri,4,2.50 - 3.00,hayir,
10734,10734,10734,ingilizce isletme,1,,evet,
10735,10735,10735,kamu yonetimi,3,3.00 - 3.50,hayir,
10736,10736,10736,makina muhendisligi ingilizce,2,2.50 - 3.00,hayir,
10737,10737,10737,fransizca mutercim tercumanlik,4,3.00 - 3.50,hayir,
10738,10738,10738,calisma ekonomisi ve endustri iliskileri,2,2.50 - 3.00,hayir,
10739,10739,10739,psikoloji,4,2.50 - 3.00,hayir,
10740,10740,10740,karsilastirmali edebiyat,2,3.00 - 3.50,hayir,
10741,10741,10741,sosyoloji,4,3.00 - 3.50,hayir,
10742,10742,10742,radyo sineme ve televizyon,3,,hayir,
10743,10743,10743,matematik muhendisligi,1,,hayir,
10744,10744,10744,isletme,3,,evet,
10745,10745,10745,iktisat fakultesi isletme,3,2.50 - 3.00,hayir,
10746,10746,10746,iktisat,3,0.00 - 2.50,hayir,
10747,10747,10747,isletmeingilizce,hazirlik,,hayir,
10748,10748,10748,gsf/grafik tasarim,2,2.50 - 3.00,hayir,
10749,10749,10749,isletmeing,2,,hayir,
10750,10750,10750,ekonometri,3,2.50 - 3.00,hayir,
10751,10751,10751,tarih,1,,hayir,
10752,10752,10752,veteriner fakultesi,2,0.00 - 2.50,hayir,
10753,10753,10753,iletisim fakultesi,3,3.00 - 3.50,hayir,
10754,10754,10754,cevre muhendisligi,4,0.00 - 2.50,hayir,
10755,10755,10755,sosyoloji,3,3.00 - 3.50,hayir,
10756,10756,10756,bankacilik ve finans,3,2.50 - 3.00,hayir,
10757,10757,10757,isletme,2,3.00 - 4.00,hayir,
10758,10758,10758,tutun teknoloji muhendisligi,4,2.50 - 3.00,hayir,
10759,10759,10759,ingilizce ogretmenligi,mezun,3.00 - 3.50,hayir,
10760,10760,10760,siyaset bilimi ve uluslararasi iliskiler,3,0.00 - 2.50,hayir,
10761,10761,10761,endustri muhendisligi,4,2.50 - 3.00,hayir,
10762,10762,10762,endustri muhendisligi,3,0.00 - 2.50,hayir,
10763,10763,10763,"erdemli uygulamali teknoloji ve isletmecilik yuksek okulu, isletme bilgi yonetimi 4 yillik lisans",4,3.00 - 3.50,hayir,
10764,10764,10764,isletme yonetimi,2,2.50 - 3.00,hayir,
10765,10765,10765,iktisat,2,0.00 - 2.50,hayir,
10766,10766,10766,isletme,4,2.50 - 3.00,hayir,
10767,10767,10767,spor bilimleri fakultesi/rekreasyon,4,2.50 - 3.00,hayir,
10768,10768,10768,bilgisayar muhendisligi,2,0.00 - 2.50,hayir,
10769,10769,10769,iktisat,2,0.00 - 2.50,hayir,
10770,10770,10770,isletme almanca,3,0.00 - 2.50,hayir,
10771,10771,10771,tip fakultesi,2,3.00 - 4.00,hayir,
10772,10772,10772,halkla iliskiler ve tanitim,4,,hayir,
10773,10773,10773,kamu yonetimi,3,,hayir,
10774,10774,10774,maliye,2,,evet,
10775,10775,10775,ulastirma ve lojistik,3,2.50 - 3.00,hayir,
10776,10776,10776,elektrik-elektronik muhendisligi,4,0.00 - 2.50,hayir,
10777,10777,10777,elektrik-elektronik muh.,4,0.00 - 2.50,hayir,
10778,10778,10778,bilgisayar muhendisligi,1,,hayir,
10779,10779,10779,imalat muhandisligi,4,3.00 - 3.50,hayir,
10780,10780,10780,iktisat,4,2.50 - 3.00,hayir,
10781,10781,10781,elektrik elektronik muhendisligi,3,2.50 - 3.00,hayir,
10782,10782,10782,matematik,mezun,2.50 - 3.00,evet,
10783,10783,10783,uluslararasi iliskiler,3,2.50 - 3.00,hayir,
10784,10784,10784,fizik egitimi anabilim dali,5,0.00 - 2.50,hayir,
10785,10785,10785,isletme,4,3.00 - 3.50,evet,
10786,10786,10786,kimya muhendisligi,2,0.00 - 2.50,hayir,
10787,10787,10787,sosyal hizmet,2,3.00 - 3.50,hayir,
10788,10788,10788,cografya,4,2.50 - 3.00,hayir,
10789,10789,10789,eczacilik,1,0.00 - 2.50,hayir,
10790,10790,10790,cografi bilgi sistemleri,1,,hayir,
10791,10791,10791,isletme,2,2.50 - 3.00,hayir,
10792,10792,10792,fen bilgisi ogretmenligi,4,2.50 - 3.00,hayir,
10793,10793,10793,makine muhendisligi,3,2.50 - 3.00,hayir,
10794,10794,10794,insaat muhendisligi,4,0.00 - 2.50,hayir,
10795,10795,10795,uluslararasi iliskiler,3,0.00 - 2.50,hayir,
10796,10796,10796,tekstil ve moda tasarimi,2,3.00 - 3.50,hayir,
10797,10797,10797,bilgisayar muhendisligi,4,0.00 - 2.50,hayir,
10798,10798,10798,kimya muhendislig,4,2.50 - 3.00,hayir,
10799,10799,10799,iktisat,2,0.00 - 2.50,hayir,
10800,10800,10800,psikoloji,4,2.50 - 3.00,hayir,
10801,10801,10801,arkeoloji,1,0.00 - 2.50,hayir,
10802,10802,10802,edebiyat fakultesi-sanat tarihi,3,2.50 - 3.00,hayir,
10803,10803,10803,insaat muhendisligi,2,2.50 - 3.00,hayir,
10804,10804,10804,sosyoloji,1,,hayir,
10805,10805,10805,iktisadi ve idari bilimler fakultesi / isletme i.o,,2.50 - 3.00,hayir,
10806,10806,10806,hukuk,2,2.50 - 3.00,hayir,
10807,10807,10807,kimya muhendisligi,4,2.50 - 3.00,hayir,
10808,10808,10808,kamu yonetimi,3,2.50 - 3.00,hayir,
10809,10809,10809,metalurji ve malzeme muhendisligi %100 ingilizce,2,2.50 - 3.00,hayir,
10810,10810,10810,iktisat,4,2.50 - 3.00,evet,
10811,10811,10811,ekonometri,3,2.50 - 3.00,hayir,
10812,10812,10812,turizm isletmeciligi ve otelcilik,4,0.00 - 2.50,hayir,
10813,10813,10813,elektrik elektronik muhendisligi,3,0.00 - 2.50,hayir,
10814,10814,10814,malzeme bilimi ve muhendisligi,4,2.50 - 3.00,hayir,
10815,10815,10815,isletme,2,0.00 - 2.50,hayir,
10816,10816,10816,reklamcilik,2,2.50 - 3.00,hayir,
10817,10817,10817,bilgisayar ve ogretim teknolojileri ogretmenligi,2,2.50 - 3.00,hayir,
10818,10818,10818,iktisat,4,0.00 - 2.50,hayir,
10819,10819,10819,iktisat,hazirlik,,hayir,
10820,10820,10820,kamu yonetimi,2,2.50 - 3.00,hayir,
10821,10821,10821,makine muhendisligi,3,0.00 - 2.50,hayir,
10822,10822,10822,ziraat muhendisligi,2,0.00 - 2.50,hayir,
10823,10823,10823,uluslararasi ticaret ve isletmecilik,2,2.50 - 3.00,hayir,
10824,10824,10824,makine muhendisligi,3,2.50 - 3.00,hayir,
10825,10825,10825,calisma ekonomisi ve endustri iliskileri,4,2.50 - 3.00,evet,
10826,10826,10826,elektrik-elektronik muhendisligi,3,3.00 - 3.50,hayir,
10827,10827,10827,elektronik ve haberlesme muhendisligi %100 ingilize,3,3.00 - 3.50,hayir,
10828,10828,10828,metalurji ve malzeme muhendisligi,4,0.00 - 2.50,hayir,
10829,10829,10829,endustri muhendisligi,3,2.50 - 3.00,hayir,
10830,10830,10830,grafik tasarim,4,3.00 - 3.50,hayir,
10831,10831,10831,harita muhendisligi,1,,hayir,
10832,10832,10832,calisma ekonomisi ve endustri iliskileri,2,2.50 - 3.00,hayir,
10833,10833,10833,kimya,4,0.00 - 2.50,hayir,
10834,10834,10834,kimya muhendisligi,3,0.00 - 2.50,hayir,
10835,10835,10835,bilgisayar muhendisligi,2,0.00 - 2.50,hayir,
10836,10836,10836,imalat muhendisligi,2,2.50 - 3.00,hayir,
10837,10837,10837,hukuk,4,0.00 - 2.50,hayir,
10838,10838,10838,makina muhendisligi,2,2.50 - 3.00,hayir,
10839,10839,10839,makine muhendisligi,2,0.00 - 2.50,hayir,
10840,10840,10840,gazetecilik,4,2.50 - 3.00,hayir,
10841,10841,10841,elektrik-elektronik muhendisligi,3,0.00 - 2.50,hayir,
10842,10842,10842,yonetim bilisim sistemleri,3,0.00 - 2.50,hayir,
10843,10843,10843,iktisat ing.,2,0.00 - 2.50,hayir,
10844,10844,10844,elektrik elektronik muhendisligi,2,0.00 - 2.50,hayir,
10845,10845,10845,cevre muhendisligi,3,0.00 - 2.50,hayir,
10846,10846,10846,iktisat,1,0.00 - 2.50,hayir,
10847,10847,10847,bilgisayar programciligi,2,3.00 - 3.50,hayir,
10848,10848,10848,isletme,2,0.00 - 2.50,hayir,
10849,10849,10849,mimarlik,2,0.00 - 2.50,hayir,
10850,10850,10850,kimya muhendisligi,4,0.00 - 2.50,hayir,
10851,10851,10851,isletme,2,0.00 - 2.50,hayir,
10852,10852,10852,malzeme bilimi ve muhendisligi,2,0.00 - 2.50,hayir,
10853,10853,10853,sehir ve bolge planlama,4,3.00 - 3.50,hayir,
10854,10854,10854,ilahiyat,3,,hayir,
10855,10855,10855,fen bilgisi ogretmenligi,2,3.00 - 3.50,hayir,
10856,10856,10856,hukuk,4,3.00 - 3.50,hayir,
10857,10857,10857,insaat muhendisligi,3,2.50 - 3.00,hayir,
10858,10858,10858,matematik,4,0.00 - 2.50,hayir,
10859,10859,10859,ingilizce isletme,2,3.00 - 3.50,hayir,
10860,10860,10860,uluslararasi iliskiler,4,2.50 - 3.00,hayir,
10861,10861,10861,muzik ogretmenligi ana bilim dali,2,0.00 - 2.50,hayir,
10862,10862,10862,elektrik-elektronik muhendisligi,4,0.00 - 2.50,hayir,
10863,10863,10863,elektrik muhendisligi,4,2.50 - 3.00,hayir,
10864,10864,10864,isletme,1,,hayir,
10865,10865,10865,bilgisayar muhendisligi,2,3.00 - 3.50,hayir,
10866,10866,10866,calisma ekonomisi ve endustri iliskileri,2,2.50 - 3.00,hayir,
10867,10867,10867,makine muhendisligi,mezun,3.00 - 4.00,evet,
10868,10868,10868,makine muhendisligi,3,2.50 - 3.00,hayir,
10869,10869,10869,bilgisayar muhendisligi,3,3.00 - 3.50,hayir,
10870,10870,10870,iktisat,3,2.50 - 3.00,hayir,
10871,10871,10871,iktisat,3,0.00 - 2.50,hayir,
10872,10872,10872,elektrik elektronik muhendisligi,4,0.00 - 2.50,hayir,
10873,10873,10873,biyomuhendislik,3,0.00 - 2.50,hayir,
10874,10874,10874,iktisat,2,2.50 - 3.00,hayir,
10875,10875,10875,calisma ekonomisi ve endustri iliskileri,2,0.00 - 2.50,hayir,
10876,10876,10876,maliye,4,3.00 - 3.50,evet,
10877,10877,10877,gazetecilik,2,2.50 - 3.00,hayir,
10878,10878,10878,rehberlik ve psikolojik danismanlik,2,0.00 - 2.50,hayir,
10879,10879,10879,ingiliz dilbilimi,1,2.50 - 3.00,hayir,
10880,10880,10880,bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
10881,10881,10881,cevre muhendisligi,2,0.00 - 2.50,hayir,
10882,10882,10882,iktisat,3,0.00 - 2.50,hayir,
10883,10883,10883,"radyo, tv ve sinema/ iletisim fakultesi",4,2.50 - 3.00,hayir,
10884,10884,10884,sosyal hizmet,2,2.50 - 3.00,hayir,
10885,10885,10885,iktisat,3,0.00 - 2.50,hayir,
10886,10886,10886,isletme,2,3.00 - 4.00,hayir,
10887,10887,10887,turk dili ve edebiyati,3,2.50 - 3.00,hayir,
10888,10888,10888,iktisat,3,2.50 - 3.00,hayir,
10889,10889,10889,endustri muhendisligi,1,,hayir,
10890,10890,10890,kimya,2,,hayir,
10891,10891,10891,istanbul tip fakultesi,2,3.00 - 3.50,hayir,
10892,10892,10892,sehir ve bolge planlama,3,2.50 - 3.00,hayir,
10893,10893,10893,peyzaj mimarligi,2,2.50 - 3.00,hayir,
10894,10894,10894,uluslararasi iliskiler,2,3.00 - 3.50,hayir,
10895,10895,10895,isletme,3,,hayir,
10896,10896,10896,reklam,3,,hayir,
10897,10897,10897,"2 universite ayni anda okuyorum, tekstil muhendisligi ve isletme anadolu univ",2,2.50 - 3.00,hayir,
10898,10898,10898,istatistik,2,0.00 - 2.50,hayir,
10899,10899,10899,endustri muhendisligi,4,3.00 - 3.50,hayir,
10900,10900,10900,makine muhendisligi,1,0.00 - 2.50,hayir,
10901,10901,10901,turizm vr otel isletmeciligi,2,2.50 - 3.00,hayir,
10902,10902,10902,kamu yonetimi,2,2.50 - 3.00,hayir,
10903,10903,10903,jeofizik muhendisligi,3,0.00 - 2.50,hayir,
10904,10904,10904,isletme,4,3.00 - 3.50,hayir,
10905,10905,10905,elektrik elektronik muhendisligi,2,3.00 - 4.00,hayir,
10906,10906,10906,uluslararasi ticaret ve finansman,4,2.50 - 3.00,hayir,
10907,10907,10907,kimya %100 ing.,3,0.00 - 2.50,hayir,
10908,10908,10908,makine muhendisligi,hazirlik,,hayir,
10909,10909,10909,istatistik,,2.50 - 3.00,evet,
10910,10910,10910,kontrol ve otomasyon muhendisligi,1,,hayir,
10911,10911,10911,almanca ogretmenligi,3,3.00 - 3.50,hayir,
10912,10912,10912,uolp yazilim muhendisligi,1,3.00 - 4.00,hayir,
10913,10913,10913,isletme,4,3.00 - 3.50,hayir,
10914,10914,10914,elektronik ve haberlesme muhendisligi,2,2.50 - 3.00,hayir,
10915,10915,10915,bilgisayar muhendisligi,4,3.00 - 3.50,hayir,
10916,10916,10916,isletme,3,2.50 - 3.00,hayir,
10917,10917,10917,kimya,3,0.00 - 2.50,hayir,
10918,10918,10918,iktisat,4,0.00 - 2.50,hayir,
10919,10919,10919,ingiliz dili ogretmenligi,1,,hayir,
10920,10920,10920,bitki koruma,2,3.00 - 3.50,hayir,
10921,10921,10921,ingilizce iktisat,4,2.50 - 3.00,hayir,
10922,10922,10922,makine muhendisligi,3,3.00 - 3.50,hayir,
10923,10923,10923,bati dilleri ve edebiyati,2,2.50 - 3.00,hayir,
10924,10924,10924,iletisim,mezun,3.00 - 3.50,evet,
10925,10925,10925,endustri muhendisligi,4,3.00 - 3.50,evet,
10926,10926,10926,kimya,3,2.50 - 3.00,hayir,
10927,10927,10927,saglik yonetimi,2,3.00 - 3.50,hayir,
10928,10928,10928,metalurji ve malzeme muhendisligi,hazirlik,,hayir,
10929,10929,10929,metalurji ve malzeme muhendisligi,hazirlik,,hayir,
10930,10930,10930,metalurji ve malzeme muhendisligi,hazirlik,,hayir,
10931,10931,10931,ekonometri,3,0.00 - 2.50,hayir,
10932,10932,10932,kamu yonetimi,4,3.00 - 3.50,hayir,
10933,10933,10933,iktisat,2,2.50 - 3.00,hayir,
10934,10934,10934,ingilizce isletme,2,3.00 - 3.50,hayir,
10935,10935,10935,enerji sistemleri muhendisligi,2,3.00 - 3.50,hayir,
10936,10936,10936,gorsel iletisim tasarimi,4,2.50 - 3.00,hayir,
10937,10937,10937,turk dili ve edebiyati,1,2.50 - 3.00,hayir,
10938,10938,10938,hukuk,2,2.50 - 3.00,hayir,
10939,10939,10939,bankacilik,4,2.50 - 3.00,hayir,
10940,10940,10940,sosyal hizmetler,3,3.00 - 3.50,hayir,
10941,10941,10941,uluslararasi isletmecilik ve ticaret,2,0.00 - 2.50,hayir,
10942,10942,10942,kimya muh,4,2.50 - 3.00,hayir,
10943,10943,10943,endustri muhendisligi,2,3.00 - 3.50,hayir,
10944,10944,10944,hukuk,3,2.50 - 3.00,hayir,
10945,10945,10945,tekstil muhendisligi,4,2.50 - 3.00,hayir,
10946,10946,10946,makine muhendisi,mezun,2.50 - 3.00,hayir,
10947,10947,10947,hukuk,3,2.50 - 3.00,hayir,
10948,10948,10948,iktisat,2,3.00 - 3.50,hayir,
10949,10949,10949,isletme,4,2.50 - 3.00,hayir,
10950,10950,10950,makine muhendisligi,4,2.50 - 3.00,hayir,
10951,10951,10951,gida muhendisligi,3,,hayir,
10952,10952,10952,bilgisayar muhendisligi ingilizce,2,2.50 - 3.00,hayir,
10953,10953,10953,ekonometri,4,2.50 - 3.00,hayir,
10954,10954,10954,elektronik haberlesme muhendisligi,mezun,0.00 - 2.50,evet,
10955,10955,10955,isletme,4,0.00 - 2.50,hayir,
10956,10956,10956,kontrol ve otomasyon teknolojisi,mezun,3.00 - 4.00,hayir,
10957,10957,10957,isletme,3,0.00 - 2.50,hayir,
10958,10958,10958,malzeme bilimi ve muhendisligi,3,0.00 - 2.50,hayir,
10959,10959,10959,fen bilgisi ogretmenligi,3,3.00 - 3.50,hayir,
10960,10960,10960,isletme,3,2.50 - 3.00,hayir,
10961,10961,10961,bilgisayar muhendisligi,2,0.00 - 2.50,hayir,
10962,10962,10962,gida muhendisligi,2,0.00 - 2.50,hayir,
10963,10963,10963,bankacilik,4,3.00 - 3.50,hayir,
10964,10964,10964,endustri muhendisligi,4,2.50 - 3.00,hayir,
10965,10965,10965,gida muhendisligi,2,3.00 - 3.50,hayir,
10966,10966,10966,sinif ogretmenligi,2,0.00 - 2.50,hayir,
10967,10967,10967,gazetecilik,1,,hayir,
10968,10968,10968,tarih bolumu,2,3.00 - 3.50,hayir,
10969,10969,10969,sosyoloji,2,2.50 - 3.00,hayir,
10970,10970,10970,spor bilimleri ve teknolojisi,tez,3.00 - 4.00,evet,
10971,10971,10971,tarih,3,2.50 - 3.00,hayir,
10972,10972,10972,isletme muhendisligiing,4,2.50 - 3.00,hayir,
10973,10973,10973,isletme,1,,hayir,
10974,10974,10974,bilgisayar muhendisligi ingilizce,4,2.50 - 3.00,hayir,
10975,10975,10975,fizik,4,,hayir,
10976,10976,10976,deniz ulastirma ve isletme muhendisligi,2,2.50 - 3.00,hayir,
10977,10977,10977,makina muhendisligi,3,0.00 - 2.50,hayir,
10978,10978,10978,sosyal bilgiler ogretmenligi,4,2.50 - 3.00,hayir,
10979,10979,10979,isletme,3,0.00 - 2.50,hayir,
10980,10980,10980,bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
10981,10981,10981,siyaset bilimi ve kamu yonetimi,mezun,2.50 - 3.00,evet,
10982,10982,10982,okul oncesi ogretmenligi,4,2.50 - 3.00,hayir,
10983,10983,10983,isletme,3,2.50 - 3.00,hayir,
10984,10984,10984,dis hekimligi,4,2.50 - 3.00,hayir,
10985,10985,10985,ingilizce iktisat,2,2.50 - 3.00,hayir,
10986,10986,10986,grafik tasarim,3,3.00 - 3.50,hayir,
10987,10987,10987,halkla ilisiler ve tanitim,2,0.00 - 2.50,hayir,
10988,10988,10988,matematik bolumu,3,2.50 - 3.00,hayir,
10989,10989,10989,mekatronik muhendisligi,4,2.50 - 3.00,hayir,
10990,10990,10990,spor yoneticiligi,3,2.50 - 3.00,hayir,
10991,10991,10991,dis hekimligi,1,,hayir,
10992,10992,10992,makina muhendisligi,3,3.00 - 3.50,hayir,
10993,10993,10993,matematik muhendisligi,2,0.00 - 2.50,hayir,
10994,10994,10994,metalurji ve malzeme muhendisligi,2,0.00 - 2.50,hayir,
10995,10995,10995,ingilizce isletme,4,3.00 - 4.00,hayir,
10996,10996,10996,bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
10997,10997,10997,elektrik elektronik muhendisligi,4,3.00 - 3.50,hayir,
10998,10998,10998,psikoloji,1,,hayir,
10999,10999,10999,bilgisayar muhendisligi,2,0.00 - 2.50,hayir,
11000,11000,11000,makine muhendisligi,1,,hayir,
11001,11001,11001,insaat muhendisligi,1,,hayir,
11002,11002,11002,kimya muhendisligi,1,,hayir,
11003,11003,11003,ekonometri,1,2.50 - 3.00,hayir,
11004,11004,11004,resim,4,3.00 - 3.50,hayir,
11005,11005,11005,kimya muhendisligi,4,0.00 - 2.50,hayir,
11006,11006,11006,elektrik elektronik muhendisligi,3,2.50 - 3.00,hayir,
11007,11007,11007,uluslararasi ticaret,4,2.50 - 3.00,hayir,
11008,11008,11008,bilgisayar ve ogretim teknolojileri egitimi,4,3.00 - 3.50,hayir,
11009,11009,11009,hemsirelik,2,2.50 - 3.00,hayir,
11010,11010,11010,isletme,4,3.00 - 3.50,hayir,
11011,11011,11011,kamu yonetimi,4,2.50 - 3.00,hayir,
11012,11012,11012,bilgisayar muhendisligi,1,,hayir,
11013,11013,11013,hukuk fakultesi,2,2.50 - 3.00,hayir,
11014,11014,11014,iktisat,3,0.00 - 2.50,hayir,
11015,11015,11015,bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
11016,11016,11016,elektronik ve haberlesme muhendisligi,4,3.00 - 3.50,hayir,
11017,11017,11017,isletme,4,2.50 - 3.00,hayir,
11018,11018,11018,yazilim muhendisligi,1,,hayir,
11019,11019,11019,elektrik muhendisligi,3,3.00 - 3.50,hayir,
11020,11020,11020,makina muhendisligi,4,3.00 - 3.50,hayir,
11021,11021,11021,alman dili ve edebiyati,3,0.00 - 2.50,hayir,
11022,11022,11022,isletme,2,0.00 - 2.50,hayir,
11023,11023,11023,insaat muhendisligi,2,0.00 - 2.50,hayir,
11024,11024,11024,gemi insaati ve gemi makineleri muhendisligi,2,0.00 - 2.50,hayir,
11025,11025,11025,ingilizce isletme,3,2.50 - 3.00,hayir,
11026,11026,11026,calisma ekonomisi ve endustriyel iliskiler,2,3.00 - 4.00,hayir,
11027,11027,11027,isletme,3,3.00 - 4.00,hayir,
11028,11028,11028,elektronik ve haberlesme muhendisligi ingilizce,4,3.00 - 3.50,hayir,
11029,11029,11029,ingiliz dili ve edebiyati,1,0.00 - 2.50,hayir,
11030,11030,11030,maden muhendisligi,3,2.50 - 3.00,hayir,
11031,11031,11031,makine muhendisligi,4,2.50 - 3.00,hayir,
11032,11032,11032,isletme,2,2.50 - 3.00,hayir,
11033,11033,11033,iktisat,3,0.00 - 2.50,hayir,
11034,11034,11034,istatistik,3,2.50 - 3.00,hayir,
11035,11035,11035,enerji sistemleri muhendisligi,3,0.00 - 2.50,hayir,
11036,11036,11036,yonetim - bilisim sistemleri,hazirlik,,hayir,
11037,11037,11037,bilgisayar,3,2.50 - 3.00,hayir,
11038,11038,11038,kamu yonetimi,3,2.50 - 3.00,hayir,
11039,11039,11039,turizm isletmeciligi ve otelcilik,2,2.50 - 3.00,hayir,
11040,11040,11040,isletme,2,2.50 - 3.00,hayir,
11041,11041,11041,makina muhendisligi,3,2.50 - 3.00,hayir,
