FamilyID,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
13670,lise,hayir,calismiyor,universite,evet,kamu,2.0
13671,egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor,6.0
13672,ilkokul,hayir,calismiyor,,evet,kamu,0.0
13673,ortaokul,hayir,calismiyor,lise,evet,diger,4.0
13674,lise,hayir,calismiyor,universite,evet,kamu,3.0
13675,universite,hayir,calismiyor,ortaokul,evet,ozel sektor,2.0
13676,ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,1.0
13677,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
13678,ilkokul,hayir,calismiyor,ilkokul,evet,diger,4.0
13679,ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,4.0
13680,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2.0
13681,ilkokul,hayir,calismiyor,universite,emekli,calismiyor,6.0
13682,ortaokul,hayir,calismiyor,universite,evet,kamu,4.0
13683,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,4.0
13684,ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
13685,egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor,5.0
13686,ortaokul,hayir,calismiyor,universite,evet,kamu,4.0
13687,ilkokul,evet,ozel sektor,,,,
13688,lise,emekli,calismiyor,,,,
13689,ilkokul,hayir,calismiyor,ilkokul,evet,diger,3.0
13690,ilkokul,hayir,calismiyor,,,,
13691,ilkokul,hayir,calismiyor,lise,evet,kamu,3.0
13692,ilkokul,hayir,calismiyor,lise,hayir,calismiyor,3.0
13693,egitimi yok,hayir,calismiyor,,,,
13694,ilkokul,emekli,calismiyor,ilkokul,emekli,calismiyor,1.0
13695,egitimi yok,hayir,calismiyor,ilkokul,evet,diger,10.0
13696,ilkokul,hayir,calismiyor,ilkokul,evet,diger,2.0
13697,ilkokul,hayir,calismiyor,lise,hayir,calismiyor,7.0
13698,ortaokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1.0
13699,egitimi yok,hayir,calismiyor,lise,emekli,calismiyor,2.0
13700,lise,hayir,calismiyor,universite,hayir,calismiyor,1.0
13701,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,5.0
13702,ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,3.0
13703,lise,evet,ozel sektor,,,,
13704,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
13705,egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor,4.0
13706,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,8.0
13707,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,6.0
13708,ortaokul,evet,kamu,ortaokul,emekli,calismiyor,2.0
13709,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,9.0
13710,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,7.0
13711,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
13712,universite,emekli,calismiyor,lise,emekli,calismiyor,2.0
13713,egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,3.0
13714,ilkokul,hayir,calismiyor,ortaokul,evet,kamu,1.0
13715,lise,hayir,calismiyor,lise,evet,diger,1.0
13716,lise,hayir,calismiyor,ilkokul,evet,ozel sektor,0.0
13717,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
13718,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,4.0
13719,universite,emekli,calismiyor,lise,emekli,calismiyor,1.0
13720,universite,evet,kamu,universite,evet,kamu,1.0
13721,ilkokul,evet,diger,ilkokul,evet,diger,1.0
13722,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4.0
13723,lise,hayir,calismiyor,lise,emekli,calismiyor,1.0
13724,ilkokul,hayir,calismiyor,lise,hayir,calismiyor,3.0
13725,egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,10.0
13726,lise,hayir,calismiyor,universite,emekli,calismiyor,1.0
13727,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
13728,ilkokul,hayir,calismiyor,lise,evet,ozel sektor,2.0
13729,egitimi yok,hayir,calismiyor,egitimi yok,evet,ozel sektor,4.0
13730,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
13731,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2.0
13732,ilkokul,hayir,calismiyor,ortaokul,evet,diger,3.0
13733,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
13734,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
13735,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
13736,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,
13737,ilkokul,hayir,calismiyor,,,,
13738,ilkokul,hayir,calismiyor,universite,emekli,calismiyor,3.0
13739,lise,emekli,calismiyor,ilkokul,emekli,calismiyor,1.0
13740,universite,emekli,calismiyor,lise,emekli,calismiyor,1.0
13741,ortaokul,hayir,calismiyor,ilkokul,evet,diger,2.0
13742,universite,emekli,calismiyor,universite,emekli,calismiyor,2.0
13743,lise,hayir,ozel sektor,universite,evet,ozel sektor,1.0
13744,ilkokul,hayir,calismiyor,lise,evet,ozel sektor,1.0
13745,ilkokul,hayir,calismiyor,ilkokul,evet,diger,3.0
13746,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,5.0
13747,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
13748,egitimi yok,hayir,calismiyor,,,,
13749,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
13750,universite,evet,kamu,universite,evet,kamu,2.0
13751,ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,2.0
13752,ilkokul,hayir,calismiyor,ortaokul,evet,diger,2.0
13753,egitimi yok,evet,diger,ilkokul,emekli,calismiyor,4.0
13754,ilkokul,hayir,calismiyor,lise,evet,kamu,4.0
13755,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
13756,lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
13757,lise,evet,kamu,lise,emekli,calismiyor,0.0
13758,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
13759,ilkokul,hayir,calismiyor,ilkokul,evet,diger,3.0
13760,ilkokul,hayir,calismiyor,ilkokul,evet,diger,1.0
13761,ilkokul,hayir,calismiyor,,,,
13762,ilkokul,hayir,calismiyor,ilkokul,evet,diger,1.0
13763,ilkokul,hayir,calismiyor,ilkokul,evet,diger,1.0
13764,ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
13765,universite,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
13766,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,3.0
13767,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
13768,ortaokul,hayir,calismiyor,ortaokul,evet,kamu,2.0
13769,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
13770,ilkokul,hayir,calismiyor,lise,evet,kamu,3.0
13771,lise,hayir,calismiyor,lise,evet,ozel sektor,3.0
13772,ilkokul,hayir,calismiyor,,,,
13773,lise,hayir,calismiyor,ilkokul,evet,kamu,2.0
13774,ortaokul,hayir,calismiyor,universite,evet,ozel sektor,2.0
13775,egitimi yok,hayir,calismiyor,ortaokul,emekli,calismiyor,4.0
13776,ilkokul,hayir,calismiyor,,,,
13777,lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
13778,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,6.0
13779,ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,2.0
13780,ilkokul,hayir,calismiyor,lise,evet,ozel sektor,2.0
13781,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,6.0
13782,ilkokul,hayir,calismiyor,,,,
13783,ilkokul,hayir,calismiyor,lise,evet,diger,1.0
13784,lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
13785,ilkokul,hayir,calismiyor,lise,evet,diger,1.0
13786,ilkokul,hayir,calismiyor,lise,hayir,calismiyor,1.0
13787,ilkokul,hayir,calismiyor,,,,
13788,universite,evet,kamu,universite,evet,kamu,0.0
13789,egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor,7.0
13790,lise,hayir,calismiyor,universite,evet,kamu,1.0
13791,ilkokul,hayir,calismiyor,universite,evet,ozel sektor,1.0
13792,ilkokul,hayir,calismiyor,universite,emekli,calismiyor,2.0
13793,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
13794,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2.0
13795,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2.0
13796,ilkokul,hayir,calismiyor,ilkokul,evet,diger,1.0
13797,ilkokul,hayir,calismiyor,,,,
13798,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2.0
13799,ilkokul,hayir,calismiyor,ortaokul,evet,kamu,1.0
13800,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
13801,lise,hayir,calismiyor,lise,evet,ozel sektor,2.0
13802,lise,emekli,ozel sektor,lise,emekli,calismiyor,1.0
13803,ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
13804,ilkokul,hayir,calismiyor,,,,
13805,ilkokul,hayir,calismiyor,lise,evet,kamu,2.0
13806,ilkokul,hayir,calismiyor,universite,evet,ozel sektor,2.0
13807,lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
13808,lise,hayir,calismiyor,,,,
13809,ilkokul,hayir,calismiyor,ilkokul,evet,diger,1.0
13810,egitimi yok,hayir,calismiyor,ortaokul,evet,ozel sektor,4.0
13811,ilkokul,evet,ozel sektor,ortaokul,emekli,calismiyor,1.0
13812,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1.0
13813,ilkokul,emekli,calismiyor,ilkokul,hayir,calismiyor,3.0
13814,lise,hayir,calismiyor,,,,
13815,lise,hayir,calismiyor,universite,emekli,calismiyor,3.0
13816,lise,emekli,calismiyor,lise,evet,diger,1.0
13817,ilkokul,hayir,calismiyor,lise,evet,ozel sektor,3.0
13818,ilkokul,hayir,calismiyor,ortaokul,evet,diger,1.0
13819,lise,hayir,calismiyor,universite,emekli,calismiyor,5.0
13820,universite,evet,kamu,universite,evet,kamu,1.0
13821,lise,hayir,calismiyor,,,,
13822,egitimi yok,hayir,calismiyor,lise,evet,ozel sektor,4.0
13823,lise,emekli,calismiyor,lise,emekli,calismiyor,3.0
13824,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
13825,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
13826,ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,5.0
13827,lise,hayir,calismiyor,universite,evet,kamu,2.0
13828,lise,evet,diger,lise,emekli,calismiyor,1.0
13829,ilkokul,hayir,calismiyor,lise,evet,ozel sektor,1.0
13830,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
13831,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1.0
13832,,evet,kamu,,evet,kamu,2.0
13833,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
13834,lise,hayir,calismiyor,lise,emekli,calismiyor,1.0
13835,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,4.0
13836,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
13837,universite,evet,kamu,universite,evet,kamu,2.0
13838,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
13839,ilkokul,hayir,calismiyor,ilkokul,evet,kamu,4.0
13840,ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor,3.0
13841,ortaokul,hayir,calismiyor,universite,emekli,calismiyor,2.0
13842,ortaokul,hayir,calismiyor,lise,evet,diger,1.0
13843,universite,emekli,calismiyor,universite,evet,ozel sektor,0.0
13844,lise,emekli,calismiyor,lise,hayir,calismiyor,1.0
13845,lise,evet,kamu,universite,evet,kamu,2.0
13846,ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
13847,ilkokul,evet,diger,ilkokul,emekli,calismiyor,5.0
13848,universite,emekli,calismiyor,lise,evet,diger,1.0
13849,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
13850,egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor,11.0
13851,lise,hayir,calismiyor,universite,evet,kamu,2.0
13852,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
13853,ilkokul,hayir,calismiyor,ilkokul,evet,kamu,4.0
13854,ilkokul,hayir,calismiyor,,,,
13855,ilkokul,hayir,calismiyor,egitimi yok,emekli,calismiyor,3.0
13856,universite,hayir,calismiyor,ilkokul,emekli,calismiyor,1.0
13857,ortaokul,evet,ozel sektor,ortaokul,evet,ozel sektor,6.0
13858,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,4.0
13859,egitimi yok,emekli,calismiyor,egitimi yok,hayir,calismiyor,5.0
13860,ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
13861,lise,evet,ozel sektor,ortaokul,evet,diger,2.0
13862,lise,hayir,calismiyor,universite,evet,kamu,2.0
13863,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
13864,ilkokul,hayir,calismiyor,lise,,calismiyor,0.0
13865,ilkokul,hayir,calismiyor,lise,evet,ozel sektor,1.0
13866,ilkokul,hayir,calismiyor,universite,evet,kamu,2.0
13867,ilkokul,hayir,calismiyor,universite,evet,kamu,3.0
13868,ilkokul,hayir,calismiyor,ilkokul,evet,diger,5.0
13869,ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,3.0
13870,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,3.0
13871,ilkokul,emekli,calismiyor,lise,hayir,calismiyor,6.0
13872,lise,evet,ozel sektor,universite,evet,kamu,1.0
13873,universite,emekli,calismiyor,universite,evet,kamu,1.0
13874,universite,evet,kamu,universite,evet,kamu,1.0
13875,ilkokul,hayir,calismiyor,lise,evet,ozel sektor,1.0
13876,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
13877,egitimi yok,hayir,calismiyor,ilkokul,evet,diger,1.0
13878,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
13879,lise,hayir,calismiyor,lise,emekli,calismiyor,3.0
13880,ilkokul,hayir,calismiyor,ilkokul,evet,diger,1.0
13881,ilkokul,evet,ozel sektor,universite,emekli,calismiyor,1.0
13882,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,
13883,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4.0
13884,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,3.0
13885,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,0.0
13886,ilkokul,hayir,calismiyor,,,,
13887,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,4.0
13888,ilkokul,hayir,calismiyor,,,,
13889,ilkokul,hayir,calismiyor,ortaokul,evet,diger,2.0
13890,ilkokul,hayir,calismiyor,lise,evet,kamu,2.0
13891,ortaokul,hayir,calismiyor,ilkokul,evet,ozel sektor,4.0
13892,ilkokul,hayir,calismiyor,lise,evet,kamu,0.0
13893,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,6.0
13894,egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor,12.0
13895,egitimi yok,hayir,calismiyor,,,,
13896,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
13897,ilkokul,hayir,calismiyor,,,,
13898,universite,evet,ozel sektor,universite,emekli,calismiyor,2.0
13899,ilkokul,hayir,calismiyor,ilkokul,evet,kamu,2.0
13900,lise,hayir,calismiyor,,,,
13901,egitimi yok,hayir,calismiyor,,,,
13902,egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,
13903,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
13904,lise,hayir,calismiyor,universite,evet,kamu,2.0
13905,ilkokul,evet,ozel sektor,ortaokul,emekli,calismiyor,2.0
13906,universite,emekli,calismiyor,universite,emekli,calismiyor,0.0
13907,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
13908,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
13909,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,4.0
13910,lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
13911,ilkokul,hayir,calismiyor,universite,evet,kamu,3.0
13912,ilkokul,emekli,calismiyor,lise,emekli,calismiyor,3.0
13913,lise,hayir,calismiyor,universite,evet,kamu,2.0
13914,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,3.0
13915,lise,emekli,calismiyor,,evet,diger,0.0
13916,universite,evet,kamu,universite,evet,kamu,1.0
13917,lise,hayir,calismiyor,ortaokul,hayir,calismiyor,1.0
13918,ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,
13919,universite,emekli,calismiyor,universite,hayir,calismiyor,1.0
13920,egitimi yok,hayir,calismiyor,lise,emekli,calismiyor,4.0
13921,ilkokul,hayir,calismiyor,ilkokul,evet,diger,3.0
13922,ilkokul,evet,diger,lise,emekli,calismiyor,2.0
13923,ilkokul,hayir,calismiyor,lise,evet,diger,1.0
13924,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1.0
13925,ilkokul,hayir,calismiyor,ilkokul,evet,diger,3.0
13926,egitimi yok,hayir,calismiyor,ilkokul,evet,diger,4.0
13927,universite,evet,kamu,universite,evet,kamu,1.0
13928,universite,evet,kamu,,evet,kamu,2.0
13929,ilkokul,hayir,calismiyor,universite,evet,ozel sektor,2.0
13930,ilkokul,hayir,calismiyor,,,,
13931,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
13932,ilkokul,hayir,calismiyor,universite,hayir,calismiyor,4.0
13933,ilkokul,hayir,calismiyor,lise,evet,diger,3.0
13934,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2.0
13935,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
13936,ilkokul,evet,ozel sektor,ortaokul,emekli,calismiyor,3.0
13937,ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor,4.0
13938,lise,evet,diger,lise,evet,diger,2.0
13939,lise,hayir,calismiyor,lise,emekli,calismiyor,1.0
13940,lise,evet,ozel sektor,universite,evet,ozel sektor,2.0
13941,lise,hayir,calismiyor,,,,
13942,lise,hayir,calismiyor,lise,emekli,calismiyor,3.0
13943,ilkokul,hayir,calismiyor,ortaokul,evet,diger,2.0
13944,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
13945,universite,evet,kamu,lise,hayir,calismiyor,0.0
13946,ilkokul,evet,diger,ilkokul,hayir,calismiyor,1.0
13947,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,3.0
13948,lise,hayir,calismiyor,universite,evet,kamu,3.0
13949,lise,hayir,calismiyor,lise,evet,diger,2.0
13950,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,3.0
13951,lise,hayir,calismiyor,ortaokul,hayir,calismiyor,1.0
13952,ilkokul,emekli,calismiyor,ortaokul,hayir,calismiyor,4.0
13953,lise,evet,kamu,ortaokul,evet,ozel sektor,1.0
13954,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2.0
13955,ilkokul,hayir,calismiyor,universite,evet,kamu,1.0
13956,ilkokul,hayir,calismiyor,ilkokul,evet,diger,2.0
13957,egitimi yok,emekli,calismiyor,,,,
13958,egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor,4.0
13959,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2.0
13960,egitimi yok,hayir,calismiyor,,,,
13961,lise,hayir,calismiyor,,,,
13962,lise,hayir,calismiyor,universite,evet,kamu,1.0
13963,lise,hayir,calismiyor,lise,evet,ozel sektor,0.0
13964,ilkokul,hayir,calismiyor,,,,
13965,ortaokul,hayir,calismiyor,lise,hayir,calismiyor,2.0
13966,ilkokul,hayir,calismiyor,ortaokul,evet,diger,1.0
13967,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
13968,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4.0
13969,lise,hayir,calismiyor,lise,evet,ozel sektor,0.0
13970,universite,evet,kamu,universite,emekli,calismiyor,0.0
13971,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
13972,universite,evet,ozel sektor,universite,evet,ozel sektor,3.0
13973,ilkokul,emekli,ozel sektor,universite,evet,ozel sektor,2.0
13974,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,7.0
13975,ortaokul,evet,ozel sektor,lise,emekli,calismiyor,1.0
13976,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
13977,universite,emekli,calismiyor,universite,evet,kamu,2.0
13978,egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor,7.0
13979,lise,hayir,calismiyor,lise,evet,diger,2.0
13980,lise,hayir,calismiyor,lise,evet,diger,1.0
13981,lise,hayir,calismiyor,universite,evet,kamu,1.0
13982,ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,3.0
13983,lise,emekli,calismiyor,lise,emekli,calismiyor,1.0
13984,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
13985,ilkokul,hayir,calismiyor,egitimi yok,,calismiyor,2.0
13986,universite,evet,kamu,universite,evet,kamu,1.0
13987,lise,hayir,calismiyor,lise,evet,ozel sektor,1.0
13988,ilkokul,evet,diger,ilkokul,hayir,calismiyor,2.0
13989,universite,evet,kamu,universite,evet,kamu,0.0
13990,lise,hayir,calismiyor,universite,evet,kamu,2.0
13991,universite,evet,diger,ortaokul,emekli,calismiyor,1.0
13992,ortaokul,hayir,calismiyor,lise,evet,ozel sektor,1.0
13993,universite,hayir,calismiyor,universite,evet,ozel sektor,1.0
13994,lise,hayir,calismiyor,universite,evet,kamu,1.0
13995,ortaokul,hayir,calismiyor,ortaokul,evet,diger,5.0
13996,ilkokul,hayir,calismiyor,lise,evet,kamu,3.0
13997,lise,hayir,calismiyor,universite,hayir,calismiyor,0.0
13998,ortaokul,hayir,calismiyor,lise,evet,diger,5.0
13999,ilkokul,emekli,calismiyor,ilkokul,emekli,calismiyor,1.0
14000,ortaokul,hayir,calismiyor,universite,evet,ozel sektor,1.0
14001,ilkokul,hayir,calismiyor,universite,evet,kamu,4.0
14002,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
14003,universite,emekli,calismiyor,lise,emekli,calismiyor,1.0
14004,ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,1.0
14005,universite,emekli,calismiyor,universite,evet,kamu,2.0
14006,ilkokul,hayir,calismiyor,lise,evet,diger,2.0
14007,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,4.0
14008,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
14009,ilkokul,hayir,calismiyor,universite,emekli,calismiyor,2.0
14010,ilkokul,emekli,calismiyor,ortaokul,evet,ozel sektor,2.0
14011,ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,
14012,egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor,3.0
14013,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,4.0
14014,ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
14015,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,1.0
14016,ilkokul,hayir,calismiyor,lise,hayir,calismiyor,1.0
14017,lise,hayir,calismiyor,lise,emekli,calismiyor,1.0
14018,ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
14019,lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
14020,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2.0
14021,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2.0
14022,ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,2.0
14023,ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor,2.0
14024,universite,evet,kamu,lise,evet,diger,2.0
14025,universite,emekli,calismiyor,universite,evet,kamu,4.0
14026,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,8.0
14027,universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
14028,egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
14029,lise,hayir,calismiyor,lise,evet,ozel sektor,2.0
14030,lise,hayir,calismiyor,lise,evet,ozel sektor,1.0
14031,lise,hayir,calismiyor,lise,emekli,ozel sektor,1.0
14032,egitimi yok,hayir,calismiyor,egitimi yok,evet,ozel sektor,8.0
14033,lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
14034,egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,13.0
14035,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2.0
14036,lise,evet,ozel sektor,egitimi yok,,calismiyor,2.0
14037,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1.0
14038,ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
14039,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
14040,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,4.0
14041,egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
14042,ilkokul,hayir,calismiyor,lise,evet,kamu,4.0
14043,ilkokul,hayir,calismiyor,universite,emekli,calismiyor,3.0
14044,universite,hayir,calismiyor,lise,evet,ozel sektor,2.0
14045,ortaokul,hayir,calismiyor,ortaokul,,calismiyor,3.0
14046,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,7.0
14047,ilkokul,hayir,calismiyor,,,,
14048,ilkokul,hayir,calismiyor,egitimi yok,emekli,calismiyor,2.0
14049,ilkokul,hayir,calismiyor,lise,evet,kamu,2.0
14050,lise,emekli,calismiyor,,,,
14051,ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor,1.0
14052,ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,3.0
14053,ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
14054,ortaokul,hayir,calismiyor,lise,,calismiyor,1.0
14055,ilkokul,hayir,calismiyor,lise,evet,kamu,2.0
14056,ilkokul,hayir,calismiyor,,,,
14057,ilkokul,hayir,calismiyor,,,,
14058,ilkokul,evet,ozel sektor,ilkokul,emekli,calismiyor,1.0
14059,,evet,kamu,universite,evet,ozel sektor,1.0
14060,ilkokul,evet,ozel sektor,lise,evet,ozel sektor,2.0
14061,lise,hayir,calismiyor,universite,evet,kamu,
14062,ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
14063,ilkokul,hayir,calismiyor,universite,emekli,calismiyor,2.0
14064,ilkokul,hayir,calismiyor,lise,evet,kamu,1.0
14065,universite,evet,kamu,universite,evet,kamu,3.0
14066,ilkokul,hayir,calismiyor,egitimi yok,,calismiyor,3.0
14067,universite,emekli,calismiyor,universite,emekli,calismiyor,2.0
14068,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
14069,ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
14070,universite,emekli,calismiyor,,hayir,calismiyor,1.0
14071,ilkokul,hayir,calismiyor,lise,evet,kamu,2.0
14072,ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,1.0
14073,ilkokul,hayir,calismiyor,universite,evet,ozel sektor,1.0
14074,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
