index1,index2,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
4445,4445,100.0,1,1,kyk,500
4446,4446,100.0,1,1,kyk,500
4447,4447,100.0,1,1,kyk,500
4448,4448,100.0,1,1,kyk kredi,500
4449,4449,100.0,1,0,Null,Null
4450,4450,100.0,1,0,Null,Null
4451,4451,100.0,1,0,Null,Null
4452,4452,100.0,1,0,Null,Null
4453,4453,100.0,1,1,bilkent universitesi,500
4454,4454,100.0,1,1,devlet kurumu,500
4455,4455,100.0,1,0,Null,Null
4456,4456,100.0,1,1,kyk-burs,500
4457,4457,100.0,1,0,Null,Null
4458,4458,100.0,1,0,Null,Null
4459,4459,100.0,1,1,kyk'den geri odemeli burs,500
4460,4460,100.0,1,0,Null,Null
4461,4461,100.0,1,0,Null,Null
4462,4462,100.0,1,0,Null,Null
4463,4463,100.0,1,0,Null,Null
4464,4464,100.0,1,0,Null,Null
4465,4465,100.0,1,0,Null,Null
4466,4466,100.0,1,1,bakanlik,500
4467,4467,100.0,1,0,Null,Null
4468,4468,100.0,1,1,universitemden ve kyk'den burs aliyorum.,500
4469,4469,100.0,1,0,Null,Null
4470,4470,100.0,1,0,Null,Null
4471,4471,100.0,1,1,kredi ve yurtlar genel mudurlugu,500
4472,4472,100.0,1,0,Null,Null
4473,4473,100.0,1,0,Null,Null
4474,4474,100.0,1,1,tobb etu,500
4475,4475,100.0,1,0,Null,Null
4476,4476,100.0,1,0,Null,Null
4477,4477,100.0,1,1,kyk,500
4478,4478,100.0,1,0,Null,Null
4479,4479,100.0,1,1,kyk,500
4480,4480,100.0,1,1,kyk,500
4481,4481,100.0,1,0,Null,Null
4482,4482,100.0,1,1,Null,500
4483,4483,100.0,1,0,Null,Null
4484,4484,100.0,1,0,Null,Null
4485,4485,100.0,1,1,devlet,500
4486,4486,100.0,1,1,kyk,500
4487,4487,100.0,1,0,Null,Null
4488,4488,100.0,1,1,kyk,500
4489,4489,100.0,1,0,Null,Null
4490,4490,100.0,1,0,Null,Null
4491,4491,100.0,1,1,kyk,800
4492,4492,100.0,1,1,koc universitesi anadolu bursiyerligi programi kapsaminda 10 ay burs almaktayim.,500
4493,4493,100.0,1,0,Null,Null
4494,4494,100.0,1,0,Null,Null
4495,4495,100.0,1,0,Null,Null
4496,4496,100.0,1,0,Null,500
4497,4497,100.0,1,0,Null,800
4498,4498,100.0,1,0,Null,Null
4499,4499,100.0,1,0,Null,Null
4500,4500,100.0,1,0,Null,Null
4501,4501,100.0,1,0,Null,Null
4502,4502,100.0,1,1,kyk,500
4503,4503,100.0,1,1,kyk,500
4504,4504,100.0,1,0,Null,Null
4505,4505,100.0,1,0,Null,Null
4506,4506,100.0,1,1,tev,500
4507,4507,100.0,1,1,kyk,500
4508,4508,100.0,1,0,Null,Null
4509,4509,100.0,1,0,Null,Null
4510,4510,100.0,1,0,Null,Null
4511,4511,100.0,1,0,Null,Null
4512,4512,100.0,1,0,Null,Null
4513,4513,100.0,1,1,kyk,500
4514,4514,100.0,1,1,spor bakani,500
4515,4515,100.0,1,0,Null,Null
4516,4516,100.0,1,1,yks,500
4517,4517,100.0,1,1,kyk,500
4518,4518,100.0,1,0,Null,Null
4519,4519,100.0,1,0,Null,Null
4520,4520,100.0,1,0,Null,Null
4521,4521,100.0,1,1,kyk,500
4522,4522,100.0,1,1,kyk bursu aliyorum.,500
4523,4523,100.0,1,1,kyk,500
4524,4524,100.0,1,1,kyk,500
4525,4525,100.0,1,1,okul,500
4526,4526,100.0,1,0,Null,Null
4527,4527,100.0,1,1,kyk,500
4528,4528,100.0,1,1,kyk,500
4529,4529,100.0,1,0,Null,Null
4530,4530,100.0,1,0,Null,Null
4531,4531,100.0,1,0,Null,Null
4532,4532,100.0,1,0,Null,Null
4533,4533,100.0,1,0,Null,Null
4534,4534,100.0,1,0,Null,Null
4535,4535,100.0,1,0,Null,Null
4536,4536,100.0,1,1,kyk,500
4537,4537,100.0,1,1,meb,500
4538,4538,100.0,1,0,Null,Null
4539,4539,100.0,1,1,kyk,500
4540,4540,100.0,1,1,kyk bursu aliyorum,500
4541,4541,100.0,1,0,Null,Null
4542,4542,100.0,1,1,turkiye cumhuriyeti kredi ve yurtlar kurumu,Null
4543,4543,100.0,1,0,Null,Null
4544,4544,100.0,1,0,Null,Null
4545,4545,100.0,1,1,toplum gonulluleri vakfi mehmet zorlu vakfi,500
4546,4546,100.0,1,0,Null,500
4547,4547,100.0,1,1,kyk,Null
4548,4548,100.0,1,1,turk egitim vakfi,500
4549,4549,100.0,1,0,Null,Null
4550,4550,100.0,1,0,Null,Null
4551,4551,100.0,1,0,Null,Null
4552,4552,100.0,1,0,Null,Null
4553,4553,100.0,1,1,kyk,Null
4554,4554,100.0,1,1,ibb,Null
4555,4555,100.0,1,1,ihsan dogramaci bilkent universitesi,500
4556,4556,100.0,1,0,Null,Null
4557,4557,100.0,1,1,koc universitesi,500
4558,4558,100.0,1,0,Null,Null
4559,4559,100.0,1,1,istanbul buyuksehir belediyesi kyk atosev,500
4560,4560,100.0,1,0,Null,Null
4561,4561,100.0,1,0,Null,Null
4562,4562,100.0,1,1,kyk bursu cydd,500
4563,4563,100.0,1,1,kyk,500
4564,4564,100.0,1,0,Null,Null
4565,4565,100.0,1,0,Null,Null
4566,4566,100.0,1,0,Null,Null
4567,4567,100.0,1,0,Null,Null
4568,4568,100.0,1,1,devlet,500
4569,4569,100.0,1,1,kyk,500
4570,4570,100.0,1,0,Null,Null
4571,4571,100.0,1,0,Null,Null
4572,4572,100.0,1,0,Null,Null
4573,4573,100.0,1,1,kyk-burs,500
4574,4574,100.0,1,0,Null,Null
4575,4575,100.0,1,0,Null,Null
4576,4576,100.0,1,1,kyk geri odemeli burs.,500
4577,4577,100.0,1,0,Null,Null
4578,4578,100.0,1,1,kyk,500
4579,4579,100.0,1,1,kyk-burs,500
4580,4580,100.0,1,0,Null,Null
4581,4581,100.0,1,1,kyk,500
4582,4582,100.0,1,0,Null,Null
4583,4583,100.0,1,1,kyk,500
4584,4584,100.0,1,1,kyk,500
4585,4585,100.0,1,1,kredi ve yurtlar genel mudurlugu,500
4586,4586,100.0,1,0,Null,Null
4587,4587,100.0,1,1,kyk,500
4588,4588,100.0,1,0,Null,Null
4589,4589,100.0,1,1,kyk,500
4590,4590,100.0,1,0,Null,Null
4591,4591,100.0,1,1,universite,500
4592,4592,100.0,1,1,kyk,800
4593,4593,100.0,1,0,Null,Null
4594,4594,100.0,1,0,Null,Null
4595,4595,100.0,1,0,Null,Null
4596,4596,100.0,1,1,istanbul buyuksehir belediyesi,Null
4597,4597,100.0,1,0,Null,Null
4598,4598,100.0,1,1,karadeniz vakfi,Null
4599,4599,100.0,1,0,Null,Null
4600,4600,100.0,1,0,Null,Null
4601,4601,100.0,1,0,Null,Null
4602,4602,100.0,1,0,Null,Null
4603,4603,100.0,1,1,kyk,500
4604,4604,100.0,1,0,Null,Null
4605,4605,100.0,1,1,kyk,500
4606,4606,100.0,1,1,bornova anadolu lisesi egitim vakfi,800
4607,4607,100.0,1,0,Null,Null
4608,4608,100.0,1,0,Null,Null
4609,4609,100.0,1,0,Null,Null
4610,4610,100.0,1,0,Null,Null
4611,4611,100.0,1,1,kvk,500
4612,4612,100.0,1,1,kyk - geri odemeli,800
4613,4613,100.0,1,1,kredi yurtlar ve burslar kurumu,500
4614,4614,100.0,1,1,vehbi koc vakfi,500
4615,4615,100.0,1,0,Null,Null
4616,4616,100.0,1,0,Null,Null
4617,4617,100.0,1,1,kyk,500
4618,4618,100.0,1,0,Null,Null
4619,4619,100.0,1,0,Null,Null
4620,4620,100.0,1,1,vakiflar genel mu,Null
4621,4621,100.0,1,1,"tubitak, enka spor ve egitim sosyal yardim vakfi",500
4622,4622,100.0,1,0,Null,Null
4623,4623,100.0,1,0,Null,Null
4624,4624,100.0,1,1,kyk,500
4625,4625,100.0,1,0,Null,Null
4626,4626,100.0,1,1,kyk,500
4627,4627,100.0,1,0,Null,Null
4628,4628,100.0,1,1,istanbul kultur universitesi,Null
4629,4629,100.0,1,0,Null,Null
4630,4630,100.0,1,0,Null,Null
4631,4631,100.0,1,1,kyk,500
4632,4632,100.0,1,1,kyk,500
4633,4633,100.0,1,1,kyk,500
4634,4634,100.0,1,1,genclik ve spor bakanligi,800
4635,4635,100.0,1,0,Null,Null
4636,4636,100.0,1,1,kyk,500
4637,4637,100.0,1,0,Null,Null
4638,4638,100.0,1,1,devlet universitesi kyk bursu,500
4639,4639,100.0,1,1,tog ve kyk,500
4640,4640,100.0,1,0,Null,Null
4641,4641,100.0,1,1,toplum gon,Null
4642,4642,100.0,1,1,1-ozyegin universitesi egitimde firsat esitligi burs programi 2-kyk,500
4643,4643,100.0,1,1,camlica vakfi,800
4644,4644,100.0,1,1,koc universitesi anadolu bursiyerleri cep harcligi,500
4645,4645,100.0,1,0,Null,Null
4646,4646,100.0,1,1,kyk,800
4647,4647,100.0,1,0,Null,Null
4648,4648,100.0,1,0,Null,Null
4649,4649,100.0,1,1,Null,500
4650,4650,100.0,1,1,ytb,500
4651,4651,100.0,1,1,kyk,500
4652,4652,100.0,1,1,yuksekogrenim kredi ve yurtlar kurumu,500
4653,4653,100.0,1,0,Null,Null
4654,4654,100.0,1,1,yasar egitim ve kultur vakfi,800
4655,4655,100.0,1,0,Null,Null
4656,4656,100.0,1,1,genclik bakanligi,800
4657,4657,100.0,1,0,Null,Null
4658,4658,100.0,1,0,Null,Null
4659,4659,100.0,1,0,Null,Null
4660,4660,100.0,1,0,Null,Null
4661,4661,100.0,1,1,bilkent universitesi,500
4662,4662,100.0,1,0,Null,Null
4663,4663,100.0,1,1,hyr,500
4664,4664,100.0,1,1,kyk,500
4665,4665,100.0,1,1,Null,500
4666,4666,100.0,1,0,Null,Null
4667,4667,100.0,1,0,Null,Null
4668,4668,100.0,1,0,Null,Null
4669,4669,100.0,1,1,kyk,Null
4670,4670,100.0,1,1,koc universitesi anadolu bursiyerligi bursu kyk bursu,500
4671,4671,100.0,1,1,istanbul buyuksehir belediyesi,800
4672,4672,100.0,1,0,Null,Null
4673,4673,100.0,1,1,tev,500
4674,4674,100.0,1,0,Null,Null
4675,4675,100.0,1,0,Null,Null
4676,4676,100.0,1,1,kredi yurtlar kurumu (geri odemeli aliyorum),500
4677,4677,100.0,1,0,Null,Null
4678,4678,100.0,1,0,Null,Null
4679,4679,100.0,1,0,Null,500
4680,4680,100.0,1,1,kyk,500
4681,4681,100.0,1,0,Null,Null
4682,4682,100.0,1,1,Null,Null
4683,4683,100.0,1,0,Null,Null
4684,4684,100.0,1,0,Null,Null
4685,4685,100.0,1,1,kyk,500
4686,4686,100.0,1,0,Null,Null
4687,4687,100.0,1,1,kyk,500
4688,4688,100.0,1,0,Null,Null
4689,4689,100.0,1,1,kyk,500
4690,4690,100.0,1,0,Null,Null
4691,4691,100.0,1,0,Null,Null
4692,4692,100.0,1,1,kyk,500
4693,4693,100.0,1,1,"kyk ,",500
4694,4694,100.0,1,1,kyk,500
4695,4695,100.0,1,0,Null,Null
4696,4696,100.0,1,0,Null,Null
4697,4697,100.0,1,1,kyk geri odemeli kredi aliyorum,500
4698,4698,100.0,1,1,turkiye genclik ve egitime hizmet vakfi,800
4699,4699,100.0,1,0,Null,Null
4700,4700,100.0,1,0,Null,Null
4701,4701,100.0,1,0,Null,Null
4702,4702,100.0,1,0,Null,Null
4703,4703,100.0,1,0,Null,800
4704,4704,100.0,1,1,kyk bursu(geri odemesiz),500
4705,4705,100.0,1,0,Null,Null
4706,4706,100.0,1,0,Null,Null
4707,4707,100.0,1,0,Null,Null
4708,4708,100.0,1,0,Null,Null
4709,4709,100.0,1,1,kyk,500
4710,4710,100.0,1,0,Null,Null
4711,4711,100.0,1,0,Null,Null
4712,4712,100.0,1,0,Null,Null
4713,4713,100.0,1,0,Null,Null
4714,4714,100.0,1,0,Null,Null
4715,4715,100.0,1,1,kyk,500
4716,4716,100.0,1,1,yuksekogrenim kredi ve yurtlar kurumu,500
4717,4717,100.0,1,1,kyk ve toplum gonulluleri vakfi,500
4718,4718,100.0,1,0,Null,Null
4719,4719,100.0,1,1,kyk,500
4720,4720,100.0,1,0,Null,Null
4721,4721,100.0,1,0,Null,Null
4722,4722,100.0,1,1,kyk,500
4723,4723,100.0,1,0,Null,Null
4724,4724,100.0,1,1,kyk koc universitesi,500
4725,4725,100.0,1,0,Null,Null
4726,4726,100.0,1,1,koc universitesi kudeb bursu,500
4727,4727,100.0,1,0,Null,Null
4728,4728,100.0,1,0,Null,Null
4729,4729,100.0,1,0,Null,Null
4730,4730,100.0,1,1,"tubitak 2205, kyk bursu ve ibb genc universiteli",500
4731,4731,100.0,1,0,Null,Null
4732,4732,100.0,1,1,kyk,500
4733,4733,100.0,1,1,kyk bursu aliyorum.,500
4734,4734,100.0,1,0,Null,Null
4735,4735,100.0,1,0,Null,Null
4736,4736,100.0,1,0,Null,Null
4737,4737,100.0,1,0,Null,500
4738,4738,100.0,1,1,"kyk bursu, koc kudeb bursu",500
4739,4739,100.0,1,0,Null,Null
4740,4740,100.0,1,1,kyk,500
4741,4741,100.0,1,1,turk egitim vakfi,500
4742,4742,100.0,1,0,Null,Null
4743,4743,100.0,1,1,istanbul belediyes,Null
4744,4744,100.0,1,1,ozyegin universitesi egitimde firsat esitligi burs programi,500
4745,4745,100.0,1,1,istanbul buyuksehir belediyesi,800
4746,4746,100.0,1,0,Null,Null
4747,4747,100.0,1,0,Null,Null
4748,4748,100.0,1,1,kyk,500
4749,4749,100.0,1,1,devlet,500
4750,4750,100.0,1,0,Null,Null
4751,4751,100.0,1,1,kyk,500
4752,4752,100.0,1,1,kyk-burs,500
4753,4753,100.0,1,1,kyk,500
4754,4754,100.0,1,1,universitemden (tobb etu),Null
4755,4755,100.0,1,0,Null,Null
4756,4756,100.0,1,0,Null,Null
4757,4757,100.0,1,0,Null,Null
4758,4758,100.0,1,0,Null,Null
4759,4759,100.0,1,1,kyk,500
4760,4760,100.0,1,1,kyk,500
4761,4761,100.0,1,1,kredi ogrenim (kyk),500
4762,4762,100.0,1,1,turkiye teknoloji takimi,500
4763,4763,100.0,1,1,kyk,500
4764,4764,100.0,1,0,Null,Null
4765,4765,100.0,1,1,tobb etu is dunyasi,500
4766,4766,100.0,1,0,Null,Null
4767,4767,100.0,1,1,tog,800
4768,4768,100.0,1,1,kyk,Null
4769,4769,100.0,1,1,tobb ekonomi ve teknoloji universitesi,500
4770,4770,100.0,1,0,Null,Null
4771,4771,100.0,1,0,Null,Null
4772,4772,100.0,1,1,kyk,500
4773,4773,100.0,1,0,Null,Null
4774,4774,100.0,1,1,kyk,500
4775,4775,100.0,1,0,Null,Null
4776,4776,100.0,1,0,Null,Null
4777,4777,100.0,1,1,atlas saglik ve egitim vakfi,500
4778,4778,100.0,1,1,ozel sektor,800
4779,4779,100.0,1,1,kyk,500
4780,4780,100.0,1,0,Null,Null
4781,4781,100.0,1,0,Null,Null
4782,4782,100.0,1,0,Null,500
4783,4783,100.0,1,1,kredi ve yurtlar genel mudurlugu (kyk),500
4784,4784,100.0,1,1,cagdas yasami destekleme dernegi,800
4785,4785,100.0,1,1,kyk,500
4786,4786,100.0,1,0,Null,Null
4787,4787,100.0,1,1,kyk,500
4788,4788,100.0,1,1,kyk,500
4789,4789,100.0,1,1,kyk,500
4790,4790,100.0,1,1,kyk,500
4791,4791,100.0,1,1,kyk,500
4792,4792,100.0,1,1,tobb etu,500
4793,4793,100.0,1,1,kyk,500
4794,4794,100.0,1,1,kyk,500
4795,4795,100.0,1,1,universite den su urunleri bolum bursu,500
4796,4796,100.0,1,0,Null,Null
4797,4797,100.0,1,0,Null,Null
4798,4798,100.0,1,0,Null,Null
4799,4799,100.0,1,0,Null,Null
4800,4800,100.0,1,1,kyk,500
4801,4801,100.0,1,0,Null,Null
4802,4802,100.0,1,1,kyk- 650 tl koc universitesi cep harcligi- 850 tl,500
4803,4803,100.0,1,1,kyk,500
4804,4804,100.0,1,0,Null,Null
4805,4805,100.0,1,1,tubita,500
4806,4806,100.0,1,1,kyk,500
4807,4807,100.0,1,0,Null,Null
4808,4808,100.0,1,0,Null,Null
4809,4809,100.0,1,0,Null,Null
4810,4810,100.0,1,1,kyk,500
4811,4811,100.0,1,0,Null,Null
4812,4812,100.0,1,0,Null,Null
4813,4813,100.0,1,0,Null,Null
4814,4814,100.0,1,0,Null,Null
4815,4815,100.0,1,0,Null,Null
4816,4816,100.0,1,0,Null,Null
4817,4817,100.0,1,1,bu seneki fellowlarindan biri oldugum yenibirlider dernegi'nden donem sonuna kadar burs aliyorum.,500
4818,4818,100.0,1,1,koc universitesi destek egitim bursu,500
4819,4819,100.0,1,1,kyk basbakanlik bursu,800
4820,4820,100.0,1,0,Null,Null
4821,4821,100.0,1,0,Null,Null
4822,4822,100.0,1,1,kyk,500
4823,4823,100.0,1,1,yenibirlider dernegi,500
4824,4824,100.0,1,0,Null,Null
4825,4825,100.0,1,0,Null,Null
4826,4826,100.0,1,1,turing turing ve otomobil kurumu,500
4827,4827,100.0,1,0,Null,Null
4828,4828,100.0,1,0,Null,Null
4829,4829,100.0,1,0,Null,Null
4830,4830,100.0,1,0,Null,Null
4831,4831,100.0,1,1,kyk,500
4832,4832,100.0,1,1,kyk,500
4833,4833,100.0,1,1,ozyegin,500
4834,4834,100.0,1,0,Null,Null
4835,4835,100.0,1,0,Null,Null
4836,4836,100.0,1,0,Null,Null
4837,4837,100.0,1,1,kyk,Null
4838,4838,100.0,1,0,Null,Null
4839,4839,100.0,1,0,Null,Null
4840,4840,100.0,1,1,ozyegin universitesi firsat egitligi burs programi kapsaminda nakit yardimi aliyorum.,500
4841,4841,100.0,1,1,kyk ve anadolu bursiyerligi bursum var,500
4842,4842,100.0,1,0,Null,Null
4843,4843,100.0,1,0,Null,Null
4844,4844,100.0,1,0,Null,Null
4845,4845,100.0,1,0,Null,Null
4846,4846,100.0,1,0,Null,Null
4847,4847,100.0,1,0,Null,Null
4848,4848,100.0,1,1,kyk- kredi ve yurtlarlar genel mudurlugu,500
4849,4849,100.0,1,0,Null,Null
4850,4850,100.0,1,1,ozyegin universitesi. egitimde firsat esitligi burs programi kapsaminda burs aliyorum.,500
4851,4851,100.0,1,1,yucel kultur vakfi,800
4852,4852,100.0,1,1,tekfen vakfi,500
4853,4853,100.0,1,1,bilkent universitesi,500
4854,4854,100.0,1,0,Null,Null
4855,4855,100.0,1,1,tog & trendyol intern programi,Null
4856,4856,100.0,1,0,Null,Null
4857,4857,100.0,1,1,kredi ve yurtlar ku,800
4858,4858,100.0,1,1,kyk ilk yuz bursu,500
4859,4859,100.0,1,1,kyk,500
4860,4860,100.0,1,1,kyk,500
4861,4861,100.0,1,0,Null,Null
4862,4862,100.0,1,1,kyk,500
4863,4863,100.0,1,1,tubitak,500
4864,4864,100.0,1,0,Null,Null
4865,4865,100.0,1,0,Null,Null
4866,4866,100.0,1,1,kyk,500
4867,4867,100.0,1,0,Null,Null
4868,4868,100.0,1,0,Null,Null
4869,4869,100.0,1,1,kyk kredisi aliyorum.,500
4870,4870,100.0,1,0,Null,Null
4871,4871,100.0,1,1,enka spor egitim ve sosyal yardim vakfi,800
4872,4872,100.0,1,0,Null,Null
4873,4873,100.0,1,0,Null,Null
4874,4874,100.0,1,1,koc universitesi anadolu bursiyerligi,500
4875,4875,100.0,1,1,tobb ekonomi ve teknoloji universitesi,800
4876,4876,100.0,1,0,Null,Null
4877,4877,100.0,1,0,Null,Null
4878,4878,100.0,1,0,Null,Null
4879,4879,100.0,1,1,devlet,500
4880,4880,100.0,1,1,kyk,500
4881,4881,100.0,1,1,devlet,500
4882,4882,100.0,1,0,Null,Null
4883,4883,100.0,1,1,kyk,500
4884,4884,100.0,1,0,Null,Null
4885,4885,100.0,1,0,Null,Null
4886,4886,100.0,1,0,Null,Null
4887,4887,100.0,1,1,kredi ve yurtlar genel mudurlugu,800
4888,4888,100.0,1,0,Null,Null
4889,4889,100.0,1,0,Null,Null
4890,4890,100.0,1,1,kyk,500
4891,4891,100.0,1,0,Null,Null
4892,4892,100.0,1,1,t.c. genclik ve spor bakanligi,500
4893,4893,100.0,1,1,ozyegin universitesi,500
4894,4894,100.0,1,0,Null,Null
4895,4895,100.0,1,0,Null,Null
4896,4896,100.0,1,0,Null,Null
4897,4897,100.0,1,0,Null,Null
4898,4898,100.0,1,1,kyk,500
4899,4899,100.0,1,1,kyk bursu aliyorum,500
4900,4900,100.0,1,1,tekfen holding,500
4901,4901,100.0,1,1,kyk,500
4902,4902,100.0,1,1,kyk,500
4903,4903,100.0,1,1,kyk bursu aliyorum ancak bu donem sonlandi. bunun haricinde bir bir hayirsever tarafindan cuzi bir rakami olan burs aliyorum.,800
4904,4904,100.0,1,0,Null,Null
4905,4905,100.0,1,0,Null,Null
4906,4906,100.0,1,0,Null,Null
4907,4907,100.0,1,1,ibb,800
4908,4908,100.0,1,1,sehit cocuklari icin burs,500
4909,4909,100.0,1,1,kyk,500
4910,4910,100.0,1,0,Null,Null
4911,4911,100.0,1,0,Null,Null
4912,4912,100.0,1,1,kyk,500
4913,4913,100.0,1,0,Null,Null
4914,4914,100.0,1,0,Null,Null
4915,4915,100.0,1,0,Null,Null
4916,4916,100.0,1,0,Null,Null
4917,4917,100.0,1,1,kyk,500
4918,4918,100.0,1,0,Null,Null
4919,4919,100.0,1,0,Null,Null
4920,4920,100.0,1,1,ozyegin universitesi,500
4921,4921,100.0,1,0,Null,Null
4922,4922,100.0,1,0,Null,Null
4923,4923,100.0,1,1,cumhurbaskanligi ilk 100 bursu,500
4924,4924,100.0,1,1,genclik ve spor bakanligi,500
4925,4925,100.0,1,1,kyk,500
4926,4926,100.0,1,0,Null,Null
4927,4927,100.0,1,1,tubitak,500
4928,4928,100.0,1,1,bilkent universitesi,500
4929,4929,100.0,1,0,Null,Null
4930,4930,100.0,1,1,kyk,500
4931,4931,100.0,1,0,Null,Null
4932,4932,100.0,1,0,Null,Null
4933,4933,100.0,1,0,Null,Null
4934,4934,100.0,1,1,ozyegin universitesi,500
4935,4935,100.0,1,0,Null,Null
4936,4936,100.0,1,1,kyk,500
4937,4937,100.0,1,0,Null,Null
4938,4938,100.0,1,0,Null,Null
4939,4939,100.0,1,0,Null,Null
4940,4940,100.0,1,1,kyk,500
4941,4941,100.0,1,0,Null,Null
4942,4942,100.0,1,1,kyk,500
4943,4943,100.0,1,1,kyk,500
4944,4944,100.0,1,0,Null,Null
4945,4945,100.0,1,0,Null,Null
4946,4946,100.0,1,1,"bilkent universitesi, universite sinavinda ilk 10.000 icerisinde yer alan ve bolumunu tam burslu kazanan ogrencilerini kapsamli burs kategorisine yerlestirmekte.",500
4947,4947,100.0,1,1,kyk,500
4948,4948,100.0,1,0,Null,Null
4949,4949,100.0,1,1,kyk,500
4950,4950,100.0,1,0,Null,Null
4951,4951,100.0,1,0,Null,Null
4952,4952,100.0,1,0,Null,Null
4953,4953,100.0,1,0,Null,Null
4954,4954,100.0,1,0,Null,Null
4955,4955,100.0,1,0,Null,Null
4956,4956,100.0,1,1,kyk,Null
4957,4957,100.0,1,0,Null,Null
4958,4958,100.0,1,0,Null,Null
4959,4959,100.0,1,0,Null,Null
4960,4960,100.0,1,0,Null,Null
4961,4961,100.0,1,0,Null,Null
4962,4962,100.0,1,1,turk egitim vakfi kahev vakfi kyk,500
4963,4963,100.0,1,0,Null,Null
4964,4964,100.0,1,1,kyk,500
4965,4965,100.0,1,0,Null,Null
4966,4966,100.0,1,1,kyk,500
4967,4967,100.0,1,1,tobb ekonomi ve teknoloji univesitesi,500
4968,4968,100.0,1,1,kyk,500
4969,4969,100.0,1,0,Null,Null
4970,4970,100.0,1,1,turk universiteli kadinlar dernegi,Null
4971,4971,100.0,1,1,kyk bursu almaktayim.,500
4972,4972,100.0,1,1,istek bursu,500
4973,4973,100.0,1,0,Null,Null
4974,4974,100.0,1,1,kyk ve okulum,500
4975,4975,100.0,1,0,Null,Null
4976,4976,100.0,1,0,Null,500
4977,4977,100.0,1,1,istanbul biyuksehir belediyesi,800
4978,4978,100.0,1,1,koc universitesi,500
4979,4979,100.0,1,0,Null,Null
4980,4980,100.0,1,0,Null,Null
4981,4981,100.0,1,1,kyk,500
4982,4982,100.0,1,0,Null,Null
4983,4983,100.0,1,0,Null,Null
4984,4984,100.0,1,0,Null,Null
4985,4985,100.0,1,0,Null,Null
4986,4986,100.0,1,1,kyk,500
4987,4987,100.0,1,1,kyk,500
4988,4988,100.0,1,0,Null,Null
4989,4989,100.0,1,0,Null,Null
4990,4990,100.0,1,0,Null,Null
4991,4991,100.0,1,0,Null,Null
4992,4992,100.0,1,1,kyk,500
4993,4993,100.0,1,1,kyk ogrenim bursu,500
4994,4994,100.0,1,1,kredi ve yurtlar genel mudurlugu,500
4995,4995,100.0,1,1,kyk,500
4996,4996,100.0,1,1,devlet ziraat bankasi geri odemeli ogrenim kredisi,500
4997,4997,100.0,1,1,kyk,500
4998,4998,100.0,1,1,kyk,500
4999,4999,100.0,1,0,Null,Null
5000,5000,100.0,1,0,Null,Null
5001,5001,100.0,1,1,ozyegin universitesi,500
5002,5002,100.0,1,1,turkiye turing ve otomobil kurumu,800
5003,5003,100.0,1,0,Null,Null
5004,5004,100.0,1,1,kredi ve yurtlar kurumunda,500
5005,5005,100.0,1,0,Null,Null
5006,5006,100.0,1,0,Null,Null
5007,5007,100.0,1,0,Null,Null
5008,5008,100.0,1,1,kyk,500
5009,5009,100.0,1,0,Null,Null
5010,5010,100.0,1,0,Null,Null
5011,5011,100.0,1,1,kyk,500
5012,5012,100.0,1,0,Null,Null
5013,5013,100.0,1,0,Null,Null
5014,5014,100.0,1,1,koc universitesi,500
5015,5015,100.0,1,0,Null,Null
5016,5016,100.0,1,1,ihsan dogramaci bilkent universitesi,500
5017,5017,100.0,1,1,ankara fen liseliler vakfi,500
5018,5018,100.0,1,0,Null,Null
5019,5019,100.0,1,1,kyk,500
5020,5020,100.0,1,1,anadolu vakfi ve kyk,500
5021,5021,100.0,1,1,kyk,500
5022,5022,100.0,1,0,Null,Null
5023,5023,100.0,1,0,Null,Null
5024,5024,100.0,1,0,Null,Null
5025,5025,100.0,1,1,kyk,500
5026,5026,100.0,1,0,Null,Null
5027,5027,100.0,1,1,istanbul sanayi odasi vakfi,500
5028,5028,100.0,1,0,Null,Null
5029,5029,100.0,1,0,Null,Null
5030,5030,100.0,1,0,Null,Null
5031,5031,100.0,1,0,Null,Null
5032,5032,100.0,1,0,Null,Null
5033,5033,100.0,1,1,cagdas yasami destekleme dernegi,Null
5034,5034,100.0,1,0,Null,Null
5035,5035,100.0,1,1,kyk-geri odemeli burs,500
5036,5036,100.0,1,1,turk egitim vakfi,500
5037,5037,100.0,1,0,Null,Null
5038,5038,100.0,1,0,Null,Null
5039,5039,100.0,1,1,ozyegin universitesi ilk bin bursu,500
5040,5040,100.0,1,1,kyk ve koc,500
5041,5041,100.0,1,0,Null,Null
5042,5042,100.0,1,1,kyk'dan ve koc anadolu bursiyerligi programindan aliyorum. ayrica burs yuzdem ile ilgili ekleme yapmak istiyorum. anadolu bursiyeriyim 2409. oldum ancak 22.soruda tam bursu isaretledim.,500
5043,5043,100.0,1,0,Null,Null
5044,5044,100.0,1,1,"turkiye teknoloji takimi'nin suregelen bir yillik programindayim, sene sonuna dogru bitiyor. koc universitesi'nde covid-19 surecinde c arastirmaci stajyer programi olarak acilan programda, bio-integrated microdevices labinda yaptigim calismalardan dolayi burs aliyorum. temmuz'da bitiyor.",500
5045,5045,100.0,1,1,devlet,500
5046,5046,100.0,1,0,Null,Null
5047,5047,100.0,1,0,Null,Null
