Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
ortaokul,,,lise,,ozel sektor,2.0
universite,,,yuksek lisans,,,2.0
ilkokul,,,ilkokul,,diger,2.0
ilkokul,,,ilkokul,,ozel sektor,2.0
ilkokul,,,ilkokul,,,3.0
ortaokul,,,ilkokul,,diger,2.0
egitimi yok,,,egitimi yok,,,4.0
universite,,kamu,universite,,ozel sektor,1.0
yuksek lisans,,kamu,yuksek lisans,,kamu,1.0
ilkokul,,,ortaokul,,diger,3.0
lise,,,universite,,ozel sektor,2.0
egitimi yok,,,ilkokul,,,2.0
lise,,,universite,,,1.0
ilkokul,,,ilkokul,,ozel sektor,1.0
lise,,,universite,,kamu,1.0
universite,,kamu,universite,,kamu,1.0
universite,,,universite,,,0.0
lise,,,lise,,ozel sektor,0.0
lise,,,universite,,kamu,1.0
lise,,,universite,,kamu,3.0
lise,,ozel sektor,yuksek lisans,,,3.0
ilkokul,,,ilkokul,,,2.0
universite,,,lise,,,3.0
ortaokul,,ozel sektor,lise,,ozel sektor,1.0
lise,,,universite,,kamu,1.0
ortaokul,,ozel sektor,ortaokul,,,1.0
ilkokul,,,ilkokul,,,
ilkokul,,,ortaokul,,,5.0
ilkokul,,,universite,,kamu,1.0
ilkokul,,,ortaokul,,diger,2.0
ilkokul,,,ilkokul,,ozel sektor,3.0
lise,,ozel sektor,universite,,,0.0
ilkokul,,,ilkokul,,ozel sektor,2.0
lise,,diger,lise,,diger,2.0
ortaokul,,,ortaokul,,,2.0
lise,,ozel sektor,lise,,,
ilkokul,,,ilkokul,,,4.0
doktora,,,universite,,ozel sektor,1.0
ilkokul,,,lise,,,2.0
ortaokul,,,ortaokul,,,2.0
universite,,kamu,lise,,ozel sektor,1.0
lise,,,ortaokul,,kamu,1.0
ilkokul,,,universite,,kamu,4.0
ortaokul,,,lise,,ozel sektor,3.0
egitimi yok,,,ilkokul,,,3.0
ilkokul,,,ilkokul,,,1.0
lise,,,lise,,ozel sektor,1.0
ilkokul,,,ortaokul,,,0.0
ilkokul,,,ilkokul,,ozel sektor,3.0
universite,,,ortaokul,,,1.0
ilkokul,,diger,ilkokul,,,4.0
ilkokul,,,lise,,,3.0
universite,,kamu,yuksek lisans,,kamu,2.0
lise,,,universite,,kamu,1.0
ortaokul,,,universite,,ozel sektor,3.0
ortaokul,,,ilkokul,,ozel sektor,3.0
universite,,kamu,universite,,kamu,2.0
ilkokul,,,lise,,,3.0
lise,,ozel sektor,lise,,ozel sektor,2.0
lise,,,universite,,diger,2.0
ilkokul,,,ortaokul,,,5.0
universite,,,lise,,ozel sektor,1.0
lise,,kamu,lise,,,1.0
lise,,,yuksek lisans,,ozel sektor,2.0
ortaokul,,,ortaokul,,ozel sektor,2.0
ilkokul,,ozel sektor,lise,,ozel sektor,1.0
egitimi yok,,,ilkokul,,,2.0
lise,,,lise,,,0.0
ilkokul,,,lise,,ozel sektor,2.0
yuksek lisans,,kamu,yuksek lisans,,ozel sektor,2.0
universite,,kamu,universite,,ozel sektor,1.0
egitimi yok,,,ilkokul,,,3.0
egitimi yok,,,egitimi yok,,diger,0.0
universite,,,universite,,kamu,2.0
yuksek lisans,,kamu,universite,,,2.0
egitimi yok,,,ilkokul,,,4.0
universite,,kamu,egitimi yok,,,1.0
lise,,,universite,,,1.0
lise,,,universite,,ozel sektor,1.0
ilkokul,,,universite,,ozel sektor,3.0
lise,,,ilkokul,,,2.0
universite,,,universite,,diger,2.0
ilkokul,,,ilkokul,,,4.0
lise,,,universite,,kamu,1.0
ilkokul,,,universite,,kamu,1.0
egitimi yok,,diger,egitimi yok,,,0.0
ilkokul,,,ortaokul,,ozel sektor,2.0
lise,,,universite,,,1.0
ilkokul,,,ilkokul,,,3.0
ilkokul,,ozel sektor,ilkokul,,,1.0
lise,,,universite,,,3.0
ilkokul,,,lise,,diger,1.0
lise,,,universite,,kamu,2.0
ilkokul,,ozel sektor,ilkokul,,,1.0
lise,,,lise,,diger,4.0
lise,,,ilkokul,,,2.0
ilkokul,,,ilkokul,,ozel sektor,1.0
ilkokul,,,ortaokul,,,4.0
ilkokul,,,ortaokul,,,3.0
ilkokul,,,ilkokul,,ozel sektor,1.0
ilkokul,,,ilkokul,,diger,2.0
lise,,,universite,,,0.0
ilkokul,,,ortaokul,,ozel sektor,2.0
lise,,ozel sektor,universite,,,1.0
lise,,,lise,,ozel sektor,1.0
universite,,ozel sektor,universite,,kamu,2.0
ortaokul,,,universite,,,1.0
ilkokul,,,ilkokul,,,3.0
ilkokul,,,universite,,kamu,2.0
ilkokul,,,ortaokul,,diger,3.0
ilkokul,,,lise,,,1.0
ilkokul,,,ortaokul,,,3.0
lise,,ozel sektor,lise,,ozel sektor,1.0
lise,,,universite,,kamu,2.0
ilkokul,,,ilkokul,,kamu,2.0
egitimi yok,,,egitimi yok,,,0.0
ilkokul,,ozel sektor,egitimi yok,,,1.0
universite,,,universite,,kamu,1.0
lise,,,universite,,ozel sektor,0.0
yuksek lisans,,kamu,doktora,,ozel sektor,2.0
universite,,kamu,universite,,kamu,1.0
ilkokul,,,ortaokul,,diger,1.0
egitimi yok,,,lise,,,4.0
lise,,ozel sektor,lise,,ozel sektor,1.0
yuksek lisans,,kamu,doktora,,ozel sektor,2.0
universite,,diger,ilkokul,,,2.0
lise,,,universite,,kamu,1.0
lise,,,lise,,ozel sektor,0.0
ilkokul,,,ilkokul,,,1.0
egitimi yok,,,universite,,kamu,3.0
universite,,kamu,universite,,,1.0
ilkokul,,,lise,,,2.0
ilkokul,,,lise,,,2.0
egitimi yok,,,ilkokul,,,0.0
ilkokul,,,lise,,,2.0
universite,,ozel sektor,universite,,,1.0
universite,,kamu,universite,,kamu,1.0
universite,,kamu,universite,,,1.0
universite,,kamu,universite,,ozel sektor,3.0
universite,,,lise,,ozel sektor,2.0
lise,,,lise,,ozel sektor,1.0
ilkokul,,,lise,,,2.0
yuksek lisans,,kamu,doktora,,kamu,1.0
universite,,,ortaokul,,ozel sektor,2.0
ilkokul,,ozel sektor,ilkokul,,,2.0
ortaokul,,,ortaokul,,,1.0
ilkokul,,,universite,,kamu,1.0
lise,,,lise,,kamu,2.0
universite,,kamu,universite,,kamu,2.0
ilkokul,,ozel sektor,universite,,,0.0
ilkokul,,,ilkokul,,kamu,2.0
ilkokul,,,lise,,diger,2.0
universite,,,lise,,,2.0
ortaokul,,,ilkokul,,kamu,2.0
egitimi yok,,,egitimi yok,,,0.0
lise,,ozel sektor,universite,,kamu,1.0
universite,,,universite,,ozel sektor,2.0
ilkokul,,,ilkokul,,,3.0
ilkokul,,diger,ilkokul,,diger,2.0
lise,,,ortaokul,,ozel sektor,1.0
lise,,,lise,,,1.0
ilkokul,,,universite,,,1.0
universite,,kamu,lise,,ozel sektor,1.0
lise,,,lise,,ozel sektor,3.0
universite,,kamu,universite,,kamu,0.0
universite,,,lise,,ozel sektor,1.0
lise,,,universite,,diger,5.0
ilkokul,,diger,lise,,diger,1.0
lise,,,lise,,,0.0
lise,,ozel sektor,lise,,ozel sektor,0.0
egitimi yok,,,egitimi yok,,,2.0
ortaokul,,,lise,,diger,5.0
ortaokul,,,lise,,,2.0
ortaokul,,,ortaokul,,,2.0
universite,,kamu,ilkokul,,ozel sektor,1.0
ilkokul,,,lise,,,2.0
universite,,,universite,,,0.0
lise,,ozel sektor,ortaokul,,ozel sektor,0.0
ilkokul,,,ilkokul,,,3.0
ilkokul,,,lise,,,1.0
universite,,kamu,yuksek lisans,,kamu,0.0
universite,,,universite,,kamu,1.0
ortaokul,,,lise,,ozel sektor,0.0
universite,,,doktora,,,0.0
ilkokul,,,lise,,,2.0
lise,,,universite,,ozel sektor,3.0
ilkokul,,ozel sektor,ilkokul,,,0.0
lise,,,lise,,,1.0
ilkokul,,,universite,,kamu,1.0
ilkokul,,,lise,,diger,1.0
lise,,diger,lise,,,2.0
lise,,,lise,,,1.0
universite,,,universite,,ozel sektor,2.0
yuksek lisans,,ozel sektor,yuksek lisans,,ozel sektor,1.0
egitimi yok,,,egitimi yok,,,0.0
ortaokul,,,universite,,,3.0
ilkokul,,,universite,,,2.0
lise,,diger,ortaokul,,diger,2.0
lise,,,lise,,,1.0
ilkokul,,,ortaokul,,,1.0
egitimi yok,,,lise,,diger,0.0
universite,,,universite,,ozel sektor,2.0
lise,,,universite,,,1.0
lise,,,lise,,,0.0
ilkokul,,,universite,,,2.0
yuksek lisans,,ozel sektor,universite,,diger,1.0
ilkokul,,,ortaokul,,diger,1.0
lise,,,universite,,,1.0
lise,,,lise,,,1.0
ortaokul,,,lise,,ozel sektor,1.0
universite,,,universite,,ozel sektor,1.0
lise,,,universite,,kamu,2.0
ilkokul,,,universite,,kamu,2.0
lise,,kamu,universite,,kamu,2.0
universite,,ozel sektor,doktora,,,2.0
universite,,diger,universite,,,1.0
lise,,,lise,,,1.0
ortaokul,,,ilkokul,,diger,1.0
ortaokul,,ozel sektor,lise,,,2.0
universite,,,universite,,ozel sektor,2.0
universite,,,yuksek lisans,,kamu,3.0
ilkokul,,,ilkokul,,ozel sektor,3.0
ilkokul,,,ilkokul,,,3.0
universite,,,lise,,ozel sektor,1.0
ilkokul,,ozel sektor,ortaokul,,ozel sektor,3.0
universite,,kamu,universite,,ozel sektor,1.0
lise,,,doktora,,kamu,3.0
ortaokul,,,universite,,ozel sektor,3.0
egitimi yok,,,ilkokul,,ozel sektor,0.0
lise,,,yuksek lisans,,,3.0
lise,,diger,lise,,diger,1.0
lise,,,universite,,kamu,3.0
lise,,,universite,,ozel sektor,2.0
lise,,ozel sektor,lise,,ozel sektor,0.0
ilkokul,,,ilkokul,,ozel sektor,4.0
universite,,ozel sektor,universite,,ozel sektor,2.0
ilkokul,,,ortaokul,,diger,2.0
ilkokul,,,ortaokul,,ozel sektor,1.0
ortaokul,,diger,lise,,diger,1.0
ilkokul,,,ilkokul,,,0.0
lise,,ozel sektor,lise,,,3.0
ilkokul,,,ilkokul,,ozel sektor,1.0
ortaokul,,,universite,,kamu,3.0
ilkokul,,,lise,,,2.0
universite,,kamu,universite,,kamu,2.0
ortaokul,,,ortaokul,,diger,2.0
ilkokul,,,ortaokul,,diger,3.0
ilkokul,,,universite,,kamu,1.0
lise,,ozel sektor,universite,,ozel sektor,1.0
lise,,,lise,,ozel sektor,2.0
lise,,ozel sektor,ortaokul,,ozel sektor,0.0
ilkokul,,,ilkokul,,ozel sektor,0.0
ilkokul,,,ilkokul,,,1.0
ortaokul,,,universite,,kamu,4.0
universite,,kamu,universite,,kamu,1.0
ilkokul,,,ortaokul,,,0.0
lise,,ozel sektor,lise,,,1.0
ilkokul,,,ilkokul,,diger,4.0
universite,,,yuksek lisans,,,2.0
ortaokul,,,ilkokul,,diger,2.0
ilkokul,,,ilkokul,,ozel sektor,1.0
lise,,,universite,,,2.0
,,,lise,,ozel sektor,1.0
universite,,kamu,universite,,ozel sektor,1.0
lise,,,universite,,ozel sektor,2.0
lise,,,universite,,kamu,3.0
universite,,,ilkokul,,,0.0
universite,,,universite,,ozel sektor,2.0
ilkokul,,,universite,,,3.0
ortaokul,,,universite,,kamu,3.0
universite,,,universite,,diger,2.0
ilkokul,,,ilkokul,,ozel sektor,3.0
lise,,,lise,,ozel sektor,1.0
ilkokul,,,ilkokul,,ozel sektor,4.0
ilkokul,,,lise,,,2.0
ilkokul,,ozel sektor,lise,,,1.0
universite,,,doktora,,,1.0
lise,,,universite,,kamu,1.0
lise,,,lise,,ozel sektor,2.0
egitimi yok,,,ilkokul,,,0.0
egitimi yok,,,ilkokul,,,3.0
ilkokul,,,ortaokul,,,5.0
ortaokul,,,universite,,ozel sektor,3.0
ilkokul,,,ilkokul,,ozel sektor,2.0
ilkokul,,,ilkokul,,ozel sektor,3.0
ilkokul,,,lise,,ozel sektor,2.0
lise,,,ortaokul,,,1.0
lise,,,universite,,,2.0
universite,,kamu,universite,,kamu,1.0
universite,,,yuksek lisans,,kamu,3.0
ilkokul,,,ilkokul,,diger,2.0
ortaokul,,ozel sektor,universite,,ozel sektor,1.0
ilkokul,,,ilkokul,,,1.0
egitimi yok,,,ilkokul,,ozel sektor,2.0
lise,,,universite,,kamu,4.0
universite,,,universite,,,2.0
lise,,kamu,universite,,kamu,1.0
lise,,diger,lise,,diger,2.0
ortaokul,,ozel sektor,lise,,,2.0
ilkokul,,,ilkokul,,diger,3.0
lise,,,universite,,ozel sektor,2.0
lise,,ozel sektor,ortaokul,,,2.0
ilkokul,,,ilkokul,,diger,3.0
universite,,,universite,,,1.0
universite,,,lise,,,1.0
lise,,kamu,universite,,kamu,2.0
ortaokul,,,ortaokul,,,2.0
lise,,,ilkokul,,ozel sektor,0.0
ilkokul,,,ortaokul,,diger,2.0
ortaokul,,,universite,,,0.0
lise,,ozel sektor,universite,,,1.0
ilkokul,,ozel sektor,ortaokul,,ozel sektor,2.0
egitimi yok,,,egitimi yok,,diger,0.0
ortaokul,,,lise,,,1.0
lise,,,lise,,,4.0
lise,,,universite,,diger,1.0
lise,,,lise,,diger,1.0
lise,,ozel sektor,universite,,ozel sektor,1.0
ilkokul,,,ortaokul,,ozel sektor,1.0
ilkokul,,,ortaokul,,,0.0
universite,,,ortaokul,,ozel sektor,2.0
ilkokul,,,ilkokul,,,2.0
lise,,,ilkokul,,kamu,1.0
universite,,,universite,,kamu,1.0
ilkokul,,ozel sektor,ortaokul,,ozel sektor,1.0
universite,,,universite,,kamu,3.0
ilkokul,,ozel sektor,ilkokul,,,3.0
universite,,ozel sektor,universite,,,1.0
lise,,,lise,,,1.0
ilkokul,,,ortaokul,,diger,1.0
universite,,kamu,universite,,kamu,0.0
lise,,,lise,,,1.0
egitimi yok,,,ilkokul,,,5.0
universite,,kamu,lise,,kamu,1.0
egitimi yok,,,ilkokul,,,3.0
universite,,,universite,,,2.0
ilkokul,,ozel sektor,ilkokul,,,0.0
ilkokul,,,ilkokul,,ozel sektor,1.0
egitimi yok,,,ilkokul,,,5.0
universite,,diger,lise,,,0.0
universite,,,universite,,diger,2.0
ilkokul,,ozel sektor,ilkokul,,ozel sektor,2.0
lise,,,universite,,,3.0
,,,,,,
yuksek lisans,evet,ozel sektor,universite,hayir,,1.0
egitimi yok,hayir,,ortaokul,evet,diger,0.0
lise,,ozel sektor,lise,,ozel sektor,1.0
ilkokul,,,ilkokul,,,5.0
ortaokul,,ozel sektor,lise,,ozel sektor,2.0
ilkokul,hayir,,ortaokul,hayir,,1.0
lise,evet,ozel sektor,lise,hayir,,1.0
ilkokul,hayir,,lise,evet,diger,2.0
ortaokul,,diger,lise,,ozel sektor,1.0
lise,,,universite,,kamu,1.0
ilkokul,,,ilkokul,,,4.0
lise,,,ilkokul,,diger,1.0
ortaokul,,,ortaokul,,diger,2.0
ilkokul,,ozel sektor,ilkokul,,,1.0
ilkokul,,,ortaokul,,,1.0
lise,,kamu,ortaokul,,diger,1.0
universite,,kamu,universite,,kamu,1.0
lise,,,lise,,ozel sektor,1.0
ilkokul,hayir,,lise,evet,kamu,2.0
universite,hayir,,doktora,evet,ozel sektor,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
lise,hayir,,universite,hayir,,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,4.0
universite,evet,kamu,universite,evet,kamu,0.0
ortaokul,hayir,,ortaokul,hayir,,4.0
ortaokul,,,,,,2.0
ilkokul,,,lise,,ozel sektor,2.0
universite,,ozel sektor,universite,,,1.0
egitimi yok,,,ilkokul,,diger,2.0
lise,,,lise,,diger,0.0
ortaokul,,,ortaokul,,diger,2.0
egitimi yok,,,lise,,,2.0
lise,,,universite,,diger,3.0
universite,,,yuksek lisans,,ozel sektor,2.0
egitimi yok,hayir,calismiyor,universite,evet,kamu,4.0
lise,emekli,calismiyor,universite,emekli,calismiyor,2.0
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,4.0
lise,hayir,calismiyor,,evet,ozel sektor,0.0
universite,evet,kamu,universite,evet,ozel sektor,0.0
universite,evet,kamu,universite,evet,kamu,1.0
universite,emekli,calismiyor,universite,emekli,calismiyor,3.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4.0
ilkokul,hayir,calismiyor,,,,
universite,evet,diger,ortaokul,evet,diger,1.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
ilkokul,emekli,calismiyor,ilkokul,emekli,calismiyor,3.0
egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor,3.0
ortaokul,emekli,calismiyor,ilkokul,emekli,calismiyor,7.0
lise,emekli,calismiyor,universite,evet,ozel sektor,1.0
ortaokul,emekli,calismiyor,,,,
universite,hayir,calismiyor,universite,evet,kamu,2.0
lise,evet,diger,universite,evet,diger,3.0
universite,evet,kamu,universite,evet,kamu,3.0
universite,evet,kamu,universite,evet,kamu,1.0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1.0
egitimi yok,hayir,calismiyor,ilkokul,evet,diger,2.0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,1.0
lise,evet,kamu,universite,emekli,calismiyor,1.0
universite,evet,ozel sektor,lise,evet,ozel sektor,1.0
egitimi yok,hayir,calismiyor,universite,emekli,calismiyor,7.0
universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
universite,emekli,calismiyor,universite,evet,kamu,1.0
universite,emekli,calismiyor,,,,
universite,evet,kamu,,,,
lise,evet,kamu,universite,evet,diger,1.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,5.0
lise,hayir,calismiyor,,,,
lise,emekli,calismiyor,,,,
lise,hayir,calismiyor,universite,hayir,calismiyor,1.0
lise,hayir,calismiyor,,,,
lise,hayir,calismiyor,lise,emekli,calismiyor,1.0
lise,hayir,calismiyor,lise,evet,ozel sektor,1.0
universite,evet,kamu,,evet,kamu,1.0
universite,evet,ozel sektor,lise,emekli,calismiyor,1.0
lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
ortaokul,hayir,calismiyor,universite,evet,kamu,4.0
lise,evet,ozel sektor,lise,evet,ozel sektor,1.0
egitimi yok,hayir,calismiyor,lise,evet,kamu,5.0
lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
universite,evet,kamu,universite,evet,diger,3.0
universite,evet,ozel sektor,,evet,ozel sektor,3.0
lise,hayir,calismiyor,universite,hayir,calismiyor,2.0
universite,evet,kamu,universite,evet,ozel sektor,0.0
universite,evet,kamu,universite,evet,kamu,2.0
universite,emekli,calismiyor,universite,emekli,calismiyor,1.0
universite,evet,kamu,universite,hayir,calismiyor,1.0
lise,evet,ozel sektor,lise,evet,ozel sektor,0.0
lise,evet,kamu,lise,evet,kamu,1.0
lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
lise,hayir,calismiyor,universite,emekli,calismiyor,1.0
universite,evet,kamu,universite,emekli,calismiyor,3.0
lise,hayir,calismiyor,lise,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
lise,hayir,calismiyor,ilkokul,evet,ozel sektor,2.0
lise,hayir,calismiyor,lise,evet,ozel sektor,3.0
ilkokul,emekli,calismiyor,ortaokul,evet,diger,1.0
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,3.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3.0
lise,hayir,calismiyor,lise,evet,ozel sektor,2.0
lise,hayir,calismiyor,universite,evet,ozel sektor,3.0
universite,evet,diger,universite,evet,kamu,1.0
lise,evet,ozel sektor,lise,evet,diger,1.0
universite,emekli,calismiyor,universite,evet,kamu,1.0
ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,3.0
lise,hayir,calismiyor,ortaokul,emekli,calismiyor,2.0
lise,emekli,calismiyor,universite,emekli,calismiyor,1.0
ilkokul,evet,diger,lise,,calismiyor,4.0
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,6.0
universite,evet,kamu,universite,evet,kamu,1.0
lise,hayir,calismiyor,universite,evet,diger,1.0
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2.0
lise,hayir,calismiyor,universite,hayir,calismiyor,2.0
universite,evet,kamu,universite,emekli,calismiyor,1.0
lise,hayir,calismiyor,universite,emekli,calismiyor,2.0
universite,evet,kamu,universite,evet,ozel sektor,3.0
universite,hayir,calismiyor,,evet,kamu,1.0
egitimi yok,hayir,calismiyor,ilkokul,evet,kamu,6.0
universite,evet,kamu,universite,evet,kamu,1.0
ilkokul,emekli,calismiyor,universite,emekli,calismiyor,2.0
ilkokul,hayir,calismiyor,lise,evet,diger,2.0
ilkokul,emekli,calismiyor,lise,evet,diger,2.0
universite,evet,kamu,universite,evet,ozel sektor,2.0
universite,evet,ozel sektor,ilkokul,evet,ozel sektor,0.0
lise,hayir,calismiyor,universite,evet,ozel sektor,1.0
lise,evet,diger,egitimi yok,,calismiyor,0.0
universite,hayir,calismiyor,,evet,ozel sektor,1.0
lise,hayir,calismiyor,ilkokul,evet,ozel sektor,3.0
ilkokul,hayir,calismiyor,lise,evet,ozel sektor,1.0
ilkokul,evet,ozel sektor,lise,emekli,calismiyor,1.0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2.0
lise,hayir,calismiyor,lise,evet,ozel sektor,0.0
ortaokul,hayir,calismiyor,ortaokul,emekli,calismiyor,3.0
universite,emekli,calismiyor,universite,evet,kamu,2.0
lise,hayir,calismiyor,,evet,kamu,2.0
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor,7.0
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,2.0
egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,6.0
ilkokul,hayir,calismiyor,lise,evet,ozel sektor,2.0
universite,evet,diger,ilkokul,emekli,calismiyor,1.0
lise,hayir,calismiyor,ilkokul,evet,ozel sektor,1.0
universite,evet,kamu,universite,emekli,,2.0
lise,hayir,,lise,emekli,,1.0
lise,emekli,,,hayir,,0.0
lise,emekli,,,evet,ozel sektor,1.0
lise,hayir,,lise,evet,diger,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
lise,emekli,,universite,emekli,,1.0
lise,hayir,,universite,evet,kamu,1.0
universite,evet,kamu,universite,evet,ozel sektor,2.0
lise,hayir,,lise,evet,ozel sektor,0.0
universite,emekli,,universite,evet,ozel sektor,0.0
ilkokul,hayir,,ilkokul,evet,diger,1.0
lise,evet,ozel sektor,universite,evet,diger,1.0
ortaokul,emekli,,ilkokul,evet,ozel sektor,1.0
lise,hayir,,lise,emekli,,2.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
lise,hayir,,lise,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
universite,hayir,,universite,emekli,,1.0
lise,evet,ozel sektor,lise,hayir,,0.0
universite,emekli,,ortaokul,evet,diger,1.0
ilkokul,emekli,,ortaokul,evet,diger,1.0
ilkokul,hayir,,ilkokul,evet,diger,3.0
ilkokul,hayir,,lise,evet,ozel sektor,1.0
ilkokul,hayir,,lise,evet,ozel sektor,1.0
lise,evet,ozel sektor,universite,evet,ozel sektor,0.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,4.0
universite,evet,diger,universite,hayir,,0.0
universite,evet,kamu,universite,evet,ozel sektor,2.0
ilkokul,hayir,,lise,emekli,,1.0
universite,evet,kamu,,evet,kamu,1.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,4.0
ilkokul,hayir,,ilkokul,emekli,,1.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,1.0
ortaokul,hayir,,lise,hayir,,0.0
ortaokul,hayir,,ortaokul,emekli,,1.0
lise,hayir,,lise,hayir,,2.0
ilkokul,hayir,,lise,hayir,,2.0
ilkokul,hayir,,lise,evet,ozel sektor,2.0
lise,evet,kamu,lise,evet,ozel sektor,1.0
universite,evet,kamu,universite,evet,kamu,1.0
ilkokul,emekli,,ilkokul,evet,ozel sektor,1.0
universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
universite,evet,ozel sektor,universite,evet,ozel sektor,0.0
universite,emekli,,lise,evet,diger,0.0
universite,evet,kamu,,evet,kamu,2.0
ilkokul,hayir,,lise,evet,ozel sektor,3.0
ilkokul,hayir,,universite,evet,diger,4.0
universite,evet,kamu,universite,evet,ozel sektor,1.0
lise,hayir,,lise,evet,ozel sektor,0.0
lise,evet,kamu,lise,evet,kamu,1.0
egitimi yok,hayir,,egitimi yok,evet,ozel sektor,4.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,4.0
ilkokul,hayir,,universite,emekli,,2.0
ilkokul,hayir,,egitimi yok,emekli,,2.0
lise,emekli,,universite,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,evet,diger,1.0
universite,evet,kamu,egitimi yok,hayir,,1.0
universite,evet,ozel sektor,universite,emekli,,1.0
lise,hayir,,lise,emekli,,1.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
universite,evet,kamu,universite,evet,diger,1.0
universite,hayir,,lise,evet,ozel sektor,0.0
lise,evet,ozel sektor,lise,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,hayir,,5.0
universite,emekli,,universite,emekli,,5.0
universite,hayir,,,evet,ozel sektor,3.0
universite,evet,ozel sektor,ortaokul,emekli,,2.0
lise,hayir,,lise,evet,diger,1.0
ilkokul,hayir,,ortaokul,emekli,,1.0
,evet,kamu,,evet,kamu,1.0
ortaokul,hayir,,lise,hayir,,2.0
ilkokul,hayir,,ilkokul,hayir,,2.0
universite,hayir,,ortaokul,hayir,,1.0
lise,hayir,,ortaokul,emekli,,2.0
lise,hayir,,lise,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,evet,diger,1.0
universite,evet,kamu,lise,hayir,,1.0
universite,evet,kamu,universite,evet,kamu,1.0
ilkokul,hayir,,universite,emekli,,5.0
universite,emekli,,doktora,evet,kamu,0.0
universite,evet,kamu,universite,evet,kamu,2.0
ilkokul,hayir,,ortaokul,evet,diger,1.0
egitimi yok,hayir,,ortaokul,emekli,,4.0
universite,emekli,,universite,evet,ozel sektor,0.0
lise,hayir,,lise,hayir,,1.0
egitimi yok,emekli,,egitimi yok,hayir,,5.0
lise,emekli,,universite,emekli,,0.0
ilkokul,evet,ozel sektor,ortaokul,emekli,,1.0
universite,evet,kamu,universite,evet,ozel sektor,1.0
universite,evet,ozel sektor,lise,emekli,,2.0
egitimi yok,hayir,,lise,emekli,,2.0
lise,emekli,,egitimi yok,hayir,,2.0
lise,hayir,,lise,evet,ozel sektor,1.0
ortaokul,hayir,,ilkokul,hayir,,3.0
ilkokul,hayir,,lise,evet,ozel sektor,1.0
ilkokul,evet,diger,ilkokul,evet,diger,1.0
universite,hayir,,universite,evet,ozel sektor,2.0
egitimi yok,hayir,,lise,evet,diger,3.0
universite,evet,ozel sektor,lise,evet,ozel sektor,0.0
ilkokul,hayir,,lise,emekli,,3.0
lise,hayir,,lise,evet,diger,1.0
universite,evet,ozel sektor,universite,evet,ozel sektor,0.0
universite,evet,kamu,universite,evet,kamu,0.0
ortaokul,hayir,,ilkokul,hayir,,1.0
ortaokul,hayir,,yuksek lisans,evet,ozel sektor,4.0
lise,hayir,,universite,evet,kamu,2.0
universite,hayir,,universite,evet,kamu,0.0
ilkokul,emekli,,ortaokul,evet,ozel sektor,1.0
lise,hayir,,lise,emekli,,2.0
universite,emekli,,universite,evet,kamu,3.0
ortaokul,hayir,,ortaokul,hayir,,2.0
universite,evet,kamu,doktora,evet,kamu,1.0
ilkokul,hayir,,ortaokul,emekli,,2.0
lise,evet,kamu,universite,evet,ozel sektor,1.0
doktora,emekli,,doktora,emekli,,1.0
