Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Kardes Sayisi
2019,37.0,kadin,1998/01/05,antalya,istanbul,1
2019,8.0,kadin,1998/10/08,diyarbakir,diyarbakir,5
2019,33.0,kadin,1999/12/10,diyarbakir,diyarbakir,3
2019,33.0,kadin,2001/01/24,samsun,samsun,1
2019,14.0,kadin,1997/10/15,kirsehir,istanbul,4
2019,33.0,kadin,1996/02/07,ardahan,istanbul,4
2019,32.0,kadin,1998/07/01,sirnak,mersin,5
2019,25.0,kadin,1999/06/13,istanbul,istanbul,1
2019,31.0,kadin,1997/05/09,sirnak,sirnak,5
2019,40.0,kadin,1998/02/04,kirklareli,istanbul,1
2019,31.0,erkek,1995/01/08,adana,istanbul,5
2019,28.0,kadin,1999/06/22,duzce,istanbul,1
2019,21.0,kadin,1997/06/01,kutahya,istanbul,1
2019,24.0,kadin,1997/11/04,tekirdag,istanbul,2
2019,16.0,kadin,2000/02/20,ankara,ankara,1
2019,6.0,kadin,2001/09/06,sirnak,istanbul,3
2019,9.0,kadin,1997/01/04,siirt,bayburt,5
2019,11.0,kadin,1996/01/09,van,van,5
2019,2.0,erkek,2000/07/04,erzurum,erzurum,4
2019,33.0,erkek,2000/01/01,sanliurfa,antalya,5
2019,2.0,erkek,2000/01/01,istanbul,istanbul,1
2019,44.0,erkek,1997/01/07,erzurum,istanbul,3
2019,47.0,erkek,2000/05/04,eskisehir,eskisehir,1
2019,9.0,kadin,1998/08/08,ankara,ankara,1
2019,6.0,erkek,1998/01/01,batman,batman,5
2019,11.0,erkek,1998/02/02,bitlis,bitlis,3
2019,23.0,erkek,1999/12/13,istanbul,istanbul,2
2019,20.0,erkek,1997/10/12,diyarbakir,antalya,4
2019,34.0,erkek,1996/08/15,siirt,ankara,1
2019,24.0,erkek,1996/10/25,istanbul,istanbul,1
2019,12.0,erkek,2000/07/18,antalya,antalya,1
2019,20.0,erkek,1999/01/11,kahramanmaras,kocaeli,4
2019,63.0,erkek,1997/12/05,ordu,istanbul,3
2019,11.0,erkek,1996/05/30,sanliurfa,istanbul,2
2019,6.0,erkek,2001/03/04,sanliurfa,sanliurfa,5
2019,20.0,erkek,1999/12/11,balikesir,balikesir,1
2019,28.0,erkek,1998/01/01,burdur,istanbul,1
2019,30.0,erkek,1998/03/25,istanbul,ankara,1
2019,28.0,erkek,1998/05/23,ankara,ankara,1
2019,8.0,erkek,1998/05/06,adiyaman,adiyaman,5
2019,40.0,erkek,1999/05/14,kayseri,istanbul,1
2019,8.0,erkek,1998/08/27,hatay,istanbul,1
2019,38.0,kadin,1997/11/11,denizli,aydin,2
2019,49.0,kadin,1997/04/06,izmir,izmir,2
2019,47.0,erkek,1999/05/05,istanbul,istanbul,3
2019,3.0,kadin,1998/10/01,van,van,5
2019,35.0,kadin,1995/09/10,manisa,istanbul,1
2019,20.0,kadin,1999/10/15,sanliurfa,sanliurfa,5
2019,21.0,kadin,1996/12/10,van,Null,2
2019,9.0,kadin,2000/08/03,antalya,istanbul,Null
2019,25.0,erkek,1999/10/04,mardin,istanbul,1
2019,40.0,erkek,1999/03/15,mardin,mardin,5
2019,28.0,erkek,2000/01/21,afyonkarahisar,istanbul,1
2019,21.0,erkek,1997/01/20,van,tekirdag,4
2019,11.0,kadin,1998/11/09,aydin,aydin,2
2019,26.0,erkek,1998/06/15,mardin,karaman,4
2019,30.0,erkek,1999/12/09,adana,istanbul,1
2019,28.0,kadin,1999/10/01,yozgat,istanbul,2
2019,26.0,kadin,1999/10/10,hatay,hatay,4
2019,22.0,kadin,1997/07/04,kirikkale,kirikkale,2
2019,8.0,erkek,1995/10/09,sirnak,sirnak,5
2019,7.0,erkek,1995/10/20,kirikkale,istanbul,5
2019,2.0,erkek,2000/02/19,istanbul,antalya,1
2019,11.0,erkek,1997/01/30,mardin,mardin,4
2019,26.0,erkek,1999/01/01,ordu,istanbul,2
2019,41.0,erkek,1997/12/23,giresun,istanbul,0
2019,30.0,erkek,1999/02/24,eskisehir,istanbul,0
2019,28.0,kadin,2001/07/01,antalya,istanbul,2
2019,21.0,kadin,1997/06/16,bursa,bursa,2
2019,43.0,kadin,1998/07/19,malatya,malatya,2
2019,13.0,kadin,2000/09/14,istanbul,istanbul,2
2019,7.0,kadin,1997/05/21,ordu,ordu,1
2019,38.0,kadin,1998/08/17,istanbul,istanbul,2
2019,44.0,kadin,1998/01/02,rize,istanbul,3
2019,9.0,kadin,1998/06/20,gumushane,istanbul,5
2019,38.0,kadin,2000/01/12,kocaeli,istanbul,3
2019,16.0,erkek,1999/08/12,kirikkale,kirikkale,1
2019,16.0,kadin,Null,bursa,bursa,2
2019,45.0,kadin,1998/07/29,burdur,istanbul,1
2019,19.0,kadin,2000/05/06,bitlis,bitlis,5
2019,34.0,erkek,2000/01/31,kahramanmaras,istanbul,2
2019,8.0,erkek,1997/08/28,siirt,diyarbakir,5
2019,26.0,erkek,2000/05/01,istanbul,istanbul,1
2019,21.0,erkek,1997/06/05,istanbul,istanbul,1
2019,13.0,kadin,1999/06/17,gaziantep,gaziantep,2
2019,7.0,kadin,1996/05/25,mugla,istanbul,Null
2019,39.0,kadin,1999/03/08,giresun,istanbul,1
2019,31.0,kadin,1998/10/03,samsun,istanbul,1
2019,49.0,kadin,1997/01/10,ankara,ankara,1
2019,36.0,kadin,1997/10/15,samsun,istanbul,4
2019,35.0,kadin,1997/10/15,samsun,istanbul,4
2019,15.0,erkek,1997/08/26,ankara,ankara,2
2019,26.0,kadin,1998/04/14,istanbul,istanbul,1
2019,18.0,kadin,2000/12/07,kars,aksaray,1
2019,31.0,kadin,2000/10/08,ankara,istanbul,2
2019,7.0,kadin,1998/03/22,izmir,izmir,1
2019,26.0,erkek,1999/11/11,van,van,5
2019,49.0,kadin,1998/03/04,istanbul,istanbul,1
2019,33.0,kadin,1997/04/30,istanbul,istanbul,3
2019,18.0,erkek,1999/12/24,istanbul,istanbul,3
2019,24.0,kadin,1998/06/04,ankara,ankara,1
2019,9.0,kadin,1998/05/14,sirnak,sirnak,5
2019,29.0,kadin,1998/08/15,duzce,bursa,5
2019,15.0,kadin,2000/01/01,balikesir,ankara,1
2019,14.0,kadin,1998/04/03,mugla,mugla,1
2019,14.0,erkek,1996/02/23,Null,sanliurfa,5
2019,49.0,kadin,1996/02/02,kirikkale,ankara,1
2019,36.0,kadin,2000/03/15,sanliurfa,istanbul,1
2019,36.0,kadin,1998/02/18,hatay,istanbul,1
2019,7.0,kadin,1998/01/06,bingol,bingol,5
2019,32.0,kadin,1999/05/06,konya,konya,2
2019,4.0,erkek,2000/02/04,istanbul,istanbul,2
2019,40.0,erkek,1999/07/07,izmir,ankara,1
2019,9.0,kadin,1998/03/07,adiyaman,adana,3
2019,9.0,kadin,2000/04/20,manisa,manisa,5
2019,6.0,kadin,1999/04/09,istanbul,istanbul,1
2019,45.0,kadin,1999/07/09,usak,istanbul,0
2019,44.0,kadin,Null,izmir,izmir,1
2019,41.0,erkek,1997/01/01,istanbul,istanbul,3
2019,58.0,kadin,1997/01/08,kayseri,istanbul,3
2019,22.0,erkek,2000/05/29,adiyaman,adiyaman,3
2019,3.0,erkek,1999/01/30,sanliurfa,mersin,1
2019,22.0,erkek,2000/02/02,sinop,istanbul,5
2019,8.0,erkek,1998/09/15,malatya,malatya,4
2019,29.0,kadin,1997/01/01,van,siirt,5
2019,39.0,kadin,1999/03/07,mugla,istanbul,1
2019,28.0,erkek,1996/08/25,istanbul,istanbul,0
2019,40.0,erkek,2000/02/14,kirklareli,ankara,1
2019,46.0,erkek,1996/07/13,denizli,ankara,1
2019,21.0,kadin,1996/07/13,mardin,mardin,5
2019,26.0,erkek,1998/02/28,burdur,istanbul,0
2019,8.0,erkek,1999/09/24,samsun,samsun,1
2019,25.0,erkek,2000/08/13,istanbul,istanbul,1
2019,25.0,erkek,2001/03/05,mersin,istanbul,0
2019,18.0,kadin,2000/01/08,kirklareli,istanbul,0
2019,28.0,kadin,2000/10/08,mugla,ankara,0
2019,37.0,erkek,1999/08/26,istanbul,istanbul,5
2019,30.0,erkek,1998/06/19,istanbul,istanbul,3
2019,23.0,erkek,1999/10/15,istanbul,istanbul,1
2019,15.0,kadin,2000/04/19,ordu,ordu,1
2019,18.0,kadin,1999/09/15,izmir,izmir,1
2019,48.0,kadin,1998/01/15,istanbul,istanbul,1
2019,15.0,erkek,1999/08/26,igdir,istanbul,2
2019,71.0,kadin,1998/06/20,antalya,antalya,2
2019,14.0,kadin,1997/11/15,istanbul,istanbul,Null
2019,63.0,erkek,1997/05/09,konya,istanbul,1
2019,25.0,erkek,2000/03/29,mugla,istanbul,1
2019,44.0,kadin,1998/07/28,adana,adana,2
2019,25.0,erkek,1996/09/15,istanbul,istanbul,1
2019,47.0,erkek,1999/07/03,istanbul,mugla,0
2019,13.0,kadin,1998/04/25,Null,Null,5
2019,33.0,kadin,1998/08/17,mersin,mersin,2
2019,6.0,erkek,1998/05/03,afyonkarahisar,bolu,2
2019,26.0,erkek,1999/08/19,bursa,aydin,2
2019,18.0,erkek,2000/06/20,istanbul,istanbul,1
2019,2.0,erkek,2000/06/18,sivas,ankara,2
2019,31.0,erkek,1996/12/03,kirikkale,istanbul,4
2019,29.0,kadin,1997/04/03,ankara,ankara,2
2019,35.0,kadin,2000/08/08,istanbul,sakarya,4
2019,9.0,kadin,1997/10/14,samsun,samsun,2
2019,9.0,kadin,1995/06/04,tunceli,tunceli,4
2019,38.0,kadin,1998/04/29,bursa,bursa,1
2019,71.0,kadin,1998/05/16,gaziantep,istanbul,1
2019,49.0,kadin,2000/07/11,Null,istanbul,0
2019,53.0,kadin,1999/10/12,kocaeli,kocaeli,1
2019,29.0,kadin,1997/05/11,antalya,antalya,1
2019,24.0,kadin,1998/02/22,mardin,mardin,5
2019,24.0,kadin,1998/01/10,istanbul,istanbul,1
2019,18.0,kadin,2000/09/16,ankara,ankara,1
2019,34.0,kadin,1998/12/16,ordu,ordu,2
2019,53.0,kadin,1999/01/01,van,istanbul,4
2019,13.0,erkek,1998/06/24,balikesir,istanbul,4
2020,16.0,erkek,1998/03/31,aydin,Null,1
2020,62.0,erkek,1997/01/01,mardin,amasya,3
2020,23.0,erkek,1997/12/01,karaman,ankara,3
2020,64.0,erkek,2000/02/03,amasya,ankara,1
2020,57.0,erkek,1999/01/24,mersin,sakarya,4
2020,74.0,erkek,1996/03/20,tokat,erzurum,2
2020,34.0,erkek,1997/12/18,istanbul,Null,2
2020,54.0,erkek,1996/12/12,antalya,izmir,3
2020,15.0,kadin,2000/05/19,istanbul,izmir,1
2020,54.0,erkek,1999/01/01,istanbul,mardin,1
2020,52.0,erkek,1997/05/05,denizli,mersin,1
2020,18.0,erkek,2000/05/12,edirne,ankara,1
2020,69.0,erkek,1998/12/11,nigde,istanbul,1
2020,67.0,erkek,1999/01/12,erzurum,adiyaman,2
2020,61.0,erkek,1997/06/04,diyarbakir,adana,1
2020,16.0,erkek,1999/10/16,Null,istanbul,5
2020,26.0,erkek,2001/04/25,manisa,bitlis,1
2020,41.0,erkek,2000/12/21,istanbul,nigde,1
2020,38.0,kadin,2001/09/07,osmaniye,bursa,2
2020,71.0,kadin,2000/03/05,istanbul,izmir,1
2020,18.0,erkek,1970/01/01,diyarbakir,ordu,0
2020,33.0,erkek,1970/01/01,hatay,isparta,0
2020,23.0,erkek,1970/01/01,istanbul,istanbul,0
2020,51.0,erkek,1997/03/30,Null,diyarbakir,1
2020,44.0,erkek,1997/01/01,gaziantep,kocaeli,4
2020,39.0,erkek,2001/10/02,tekirdag,Null,1
2020,33.0,erkek,1998/02/06,konya,ankara,3
2020,18.0,erkek,2001/02/19,istanbul,bursa,1
2020,52.0,erkek,1999/02/08,istanbul,istanbul,2
2020,30.0,erkek,1999/09/08,samsun,izmir,1
2020,48.0,erkek,2001/08/07,adana,istanbul,3
2020,31.0,erkek,2000/11/27,izmir,kutahya,1
2020,38.0,kadin,1998/10/02,gaziantep,izmir,2
2020,66.0,kadin,2000/03/24,istanbul,istanbul,2
2020,53.0,erkek,2000/09/25,konya,istanbul,2
2020,45.0,kadin,1970/01/01,malatya,sirnak,1
2020,45.0,erkek,2001/01/15,antalya,istanbul,1
2020,68.0,erkek,1996/11/19,eskisehir,antalya,1
2020,48.0,kadin,2000/04/17,Null,bingol,0
2020,44.0,kadin,1998/07/21,istanbul,izmir,1
2020,20.0,kadin,1997/07/03,istanbul,eskisehir,3
2020,20.0,kadin,2001/11/06,istanbul,ankara,1
2020,43.0,kadin,2000/02/25,izmir,gumushane,0
2020,53.0,kadin,1998/01/12,ankara,Null,2
2020,45.0,kadin,1970/01/01,balikesir,amasya,2
2020,15.0,kadin,1998/04/15,tokat,aydin,3
2020,57.0,kadin,1970/01/01,istanbul,istanbul,2
2020,50.0,kadin,2001/05/22,bursa,Null,1
2020,38.0,kadin,1999/08/01,corum,cankiri,1
2020,33.0,erkek,2001/10/29,istanbul,malatya,0
2020,69.0,erkek,2001/05/14,kirikkale,Null,1
2020,54.0,erkek,2000/02/16,manisa,tunceli,1
2020,54.0,kadin,1997/11/12,bursa,ankara,1
2020,61.0,kadin,1998/03/16,mersin,Null,2
2020,66.0,erkek,1970/01/01,ankara,istanbul,1
2020,33.0,erkek,2000/09/02,istanbul,van,1
2020,77.0,erkek,1998/06/25,ankara,aydin,1
2020,37.0,erkek,1999/07/02,istanbul,istanbul,0
2020,39.0,erkek,1970/01/01,istanbul,Null,1
2020,63.0,erkek,1998/09/28,istanbul,istanbul,2
2020,23.0,erkek,2001/04/21,izmir,istanbul,1
2020,39.0,erkek,1998/06/08,izmir,izmir,1
2020,39.0,erkek,1970/01/01,sanliurfa,istanbul,0
2020,31.0,erkek,1998/02/06,manisa,Null,1
2020,77.0,erkek,1998/09/21,istanbul,ordu,0
2020,43.0,erkek,2001/02/13,mardin,Null,4
2020,40.0,kadin,2000/11/23,antalya,istanbul,2
2020,25.0,kadin,2000/05/24,kayseri,kastamonu,4
2020,53.0,kadin,1970/01/01,istanbul,bursa,2
2020,45.0,kadin,2000/01/17,manisa,adana,1
2020,40.0,kadin,2000/07/09,denizli,antalya,1
2020,40.0,kadin,2000/07/09,denizli,istanbul,1
2020,62.0,erkek,2001/05/03,istanbul,ankara,1
2020,51.0,erkek,1997/01/10,edirne,Null,1
2020,59.0,erkek,1997/11/05,sivas,denizli,1
2020,51.0,erkek,1999/12/05,istanbul,istanbul,1
2020,28.0,erkek,1998/08/10,amasya,malatya,1
2020,70.0,erkek,1998/02/04,balikesir,istanbul,1
2020,72.0,erkek,1998/12/30,kayseri,istanbul,1
2020,38.0,erkek,1997/11/11,konya,istanbul,0
2020,70.0,erkek,1998/01/25,istanbul,istanbul,1
2020,59.0,erkek,2001/09/06,aydin,ankara,1
2020,36.0,erkek,2000/01/18,istanbul,ankara,1
2020,31.0,kadin,1998/09/01,antalya,ankara,1
2020,38.0,kadin,1999/05/12,giresun,mugla,1
2020,48.0,kadin,2001/05/27,konya,ankara,1
2020,59.0,kadin,1999/01/01,denizli,istanbul,3
2020,40.0,kadin,1997/05/03,istanbul,karabuk,1
2020,59.0,kadin,1999/01/30,erzincan,Null,2
2020,27.0,kadin,1970/01/01,istanbul,bursa,1
2020,56.0,kadin,1999/03/26,kocaeli,giresun,4
2020,23.0,kadin,1999/03/26,aksaray,osmaniye,2
2020,40.0,kadin,2000/08/22,ankara,erzurum,2
2020,40.0,kadin,1997/12/23,bursa,ankara,2
2020,30.0,kadin,2000/07/07,agri,istanbul,2
2020,50.0,kadin,2000/01/13,istanbul,izmir,2
2020,56.0,kadin,1998/03/25,ankara,sirnak,1
2020,42.0,erkek,1999/06/29,kars,izmir,1
2020,57.0,erkek,2000/01/08,istanbul,istanbul,1
2020,51.0,erkek,1970/01/01,ankara,Null,1
2020,57.0,erkek,1997/06/04,istanbul,ankara,3
2020,42.0,erkek,1970/01/01,Null,istanbul,1
2020,46.0,kadin,1999/11/04,bursa,Null,2
2020,28.0,kadin,1998/08/05,manisa,bilecik,1
2020,46.0,kadin,2000/03/07,tekirdag,ankara,5
2020,48.0,kadin,1998/11/04,izmir,istanbul,1
2020,49.0,kadin,1997/02/24,ordu,bursa,2
2020,31.0,erkek,2000/06/05,tekirdag,elazig,1
2020,64.0,erkek,1999/05/22,sivas,tekirdag,3
2020,26.0,erkek,1999/01/26,Null,ankara,2
2020,61.0,erkek,1997/09/03,istanbul,isparta,1
2020,74.0,kadin,2000/10/23,aydin,ankara,1
2020,51.0,erkek,1998/08/19,izmir,istanbul,1
2020,48.0,erkek,2000/03/03,mugla,izmir,1
2020,49.0,erkek,1999/03/24,istanbul,Null,1
2020,25.0,kadin,1999/09/03,van,adana,0
2020,56.0,kadin,1999/08/01,adiyaman,van,Null
2020,73.0,kadin,1998/03/29,ankara,kirsehir,1
2020,72.0,erkek,2000/05/28,Null,istanbul,1
2020,31.0,erkek,2000/04/25,hatay,istanbul,2
2020,23.0,erkek,2000/09/21,kayseri,istanbul,2
2020,56.0,kadin,1999/08/10,istanbul,ankara,2
2020,69.0,kadin,2001/04/26,istanbul,istanbul,1
2020,45.0,kadin,1998/10/04,istanbul,eskisehir,2
2020,65.0,erkek,1999/03/02,izmir,adiyaman,2
2020,15.0,kadin,2001/11/20,siirt,istanbul,2
2020,79.0,kadin,2000/06/14,konya,istanbul,2
2020,26.0,erkek,2000/08/11,konya,eskisehir,2
2020,33.0,erkek,1970/01/01,Null,konya,2
2020,36.0,erkek,1970/01/01,osmaniye,ankara,3
2020,26.0,erkek,1970/01/01,erzurum,Null,0
2020,15.0,kadin,1998/10/25,samsun,Null,1
2020,66.0,kadin,1999/06/27,istanbul,konya,1
2020,37.0,kadin,2001/01/01,ordu,samsun,1
2020,18.0,kadin,1970/01/01,bitlis,diyarbakir,0
2020,60.0,kadin,2000/10/30,istanbul,bitlis,1
2020,53.0,kadin,1999/04/01,istanbul,ankara,0
2020,62.0,kadin,1998/08/19,sivas,mersin,1
2020,41.0,kadin,1998/07/02,bursa,istanbul,1
2020,21.0,erkek,2001/10/05,Null,antalya,4
2020,57.0,erkek,1998/10/28,balikesir,istanbul,0
2020,59.0,kadin,2000/02/09,istanbul,kocaeli,0
2020,25.0,kadin,2000/02/16,kocaeli,izmir,0
2020,30.0,kadin,1999/08/16,aydin,manisa,3
2020,25.0,kadin,2001/07/10,hakkari,aydin,4
2020,15.0,kadin,1970/01/01,mus,istanbul,5
2020,10.0,kadin,2000/11/07,Null,konya,1
2020,15.0,kadin,2000/04/25,diyarbakir,Null,4
2020,38.0,kadin,1999/01/03,samsun,diyarbakir,1
2020,35.0,kadin,1970/01/01,mersin,hatay,2
2020,25.0,kadin,1997/05/01,erzincan,ardahan,1
2020,18.0,erkek,1970/01/01,van,sirnak,5
2020,82.0,erkek,2000/05/05,istanbul,istanbul,1
2020,16.0,erkek,1999/02/12,istanbul,igdir,1
2020,31.0,erkek,2001/07/02,manisa,istanbul,1
2020,50.0,erkek,2000/02/01,mugla,agri,1
2020,46.0,erkek,2000/08/14,mersin,adana,1
2020,40.0,erkek,1999/10/29,izmir,mersin,1
2020,82.0,erkek,1999/04/23,adana,izmir,0
2020,58.0,erkek,2001/07/22,kirsehir,ankara,2
2020,51.0,kadin,1998/05/12,istanbul,istanbul,1
2020,55.0,kadin,2001/08/19,mardin,Null,3
2020,38.0,kadin,2000/06/26,kastamonu,adiyaman,2
2020,33.0,kadin,1999/08/28,malatya,ankara,3
2020,32.0,kadin,2001/12/03,duzce,ankara,1
2020,68.0,kadin,1999/01/18,erzurum,istanbul,1
2020,46.0,kadin,1998/08/21,ankara,istanbul,1
2020,26.0,kadin,1998/07/28,izmir,mersin,0
2020,20.0,kadin,1970/01/01,balikesir,mersin,1
2020,20.0,kadin,2000/04/20,balikesir,balikesir,1
2020,50.0,kadin,1998/06/23,ankara,eskisehir,0
2020,48.0,kadin,1999/03/11,sakarya,istanbul,3
2020,28.0,kadin,2000/12/01,Null,bursa,0
2020,40.0,kadin,1999/01/20,samsun,corum,2
2020,23.0,kadin,1999/08/19,Null,istanbul,1
2020,35.0,kadin,2000/01/17,konya,eskisehir,3
2020,35.0,kadin,1998/11/03,ankara,denizli,1
2020,47.0,erkek,2001/06/10,malatya,ankara,3
2020,38.0,erkek,1997/07/04,izmir,ankara,0
2020,51.0,erkek,1999/01/29,istanbul,izmir,1
2020,43.0,erkek,1999/01/29,istanbul,istanbul,1
2020,60.0,erkek,2001/04/25,istanbul,istanbul,0
2020,54.0,erkek,1998/05/29,corum,istanbul,1
2020,52.0,erkek,1970/01/01,Null,adana,0
2020,33.0,kadin,2000/03/01,samsun,istanbul,3
2020,43.0,kadin,1999/01/27,ankara,istanbul,1
2020,33.0,kadin,1998/03/01,mersin,bursa,2
2020,38.0,kadin,1998/05/19,van,ankara,3
2020,40.0,kadin,2001/04/17,samsun,ankara,2
2020,46.0,kadin,1970/01/01,sakarya,istanbul,2
2020,45.0,kadin,1998/08/25,istanbul,konya,2
2020,48.0,kadin,1998/01/16,kars,Null,3
2020,30.0,kadin,1970/01/01,trabzon,ankara,2
2020,35.0,kadin,1998/04/27,istanbul,samsun,2
2020,20.0,kadin,2000/10/25,konya,istanbul,3
2020,28.0,erkek,1997/01/28,mardin,bolu,2
2020,23.0,erkek,2001/01/08,trabzon,balikesir,1
2020,44.0,erkek,1998/02/08,Null,Null,1
2020,63.0,erkek,2001/10/04,balikesir,istanbul,1
2020,33.0,erkek,1996/08/01,erzurum,istanbul,0
2020,69.0,erkek,1998/09/28,istanbul,sakarya,2
2020,56.0,erkek,1999/01/10,istanbul,kayseri,2
2020,77.0,erkek,1998/07/19,istanbul,istanbul,1
2020,54.0,erkek,1998/01/01,adiyaman,istanbul,2
2020,72.0,erkek,1999/01/07,kirklareli,istanbul,1
2020,36.0,erkek,1970/01/01,Null,istanbul,2
2020,38.0,erkek,1999/11/03,istanbul,istanbul,1
2020,57.0,erkek,2000/10/27,gaziantep,mugla,2
2020,46.0,erkek,1998/01/01,mus,samsun,3
2020,28.0,erkek,2001/01/05,kahramanmaras,istanbul,2
2020,13.0,erkek,1999/08/05,istanbul,samsun,2
2020,50.0,kadin,2000/04/28,mersin,istanbul,2
2020,28.0,erkek,1999/05/07,erzincan,hatay,2
2020,33.0,erkek,1998/05/25,sirnak,izmir,0
2020,20.0,erkek,1999/06/16,istanbul,samsun,2
2020,53.0,erkek,1970/01/01,kocaeli,istanbul,2
2020,49.0,erkek,1998/05/10,Null,hakkari,1
2020,53.0,kadin,1999/07/31,erzurum,adana,2
2020,33.0,erkek,1970/01/01,istanbul,erzurum,2
2020,26.0,erkek,2001/12/18,kastamonu,kocaeli,2
2020,40.0,kadin,2000/12/04,istanbul,istanbul,2
2020,15.0,kadin,2000/05/28,istanbul,istanbul,0
2020,30.0,kadin,1970/01/01,istanbul,ankara,3
2020,46.0,kadin,2000/08/07,aydin,tekirdag,1
2020,55.0,kadin,2000/01/13,aydin,hatay,1
2020,35.0,kadin,2000/02/15,diyarbakir,istanbul,0
2020,38.0,kadin,2000/01/12,malatya,Null,2
2020,41.0,kadin,1970/01/01,istanbul,istanbul,2
2020,45.0,kadin,1999/03/01,istanbul,kahramanmaras,0
2020,65.0,kadin,1996/11/09,Null,giresun,0
2020,69.0,kadin,1998/04/11,canakkale,istanbul,2
2020,53.0,kadin,2000/07/31,elazig,kayseri,1
2020,23.0,kadin,2001/06/07,Null,Null,2
2020,67.0,erkek,1999/02/26,izmir,Null,1
2020,31.0,erkek,1996/03/09,istanbul,izmir,4
2020,20.0,kadin,1999/11/16,bursa,Null,3
2020,43.0,erkek,1998/07/01,corum,ankara,2
2020,36.0,erkek,1997/03/17,erzurum,corum,1
2020,74.0,erkek,1996/07/12,edirne,usak,0
2020,18.0,erkek,1970/01/01,istanbul,istanbul,3
2020,74.0,erkek,1999/03/14,antalya,istanbul,0
2020,29.0,erkek,1998/05/29,konya,izmir,0
2020,46.0,erkek,1997/03/05,diyarbakir,kocaeli,5
2020,36.0,erkek,1996/09/07,istanbul,Null,3
2020,71.0,kadin,2000/06/06,ankara,tekirdag,2
2020,40.0,kadin,2001/02/28,artvin,adana,2
2020,79.0,kadin,2001/10/05,nigde,usak,1
2020,63.0,kadin,1999/01/11,amasya,yozgat,2
2020,23.0,kadin,2000/01/01,konya,aksaray,2
2020,18.0,erkek,1998/01/01,sanliurfa,adana,0
2020,41.0,kadin,1999/01/08,van,agri,4
2020,60.0,erkek,2001/09/25,erzincan,istanbul,3
2020,33.0,kadin,1998/10/04,izmir,sakarya,1
2020,31.0,kadin,2001/08/13,istanbul,ankara,1
2020,33.0,erkek,1998/08/27,adiyaman,Null,5
2020,61.0,kadin,1998/01/05,balikesir,istanbul,1
2020,55.0,kadin,2001/04/11,adana,istanbul,1
2020,23.0,erkek,1998/11/08,kirikkale,eskisehir,1
2020,28.0,erkek,1998/05/19,istanbul,ankara,1
2020,26.0,erkek,1970/01/01,kutahya,Null,1
2020,31.0,erkek,2001/02/07,tekirdag,malatya,1
2020,28.0,erkek,1997/06/30,ankara,mugla,1
2020,42.0,erkek,1999/12/21,artvin,kocaeli,4
2020,45.0,erkek,2000/05/20,kirikkale,istanbul,2
2020,77.0,erkek,1999/09/24,istanbul,istanbul,1
2020,18.0,erkek,2000/08/01,karabuk,kutahya,3
2020,28.0,erkek,2000/10/12,istanbul,istanbul,2
2020,58.0,kadin,1998/09/24,izmir,kayseri,0
2020,54.0,kadin,1997/05/04,karaman,istanbul,2
2020,35.0,kadin,2001/12/09,amasya,eskisehir,2
2020,37.0,kadin,1999/05/15,Null,istanbul,3
2020,35.0,kadin,1998/01/02,istanbul,istanbul,1
2020,20.0,kadin,2000/03/20,nigde,istanbul,2
2020,71.0,kadin,2001/07/01,gaziantep,sakarya,1
2020,33.0,kadin,2000/11/25,bolu,ankara,1
2020,35.0,kadin,2001/05/01,samsun,adiyaman,2
2020,13.0,erkek,2000/05/01,Null,ankara,1
2020,33.0,erkek,1999/02/18,kayseri,Null,1
2020,43.0,erkek,1998/06/01,istanbul,adana,1
2020,59.0,kadin,1997/10/28,konya,sakarya,2
2020,44.0,kadin,2002/02/10,kars,Null,0
2020,55.0,kadin,1999/04/04,bursa,izmir,1
2020,45.0,kadin,1999/02/26,istanbul,gaziantep,1
2020,51.0,kadin,1970/01/01,izmir,istanbul,2
2020,50.0,kadin,1997/04/27,bursa,mersin,0
2020,35.0,kadin,1999/05/28,ankara,ankara,1
2020,10.0,kadin,2000/04/10,Null,manisa,2
2020,50.0,Null,1970/01/01,Null,mugla,2
2020,62.0,erkek,1998/08/09,istanbul,mus,1
2020,48.0,erkek,1998/01/10,ankara,trabzon,2
2020,59.0,erkek,1999/03/10,istanbul,mersin,2
2020,37.0,erkek,2000/02/23,istanbul,gaziantep,2
2020,23.0,kadin,1997/12/05,istanbul,Null,3
2020,43.0,erkek,1999/04/20,erzurum,adana,1
2020,56.0,erkek,2001/09/22,denizli,Null,1
2020,50.0,kadin,1998/04/06,istanbul,antalya,2
2020,64.0,erkek,1999/01/18,adana,afyonkarahisar,1
2020,31.0,erkek,1997/01/05,malatya,tokat,4
2020,43.0,erkek,2001/05/07,adana,kirklareli,2
2020,51.0,erkek,2000/12/29,ordu,mersin,2
2020,8.0,erkek,2001/02/04,bingol,corum,0
2020,28.0,kadin,2000/07/05,cankiri,istanbul,1
2020,38.0,kadin,1998/01/23,istanbul,ankara,2
2020,66.0,kadin,1999/06/04,afyonkarahisar,kayseri,2
2020,53.0,kadin,1999/09/09,kayseri,hatay,3
2020,51.0,kadin,1999/07/22,konya,istanbul,3
2020,67.0,erkek,1998/09/05,antalya,ankara,0
2020,58.0,kadin,2001/04/24,kahramanmaras,ankara,2
