Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,Null
100.0,1,0,Null,Null
100.0,1,1,genclik ve spor bakanligi,500
100.0,1,1,devlet,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,Null,Null
100.0,1,1,koc universitesi anadolu bursiyerleri kapsaminda dogan holding'den aliyorum,500
100.0,1,1,koc universitesi / anadolu bursiyerligi programi,500
100.0,1,1,koc universitesi,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,Null,800
100.0,1,1,bilkent universitesi,500
100.0,1,1,istanbul ticaret universitesi,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,tubitak,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,universitem'den aliyorum,500
100.0,1,0,Null,Null
100.0,1,1,toplum gonulluleri vakfi butun cocuklar bizim dernegi koc universitesi,500
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,1,kyk,500
100.0,1,1,kyk,800
100.0,1,1,kyk,500
100.0,1,1,kyk,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,koc universitesi anadolu bursu,500
100.0,1,0,Null,Null
100.0,1,1,istanbul ticaret universitesi,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,t.c. kredi ve yurtlar kurumu,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,istanbul buyuksehir belediyesi,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,denizlililer birligi,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,ozyegin universitesi,500
100.0,1,1,kyk,500
100.0,1,1,kyk,800
100.0,1,0,Null,Null
100.0,1,1,hur ve kabul edilmis masonlar dernegi,800
100.0,1,0,Null,Null
100.0,1,1,ozyegin universitesi,500
100.0,1,1,turk egitim vakfi,Null
100.0,1,1,kyk,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,toplum gonulluleri vakfi,Null
100.0,1,1,kyk ogrenim bursu,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,1,Null,Null
100.0,1,1,kyk ve iki kisiden de sirasiyla aylik 200tl ve 300tl burs aliyorum,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,mardav,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,genclik ve spor bakani kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,tdv,800
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,anadolu bursiyerligi kapsaminda bagiscim olan arcelik'ten aliyorum.,500
100.0,1,1,kyk,500
100.0,1,1,genclik ve spor bakanligi,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,cagdas yasami destekleme dernegi,Null
100.0,1,0,Null,Null
100.0,1,1,t3 vakfi,800
100.0,1,1,kyk,800
100.0,1,1,ufs tesis yonetim hizmetleri anonim sirketi,Null
100.0,1,0,Null,Null
100.0,1,1,tub,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,okulumdan ogrenim bursu aliyordum,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,Null
100.0,1,1,anadolu,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,ozyegin universitesi,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,Null,Null
100.0,1,1,kyk,800
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,genclik ve spor bakanligi,500
100.0,1,0,Null,Null
100.0,1,1,kyk devlet destek bursu toplum gonulluleri,500
100.0,1,0,Null,Null
100.0,1,1,turkiye turing ve otomobil kurumu,800
100.0,1,1,kabatas erkek liseliler dernegi,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,tubitak,500
100.0,1,1,kyk,500
100.0,1,1,kykdan kredi aliyorum.,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,koc universitesi ( anadolu bursiyeriyim),500
100.0,1,1,ibn haldun universitesi derece bursu,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,tobb etu,500
100.0,1,0,Null,Null
100.0,1,1,kendi,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk bursu aliyorum,500
100.0,1,1,istanbul buyuksehir belediyesi,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,basbakanlik kyk karsiliksiz devlet bursu,500
100.0,1,1,turkiye turing ve otomobil kurumu,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,tesvik,Null
100.0,1,0,Null,Null
100.0,1,1,toplum gonulluleri vakfi,Null
100.0,1,1,kyk,800
100.0,1,1,tobb etu,500
100.0,1,1,kyk,500
100.0,1,1,ozyegin universitesi egitimde firsat esitligi burs programi kapsaminda bursiyer olarak ogrenim goruyorum,500
100.0,1,1,kyk,500
100.0,1,1,oncu grup,500
100.0,1,0,Null,Null
100.0,1,1,istanbul buyuksehir belediyesi,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,bilkent universitesi kapsamli burs,500
100.0,1,0,Null,Null
100.0,1,1,ozyegin universitesi,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,0,Null,Null
100.0,1,1,ozyegin universitesi siralamamdan dolayi nakit dest,500
100.0,1,1,kyk,800
100.0,1,1,turkiye teknoloji vakfi - girisimcilik merkezi,800
100.0,1,1,ozyegin universitesi,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kmk paper,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,800
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk bursu aliyorum,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kredi yurtl,800
100.0,1,1,bahcesehir universitesi bolum birinciligi aylik bursu,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,cagdas yasam,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk bursu aliyorum.,500
100.0,1,0,Null,Null
100.0,1,1,pybs,800
100.0,1,1,koc universitesi anadolu bursiyerligi cep harcligi,500
100.0,1,1,universiteden ek burs,500
100.0,1,0,Null,Null
100.0,1,1,genclik ve spor bakanligi kyk bursu,500
100.0,1,1,kyk ilk 100 bursu( 2019 yks'de esit agirlik turkiye 59.su oldum.),500
100.0,1,1,tubitak koc universitesi,500
100.0,1,1,bilkent universitesi,500
100.0,1,1,istanbul konyalilar vakfindan burs aliyordum. (2019-2020 - burs senelik verilen ve yaz aylarini kapsamayan bir burs olmakla birlikte onumuzdeki donemlerde alacagimin kesinligi bulunmamaktadir.),800
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,bilkent universitesi,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kredi ve yurtlar kurumu (kredi),500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,tobb ekonomi ve teknoloji universit kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,devletten kredi aliyorum,800
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk ve tev (ustun basari).,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk ve okul bursu,500
100.0,1,0,Null,Null
100.0,1,1,devlet,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,0,Null,Null
100.0,1,1,"kyk, tobb",500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,devlet ve ozel burs aliyorum,800
100.0,1,1,kyk'den ve cagdas egitim vakfi'ndan burs aliyorum.,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,qnb finansbank a.s basidav,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,Null,Null
100.0,1,0,Null,Null
100.0,1,1,Null,800
100.0,1,1,kyk,500
100.0,1,1,kyk ilk 100 basari bursu buvak ustun basari bursu,500
100.0,1,1,kyk,500
100.0,1,1,anadolu bursiyerligi programi ve kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,ozyegin universitesi,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,"kredi ve yurtlar kurumu, tobb etu mutevelli heyeti",500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,mef universitesi,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,dogus cay grubu,Null
100.0,1,1,koc universitesi,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,koc universitesi kudeb bursu aliyorum.,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,Null,Null
100.0,1,1,kredi yurtlar kurumu - kyk,800
100.0,1,0,Null,Null
100.0,1,1,m. ihsan arslan vakfi,Null
100.0,1,1,bilkent universitesi,500
100.0,1,1,kyk,800
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kredi yurtlar kurumu'ndan kredi aliyorum.,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,tubitak,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,1,tubitak & sabanci universitesi & turk teknoloji takimi,500
100.0,1,1,hava-is sendikasi,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,devlet,500
100.0,1,1,ozyegin universitesi,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,ibb,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,ihsan dogramaci bilkent universitesi,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,bilkent universitesinden siralamamdan dolayi kapsamli burs kategorisinde burs kazandim.,500
100.0,1,0,Null,Null
100.0,1,1,cevak,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,erdemoglu vakfi,800
100.0,1,1,tobb ekonomi ve teknoloji universitesi,800
100.0,1,1,kocaeli kadinlari dernegi,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,ozyegin universitesi,500
100.0,1,1,kyk,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kredi yurtlari kurumu'ndan burs aliyorum.,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,ibn haldun universitesi,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,okulumdan ve kyk devlet bursu aliyoru,500
100.0,1,1,bilkent universitesi,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,t3 vakfi,500
100.0,1,1,istanbul ticaret univeristesi,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,devlet,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk bursu aliyorum.,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk burs,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,yeditepe universitesi,800
100.0,1,1,tubit,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,turk egitim vakfi,500
100.0,1,0,Null,Null
100.0,1,1,enka vakfi,500
100.0,1,0,Null,Null
100.0,1,1,kyk-burs,500
100.0,1,1,kyk,500
100.0,1,1,ozyegin universitesi- basari siralamasi bursu,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,manisa egitime katki dernegi,Null
100.0,1,1,kyk,500
100.0,1,1,kyk karsiliksiz,500
100.0,1,1,kyk,500
100.0,1,1,kyk,Null
100.0,1,1,kyk,800
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk-burs,500
100.0,1,1,okulumdan derece bursu aliyorum.,500
100.0,1,0,Null,500
100.0,1,1,gbs,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,adiyaman vakf,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk egitim burs,500
100.0,1,1,kyk,500
100.0,1,1,"kyk, ticaret odasi bursu",500
100.0,1,1,universiteden ve devlette,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,sebinkarahisarlilar yardimlasma dernegi,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,devlet,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,"ibb,kyk",500
100.0,1,1,kredi ve yurtlar genel mudurlugu,500
100.0,1,1,genclik ve spor bakanligi,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,tev,500
100.0,1,0,Null,Null
100.0,1,1,kyk+ okulun sagladigi osym yerlestirme bursu,500
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,1,kazdal,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kredi yurtlar kurum,500
100.0,1,1,kyk ve ibb burslarini aliyorum,500
100.0,1,1,kyk,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,Null,500
100.0,1,1,tobb etu,500
100.0,1,1,kyk,500
100.0,1,1,devletten yk bursu aliyorum.,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,mavera vakfi kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk-burs,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,devlet,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk-burs,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,genclik ve spor bakanligi bursu,500
100.0,1,1,bilkent universitesi,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,devlet,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,Null
100.0,1,0,Null,Null
100.0,1,1,devlet,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kredi ve yurtlar genel mudurlugu,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kredi ve yurtlar k,500
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kek,500
100.0,1,1,devlet,800
100.0,1,1,kredili yurtlar kurum,500
100.0,1,0,Null,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk tog,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk yeditepe universitesi,500
100.0,1,0,Null,Null
100.0,1,1,esyav vakfi kyk,500
100.0,1,1,kyk,Null
100.0,1,1,kyk-burs,500
100.0,1,0,Null,Null
100.0,1,1,tobb ekonomi ve teknoloji universitesi,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,ozyegin universitesi,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk bursu aliyorum.,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,koc universitesi-anadolu bursiyerligi bursu kipas-calisan cocugu bursu,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kizilay,800
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,sev vakfi kyk bursu,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,bilkent universitesi,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,genclik ve spor bakanlig,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,devlet,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,800
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,ibb,Null
100.0,1,1,devlet,500
100.0,1,1,devlet,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk-burs,800
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,turkiye teknoloji takimi,500
100.0,1,0,Null,500
100.0,1,0,Null,Null
100.0,1,1,ihsan arslan vakfi,Null
100.0,1,1,genclik ve spor bakanlig,500
100.0,1,1,kyk ogrenim bursu,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,devlet,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,Null,Null
100.0,1,0,Null,Null
100.0,1,1,milli sporcu bursu aliyorum. genclik spor bakanligindan,500
100.0,1,1,kyk,500
100.0,1,1,basbakanlik geri bursu,500
100.0,1,1,gsb kyk,500
100.0,1,1,bilkent universitesi: kapsamli burs,500
100.0,1,0,Null,Null
100.0,1,1,kredi yurtlar kurumu yks ustun basari bursu,500
100.0,1,0,Null,Null
100.0,1,1,devlet,500
100.0,1,1,kyk,500
100.0,1,1,devlet,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,evet,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,ozyegin universitesi kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,ibb,800
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kredi yurtlar ku,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk ( kredi ve yurtlar kurumu ),500
100.0,1,0,Null,Null
100.0,1,0,Null,800
100.0,1,1,kyk,500
100.0,1,1,Null,500
100.0,1,1,basbakanlik bu,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,devlet,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,ibn hladun universitesi,500
100.0,1,0,Null,Null
100.0,1,1,kredili yurtlar kurumu,500
100.0,1,1,meb,500
100.0,1,0,Null,Null
100.0,1,1,kyk ogrenim bursu,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,yuksekogrenim kredi ve yurtlar kurumu,500
100.0,1,1,ibb,800
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,devlet,500
100.0,1,0,Null,Null
100.0,1,1,kyk turgev,500
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,gsb,500
100.0,1,1,istanbul buyuksehir belediyesi,Null
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk bursu aliyorum.,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,ibb genc universiteli bursu,Null
100.0,1,1,devlet,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,sabanci universitesi (ustun basari bursu),500
100.0,1,0,Null,Null
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk,500
100.0,1,1,kyk kredi,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,bilkent universitesi,500
100.0,1,1,devlet kurumu,500
100.0,1,0,Null,Null
100.0,1,1,kyk-burs,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,kyk'den geri odemeli burs,500
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,0,Null,Null
100.0,1,1,bakanlik,500
100.0,1,0,Null,Null
100.0,1,1,universitemden ve kyk'den burs aliyorum.,500
