id,Basvuru Yili,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",Lise Adi,Lise Sehir,Lise Turu,Lise Mezuniyet Notu,Anne Egitim Durumu,Anne Calisma Durumu,Baba Egitim Durumu,Baba Calisma Durumu,Kardes Sayisi,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Baska Kurumdan Aldigi Burs Miktari,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Aktif olarak bir STK üyesi misiniz?
75,2014,Kadın,8/26/1993,Bartın,Bartın,TOBB EKONOMİ VE TEKNOLOJİ,Özel,İşletme,3,3.61,Hayır,,Anadolu Öğretmen Lisesi,Bartın,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Evet,850 TL,,,Hayır,Hayır
76,2014,Erkek,1/26/1994,Fatih/İstanbul,İstanbul,BEYKENT ÜNİVERSİTESİ,Özel,Enerji Sistemleri Mühendisliği-İşletme MühendisliğiÇAP,3,2.01,Hayır,,Fahreddin Kerim Gökay Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,İlkokul Mezunu,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
77,2014,Kadın,2/3/1995,istanbul,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,rehberlik ve psikolojik danismanlik,1,2.78,Hayır,,ergun oner mehmet oner anadolu lisesi,istanbul,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
78,2014,Kadın,6/29/1994,Karaman,İstanbul,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Hukuk,2,3.73,Hayır,,Şehit Ali Er Anad. L.,Aksaray,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Hayır,1.0,100.0,Evet,Evet,500 TL,,,Evet,Evet
79,2014,Erkek,10/21/1990,Istanbul,,YEDİTEPE ÜNİVERSİTESİ,Özel,Halkla iliskiler ve tanitim,2,3.45,Hayır,,Kadikoy lisesi,Istanbul,Düz lise,3.00-2.50,Lise,Emekli,Lise,Hayır,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
80,2014,Erkek,4/24/1992,İzmir,İzmir,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,İşletme,2,3.9,Hayır,,İzmir Atatürk Lisesi,İzmir,Anadolu lisesi,3.50-3,Lise,Emekli,Lise,Emekli,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
81,2014,Kadın,1/2/1989,Zile,Girne,GİRNE AMERİKAN ÜNİVERSİTESİ,Özel,Halkla İlişkiler,4,2.06,Evet,,Zile Dinçerler Lisesi,Zile,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Lise,Emekli,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
82,2014,Kadın,6/12/1995,Van,İstanbul,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,2,2.45,Hayır,,Özel 2023 Tercüman Anadolu Lisesi,İstanbul,Özel lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
83,2014,Kadın,1/8/1992,Samsun,İstanbul,ATILIM ÜNİVERSİTESİ,Özel,Endustri Muhendisliği - Otomotiv MuhendisliğiYan Dal,4,3.94,Hayır,,Canik Anadolu Lisesi,Samsun,Anadolu lisesi,3.00 - 4.00,Lise,Evet,Lise,Evet,1.0,100.0,Evet,Evet,300 TL,,,Evet,Hayır
84,2014,Kadın,4/12/1994,Bingöl,Bingöl,HASAN KALYONCU ÜNİVERSİTESİ,Özel,Psikoloji,2,3.47,Hayır,,Mehmet Akif ersoy Anadolu lisesi,Bingöl,Anadolu lisesi,3.00 - 4.00,Üniversite,Hayır,Lise,Emekli,4.0,100.0,Hayır,Evet,300 tl,,,Hayır,Evet
85,2014,Kadın,1/1/1993,OSMANGAZİ,,İHSAN DOĞRAMACI BİLKENT,Özel,İKTİSAT,3,2.75,Hayır,,ULUBATLI HASAN ANADOLU LİSESİ,BURSA,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Ortaokul Mezunu,,1.0,100.0,Evet,Evet,AYLIK 280 TL,,,Evet,Hayır
86,2014,Kadın,1/24/1994,Mersin,Mersin,ZİRVE ÜNİVERSİTESİ,Özel,Endüstri Mühendisliği,2,3.42,Hayır,,Yusuf Kalkavan Anadolu Lisesi,Mersin,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,,,,100.0,Evet,Hayır,,,,,
87,2014,Kadın,10/25/1994,Van,İstanbul,ÜSKÜDAR ÜNİVERSİTESİ,Özel,Psikoloji,2,3.4,Hayır,,Özel Derya Öncü Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00-2.50,Yüksek Lisans / Doktora,Evet,Yüksek Lisans / Doktora,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Evet
88,2014,Kadın,3/20/1993,Konak/İZMİR,İZMİR,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,İşletme / Psikoloji Çift Anadal,3,3.31,Hayır,,Konak Anadolu Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,Yüksek Lisans / Doktora,Evet,Üniversite,Emekli,1.0,100.0,Evet,Evet,430,,,Evet,Evet
89,2014,Erkek,8/30/1993,ELAZIĞ,Antalya,BEYKENT ÜNİVERSİTESİ,Özel,İnşaat Muhendisliği-İşletme muhendisliğiÇAP,3,3.09,Hayır,,ANTALYA ANADOLU LİSESi,ANTALYA,Anadolu lisesi,3.00-2.50,Üniversite,Emekli,Üniversite,Emekli,3.0,100.0,Evet,Hayır,,,,Evet,Evet
90,2014,Kadın,18 Mayis 1993,FATİH/İSTANBUL,İstanbul,BEYKENT ÜNİVERSİTESİ,Özel,ENDÜSTRİ MÜHENDİSLİĞİ,3,3.82,Hayır,,ŞEHREMİNİ ANADOLU LİSESİ,İSTANBUL,Anadolu lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,İlkokul Mezunu,Hayır,4.0,100.0,Evet,Hayır,,,,Evet,Hayır
91,2014,Erkek,9/5/1992,Giresun,İstanbul,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,3,3.01,Hayır,,Bafra Anadolu Lisesi,Samsun / Bafra,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
92,2014,Erkek,9/22/1995,Ankara,İstanbul,ÇANKAYA ÜNİVERSİTESİ,Özel,ingilizce işletme,1,3.52,Hayır,,açıköğretim lisesi,ankara,Düz lise,3.00-2.50,Lise,Evet,Yüksek Lisans / Doktora,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Evet
93,2014,Erkek,8/24/1992,Çanakkale,İstanbul,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Elektrik Elektronik Mühendisliği,4,3.08,Hayır,,Sırrı Yırcalı Anadolu Lisesi,Balıkesir,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Yüksek Lisans / Doktora,Evet,0.0,100.0,Evet,Evet,300,,,Hayır,Hayır
94,2014,Kadın,6/30/1992,Ordu/Gölköy,,YENİ YÜZYIL ÜNİVERSİTESİ,Özel,Siyaset Bilimi ve Uluslararası İlişkiler,3,2.16,Hayır,,Behçet Kemal Çağlar Anadolu Lisesi,istanbul,Düz lise,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,2.0,100.0,Evet,Evet,300,,,Hayır,Hayır
95,2014,Kadın,10 Kasim 1992,Osmancık/ÇORUM,İSTANBUL,YEDİTEPE ÜNİVERSİTESİ,Özel,Biyomedikal mühendisliği,3,2.31,Hayır,,Hacı Ömer Tarman Anadolu Lisesi,ANKARA,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
96,2014,Erkek,9/18/1991,BALIKESİR,ANKARA,İHSAN DOĞRAMACI BİLKENT,Özel,MATEMATİK,2,2.75,Hayır,,BALIKESİR SIRRI YIRCALI ANADOLU LİSESİ,BALIKESİR,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,,,,100.0,Evet,Hayır,,,,,
97,2014,Erkek,4/21/1989,bakırköy / istanbul,İstanbul,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,işletme ingilizce,4,2.59,Evet,,beylikdüzü 75.yıl cumhuriyet lisesi,istanbul,Düz lise,2.50 ve altı,Ortaokul Mezunu,Hayır,Lise,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
98,2014,Erkek,8/16/1994,Kayseri,KAYSERİ,NUH NACİ YAZGAN ÜNİVERSİTESİ,Özel,İşletme,1,3.69,Hayır,,Kayseri Anadolu Lisesi,Kayseri,Anadolu lisesi,3.50-3,Lise,Hayır,İlkokul Mezunu,Hayır,1.0,100.0,evet,Hayır,,,,Hayır,Hayır
99,2014,Erkek,3/14/1990,Bursa,BURSA,BAŞKENT ÜNİVERSİTESİ,Özel,Hemşirelik Ve Sağlık Hizmetleri,4,2.76,Hayır,,Mudanya Sami Evkuran Anadolu Lisesi,Bursa,Anadolu lisesi,3.50-3,Lise,Hayır,Üniversite,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Evet
100,2014,Erkek,8/28/1995,Altındağ,İstanbul,MELİKŞAH ÜNİVERSİTESİ,Özel,İktisat,1,2.8,Hayır,,Samanyolu Koleji,Ankara,Özel lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
101,2014,Erkek,24 Mayis 1994,çankırı,İstanbul,İSTANBUL TİCARET ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,2,2.11,Hayır,,Gediktaş lisesi,istanbul,Düz lise,3.00 - 4.00,İlkokul Mezunu,Hayır,Ortaokul Mezunu,Emekli,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
102,2014,Erkek,1 Aralik 1994,Turgutlu-Manisa,Manisa,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Halkla İlişkiler ve Reklamcılık,Hazırlık,3.35,Hayır,,Turgutlu Senem Aka Anadolu Lisesi,Manisa-Turgutlu,Anadolu lisesi,3.50-3,Lise,Evet,İlkokul Mezunu,Hayır,1.0,100.0,evet,Hayır,,,,Hayır,Evet
103,2014,Erkek,1 Aralik 1994,Turgutlu-Manisa,,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Halkla İlişkiler ve Reklamcılık,Hazırlık,3.32,Hayır,,Turgutlu Senem Aka Anadolu Lisesi,Manisa-Turgutlu,Anadolu lisesi,3.50-3,Lise,Evet,İlkokul Mezunu,Hayır,1.0,100.0,evet,Hayır,,,,Hayır,Evet
104,2014,Kadın,2/3/1994,Soma,İstanbul,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,Ekonomi ve finans,3,3.84,Hayır,,Soma anadolu öğretmen lisesi,Soma,Anadolu lisesi,3.00-2.50,Lise,Hayır,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
105,2014,Kadın,11 Aralik 1993,sivas,İstanbul,YENİ YÜZYIL ÜNİVERSİTESİ,Özel,iş sağlığı ve güvenliği,3,3.02,Hayır,,intaş,istanbul,Düz lise,3.50-3,İlkokul Mezunu,Hayır,Ortaokul Mezunu,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
106,2014,Kadın,3/17/1992,Ankara,,UFUK ÜNİVERSİTESİ,Özel,Hukuk,3,2.6,Hayır,,Selahattin Akbilek Lisesi,Ankara,Düz lise,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,4.0,100.0,Hayır,Hayır,,,,Evet,Hayır
107,2014,Kadın,7/12/1990,Kütahya-Simav,İstanbul,İHSAN DOĞRAMACI BİLKENT,Özel,Siyaset Bilimi ve Kamu Yönetimi,4,3.9,Hayır,,Ortaklar Anadolu Öğretmen Lisesi,Aydın,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,,,,100.0,Evet,Hayır,,,,,
108,2014,Kadın,8/22/1995,bursa,BURSA,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,İŞLETME-EKONOMİ,Hazırlık,3.3,Hayır,,bursa atatürk anadolu lisesi,bursa,Anadolu lisesi,3.00 - 4.00,Ortaokul Mezunu,Evet,,,,100.0,Evet,Hayır,,,,,
109,2014,Kadın,28 Kasim 1995,Erzurum,İzmir,YEDİTEPE ÜNİVERSİTESİ,Özel,Tarih,hazırlık,3.46,Hayır,,Mahmut Arslan Anadolu Lisesi,Mersin,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Hayır,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
110,2014,Kadın,6/14/1992,Aliağa,İstanbul,OKAN ÜNİVERSİTESİ,Özel,Bankacılık ve Finans İngilizce,3,2.76,Hayır,,Gülizar Zeki Obdan Anadolu Lisesi,Istanbul,Düz lise,3.00-2.50,Eğitim Yok,Hayır,Eğitim Yok,Emekli,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
111,2014,Kadın,10/20/1993,samsun,Samsun,CANİK BAŞARI ÜNİVERSİTESİ,Özel,psikoloji,2,2.96,Hayır,,samsun cumhuriyet lisesi,samsun,Düz lise,3.00-2.50,Lise,Hayır,Lise,Emekli,1.0,100.0,Hayır,Hayır,,,,Evet,Hayır
112,2014,Kadın,16 Mayis 1995,İZMİR-KONAK,GÖLCÜK,SABANCI ÜNİVERSİTESİ,Özel,YÖNETİM BİLİMLERİ,1,3.77,Hayır,,ÖZEL ERKUL TUNAGÜR FEN LİSESİ,KOCAELİ,Fen lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,3.0,100.0,Evet,Evet,500 TL,,,Evet,Hayır
113,2014,Kadın,18 Kasim 1995,İzmir / Konak,,İZMİR ÜNİVERSİTESİ,Özel,görsel İletişim Tasarımı,2,2.93,Hayır,,Buca kız teknik ve meslek lisesi,İzmir,Meslek lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,,100.0,Evet,Hayır,,,,Hayır,Hayır
114,2014,Kadın,2/24/1994,ankara,İstanbul,ÇANKAYA ÜNİVERSİTESİ,Özel,psikoloji,2,3.09,Hayır,,kırkkonaklar anadolu lisesi,ankara,Anadolu lisesi,3.00 - 4.00,Üniversite,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Evet
115,2014,Kadın,18 Kasim 1995,Samsun,İstanbul,KADİR HAS ÜNİVERSİTESİ,Özel,enerji sistemleri mühendisliği,1,3.82,Hayır,,ataköy cumhuriyet Anadolu lisesi,istanbul,Anadolu lisesi,3.50-3,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Evet
116,2014,Kadın,2/4/1994,karabük,,BEYKENT ÜNİVERSİTESİ,Özel,hukuk,3,3.13,Hayır,,karabük anadolu öğretmen lisesi,karabük,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
117,2014,Kadın,2/18/1993,Bursa,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Uluslarası İlişkiler - İktisat Çift Anadal Programı,3,3.33,Hayır,,Özel Nilüfer Rafet Kahraman Anadolu Lisesi,Bursa,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,1.0,100.0,Evet,Evet,1000 TL,,,Evet,Hayır
118,2014,Kadın,4/10/1992,Beyoğlu,İstanbul,BEYKENT ÜNİVERSİTESİ,Özel,"Matematik-Bilgisayar,Bilgisayar Mühendisliği",3,3.28,Hayır,,Güner Akın,İstanbul,Düz lise,3.50-3,İlkokul Mezunu,Evet,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
119,2014,Kadın,3/17/1992,Konya,,İHSAN DOĞRAMACI BİLKENT,Özel,Elektrik-Elektronik Mühendisliği,4,3.45,Hayır,,Meram Fen Lisesi,Konya,Fen lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Evet,1.0,100.0,Evet,Evet,900 TL,,,Evet,Evet
120,2014,Kadın,8/16/1991,Bilecik,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,Halkla İlişkiler Tanıtım,4,3.95,Hayır,,Ertuğrulgazi Lisesi,Bilecik,Düz lise,3.00 - 4.00,Lise,Hayır,Lise,Evet,3.0,100.0,Evet,Evet,300 LİRA,,,Evet,Evet
121,2014,Kadın,6/11/1994,Konya,İstanbul,ÇANKAYA ÜNİVERSİTESİ,Özel,Uluslararası Ticaret,1,2.96,Hayır,,Vali Vecdi Gönül Anadolu Lisesi,Izmir,Anadolu lisesi,3.00 - 4.00,Eğitim Yok,Hayır,Ortaokul Mezunu,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
122,2014,Kadın,25 Aralik 1995,Şişli/İSTANBUL,İstanbul,İSTANBUL ESENYURT ÜNİVERSİTESİ,Özel,Uluslararası Ticaret,1,3.44,Hayır,,Fatih Vatan Lisesi,İstanbul,Düz lise,3.50-3,İlkokul Mezunu,Hayır,,,,100.0,Hayır,Hayır,,,,,
123,2014,Kadın,10/21/1993,Kartal/Istanbul,Antalya,ULUSLARARASI ANTALYA ÜNİVERSİTESİ,Özel,Ekonomiİngilizce,1,3.25,Hayır,,Prof. Dr. Mümtaz Turhan Sosyal Bilimler Lisesi,İstanbul,Fen lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
124,2014,Kadın,5 Mayis 1994,Istanbul,İstanbul,MALTEPE ÜNİVERSİTESİ,Özel,Psikoloji,3,3.21,Hayır,,Süleyman Nazif Anadolu Lisesi,Istanbul,Anadolu lisesi,3.50-3,Eğitim Yok,Hayır,İlkokul Mezunu,Hayır,0.0,100.0,Evet,Evet,300 TL,,,Hayır,Hayır
125,2014,Erkek,4/11/1987,İSTANBUL - ŞİŞLİ,İstanbul,İSTANBUL KAVRAM MESLEK,Özel,BANKACILIK VE SİGORTACILIK,2,3.13,Hayır,,BEŞİKTAŞ ANADOLU LİSESİ,İSTANBUL - BEŞİKTAŞ,Anadolu lisesi,3.50-3,Ortaokul Mezunu,Hayır,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Hayır,Evet
126,2014,Erkek,1 Mayis 1991,siirt,İstanbul,YENİ YÜZYIL ÜNİVERSİTESİ,Özel,biyomedikal mühendisliği,3,2.64,Hayır,,ataköy cumhuriyet lisesi,istanbul,Düz lise,3.00 - 4.00,Eğitim Yok,Hayır,,,,100.0,Evet,Hayır,,,,,
127,2014,Erkek,1/1/1992,Bornova/İzmir,İstanbul,KADİR HAS ÜNİVERSİTESİ,Özel,Enformasyon Teknolojileri,4,3.28,Hayır,,Bornova Anadolo Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
128,2014,Erkek,10/15/1993,İzmir- Konak,İZMİR,İHSAN DOĞRAMACI BİLKENT,Özel,Endüstri Mühendisliği,3,2.46,Hayır,,İzmir Fen Lisesi,İzmir,Fen lisesi,3.50-3,Lise,Hayır,Üniversite,Emekli,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
129,2014,Kadın,4 Kasim 1992,ANKARA,Ankara,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Uluslararası İlişkiler/ yandal-İktisat,3,3.52,Hayır,,Gazi Koleji,Ankara,Özel lisesi,3.00-2.50,Lise,Evet,Üniversite,Emekli,0.0,100.0,Evet,Hayır,,,,Hayır,Hayır
130,2014,Kadın,8 Kasim 1995,ankara,İstanbul,OKAN ÜNİVERSİTESİ,Özel,rehberlik ve psikolojik danismanlik,1,3.06,Hayır,,Levent aydin anadolu lisesi,Antalya,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Emekli,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
131,2014,Erkek,8 Kasim 1993,Kağızman/KARS,İstanbul,FATİH ÜNİVERSİTESİ,Özel,Hukuk,2,2.89,Hayır,,Özel Darıca Fatih Anadolu Lisesi,Kocaeli,Özel lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
132,2014,Erkek,8/6/1995,Tavşanlı-Kütahya,İstanbul,İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,Özel,Uluslararası Ticaret,1,3.92,Hayır,,Tavşanlı İMKB Anadolu Öğretmen Lisesi,Kütahya,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Ortaokul Mezunu,Evet,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
133,2014,Kadın,1/24/1994,Ankara,İstanbul,KOÇ ÜNİVERSİTESİ,Özel,Kimya ve Biyoloji Mühendisliği,2,3.56,Hayır,,Arı Fen Lisesi,Ankara,Fen lisesi,3.00 - 4.00,Yüksek Lisans / Doktora,Emekli,,,,100.0,Hayır,Hayır,,,,,
134,2014,Erkek,6/5/1992,DİYARBAKIR,İstanbul,YAKIN DOĞU ÜNİVERSİTESİ,Özel,Sağlık Kurumları Yönetimi,2,2.69,Hayır,,Ahmet Buhan Lisesi,İstanbul,Düz lise,3.00-2.50,Eğitim Yok,Hayır,Eğitim Yok,Evet,5.0,100.0,Evet,Evet,365,,,Evet,Hayır
135,2014,Kadın,30 Mayis 1993,diyarbakir,Diyarbakır,BAŞKENT ÜNİVERSİTESİ,Özel,Dis hekimligi,3,3.95,Hayır,,nevzat Ayaz anadolu lisesi,diyarbakir,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Ortaokul Mezunu,Evet,4.0,100.0,evet,Hayır,,,,Hayır,Hayır
136,2014,Kadın,1/8/1991,Altındağ-Ankara,Ankara,İHSAN DOĞRAMACI BİLKENT,Özel,Hukuk,3,2.25,Hayır,,Ankara Anadolu Lisesi,Ankara,Anadolu lisesi,3.50-3,Lise,Hayır,Lise,Emekli,1.0,100.0,Hayır,Hayır,,,,Evet,Evet
137,2014,Kadın,3/24/1993,İzmir,,YAŞAR ÜNİVERSİTESİ,Özel,Halkla İlişkiler ve Reklamcılık,3,2.53,Evet,,Karşıyaka Anadolu İletişim Meslek Lisesi,İzmir,Meslek lisesi,3.50-3,Üniversite,Evet,Ortaokul Mezunu,Emekli,0.0,100.0,Evet,Hayır,,,,Evet,Hayır
138,2014,Kadın,4/2/1993,Ankara,,ÇANKAYA ÜNİVERSİTESİ,Özel,Makine Mühendisliği,3,2.1,Hayır,,Kırkkonaklar Anadolu Lisesi,Ankara,Anadolu lisesi,3.00 - 4.00,Üniversite,Emekli,,,,100.0,Evet,Hayır,,,,,
139,2014,Kadın,9/28/1993,Çankaya,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Endüstri mühendisliği,3,2.07,Hayır,,Hacı Ömer Tarman Anadolu Lisesi,Ankara,Anadolu lisesi,3.50-3,Lise,Hayır,Lise,Emekli,3.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
140,2014,Kadın,2/5/1993,Balikesir,İzmir,GİRNE AMERİKAN ÜNİVERSİTESİ,Özel,mimarlik,2,2.73,Hayır,,milli piyango anadolu lisesi,izmir,Anadolu lisesi,3.00-2.50,İlkokul Mezunu,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
141,2014,Erkek,1/24/1992,istanbul,istanbul,FATİH ÜNİVERSİTESİ,Özel,ekonomi,4,3.26,Hayır,,eyup anadolu lisesi,istanbul,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
142,2014,Erkek,4/20/1992,İstanbul,İstanbul,KOÇ ÜNİVERSİTESİ,Özel,Ekonomi,3,2.26,Hayır,,Cağaloğlu Anadolu Lisesi,İstanbul,Anadolu lisesi,3.50-3,Ortaokul Mezunu,Hayır,İlkokul Mezunu,Emekli,2.0,100.0,evet,Hayır,,,,Evet,Hayır
143,2014,Kadın,1/1/1993,Adıyaman,,FATİH ÜNİVERSİTESİ,Özel,Siyaset bilimi ve kamu yönetimi,3,3.03,Hayır,,Gemlik lisesi,Bursa,Düz lise,3.50-3,Ortaokul Mezunu,Hayır,Lise,Evet,2.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
144,2014,Erkek,6/15/1993,Vize Kırklareli,Kırklareli,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Bilgisayar ve Eğitim Teknolojileri Öğretmenliği,3,2.83,Hayır,,Lüleburgaz Anadolu Teknik Lisesi,Kırklareli,Meslek lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,Lise,Evet,,100.0,Evet,Evet,"500TL, 300TL",,,Evet,Hayır
145,2014,Erkek,6/6/1993,"Yenimahalle, Ankara",Ankara,İHSAN DOĞRAMACI BİLKENT,Özel,Bilgisayar Mühendisliği,3,2.63,Hayır,,Özel Bilkent Lisesi,Ankara,Özel lisesi,3.00 - 4.00,Üniversite,Emekli,,,,100.0,Hayır,Hayır,,,,,
146,2014,Erkek,10/1/1995,Nazilli / Aydın,İstanbul,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,Televizyon Haberciliği ve Programcılığı,2,2.03,Hayır,,Açık Öğretim Lisesi,Nazilli / Aydın,Düz lise,3.00 - 4.00,Lise,Hayır,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
147,2014,Kadın,2/20/1989,Bursa,Ankara,TOBB EKONOMİ VE TEKNOLOJİ,Özel,İngiliz Dili veEdebiyatı,3,3.04,Hayır,,Tekirdağ Anadolu Lisesi,Tekirdağ,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,1.0,100.0,Evet,Evet,850 TL,,,Hayır,Hayır
148,2014,Kadın,3/2/1995,Erzurum,Istanbul,OKAN ÜNİVERSİTESİ,Özel,Mimarlık,1,3.78,Hayır,,Suleyman demirel anadolu lisesi,Aydın,Anadolu lisesi,3.00 - 4.00,Lise,Evet,Lise,Evet,,100.0,Evet,Hayır,,,,Evet,Evet
149,2014,Erkek,6 Mayis 1991,Elmali/ Antalya,,YEDİTEPE ÜNİVERSİTESİ,Özel,Uluslararasi Isletme Yonetimi,4,2.85,Hayır,,KARATAY LISESI,ANTAYA,Düz lise,3.00 - 4.00,Lise,Hayır,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
150,2014,Kadın,7/20/1993,Manisa,İstanbul,BEYKENT ÜNİVERSİTESİ,Özel,Psikoloji,4,2.02,Hayır,,Dündar Çiloğlu Anadolu Lisesi,Manisa,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,Üniversite,Emekli,0.0,100.0,Evet,Hayır,,,,Hayır,Hayır
151,2014,Kadın,9/18/1993,Elazığ,Antalya,GEDİZ ÜNİVERSİTESİ,Özel,Psikoloji,2,2.64,Hayır,,Atatürk Anadolu Lisesi,Antalya,Anadolu lisesi,3.50-3,Üniversite,Emekli,Üniversite,Emekli,1.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
