Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu,300 tl
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,eskisehir sanayi odasi,200 tl/ay
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kykbasbakanlik kredi yurtlar kurumu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,kyk,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,anadolu vakfi,4 yil
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,basbakanlik bursu,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,kre,
0.0,evet,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi ve yurtlar kurumu,300tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,evet,kyk,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk yuksek ogrenim kredi ve yurtlar kurumu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,basbakanlik,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,korfez belediyesi,100
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,kredi ve yurtlar kurumu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,bir dernekten,100 tl
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,kyk,300 tl
0.0,hayir,hayir,,
0.0,hayir,evet,kyk bursu aliyorum,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,mugla/mentese belediyesi,100 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,basbakanlik bursu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk bursu,300
0.0,evet,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk ilk yuz bursu,840 lira
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi ve yurtlar kurumu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,sosyal yardimlasma dernegi,100 tl
0.0,hayir,hayir,,
0.0,hayir,evet,devlet bursu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,"kredi ve yurtlar kurumu, basbakanlik bursu",300 tl
0.0,evet,evet,kyk,300 ?
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,basbakanlik bursu,300 tl
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,ozel bir sirketten,100
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu bursu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,ito,250 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,basbakanlik bursu,280
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,evet,basbakanlik bursu,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,devlet bursu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu,300 tl
0.0,hayir,hayir,,
0.0,hayir,evet,turk egitim vakfi,400 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,evet,kyk,300tl
0.0,hayir,hayir,,
0.0,evet,evet,kyk,300 tl
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300 tl
0.0,hayir,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu,300 tl
0.0,hayir,hayir,,
0.0,hayir,evet,duduoglu celik dokum,100 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi ve yurtlar kurumu,300 tl
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,evet,hayir,,
0.0,hayir,evet,devlet bursu karsi odemeli,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,evet,toplum gonulluleri vakfi,175
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,shcek,210
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,sabanci vakfi,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,toplum gonulluleri vakfi,200 tl
0.0,hayir,evet,samiye naim egitim vakfi,100tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300
0.0,evet,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,basbakanlik bursu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,bifa biskuvi a.s,200 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300 tl
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,devlet,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300 tl
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,evet,evet,devlet,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,tareksav,150tl
0.0,evet,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu,300 tl
0.0,evet,evet,tev,400 tl
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300 tl
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,kyk,300
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,devlet kredisi,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,devlet,300
0.0,hayir,hayir,,
0.0,evet,evet,basbakanlik,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,kyk,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,basbakanlik,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,sabanci vakfi,400
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,tev,370
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,aguv,400tl 9ay
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,basbakanlik bursu,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,toplum gonulluleri vakfi,175 tl
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,toplum gonulluleri vakfi,200
0.0,hayir,evet,kyk bursu,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk dan ogrenim kredisi aliyorum.,300 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,kyk,300
0.0,hayir,evet,devlet,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,darussafaka cemiyetibasari bursu,220 tl
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,evet,toplum gonulluleri vakfi,300
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,evet,evet,kredi kurtlar kurumu,300
0.0,hayir,hayir,,
0.0,evet,hayir,,
0.0,hayir,evet,kredi yurtlar kurumu,900 tl aylik
0.0,hayir,hayir,,
0.0,hayir,hayir,,
0.0,hayir,hayir,,
