Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
2015,28.0,kadin,1996/02/15,kayseri,kayseri
2015,28.0,kadin,1991/09/01,sakarya,istanbul
2015,28.0,kadin,1996/07/20,nigde,bursa
2015,28.0,kadin,1993/09/11,adana,adana
2015,28.0,kadin,1994/08/30,bursa,bartin
2015,28.0,kadin,1992/11/13,izmir,izmir
2015,28.0,kadin,1993/09/11,samsun,izmir
2015,28.0,kadin,1996/03/01,izmir,izmir
2015,28.0,erkek,1994/07/25,istanbul,trabzon
2015,28.0,kadin,1996/09/11,hatay,hatay
2015,28.0,kadin,1996/08/02,sakarya,sakarya
2015,28.0,erkek,1996/08/05,karabuk,karabuk
2015,28.0,erkek,1996/07/17,bursa,yalova
2015,28.0,kadin,1993/04/02,balikesir,balikesir
2015,28.0,erkek,1992/10/10,adiyaman,aydin
2015,28.0,erkek,1994/07/12,diyarbakir,diyarbakir
2015,28.0,kadin,1995/01/01,mus,adiyaman
2015,28.0,erkek,1993/01/01,istanbul,istanbul
2015,28.0,erkek,1993/12/27,istanbul,isparta
2015,28.0,kadin,1996/01/02,bursa,gumushane
2015,28.0,erkek,1996/06/20,istanbul,istanbul
2015,28.0,erkek,1994/05/20,,ankara
2015,28.0,erkek,1993/01/03,adiyaman,bursa
2015,28.0,erkek,1996/04/29,tokat,konya
2015,28.0,erkek,1995/04/15,diyarbakir,hakkari
2015,28.0,kadin,1994/07/16,sinop,sinop
2015,28.0,erkek,1992/07/23,kayseri,kayseri
2015,28.0,kadin,1996/01/15,diyarbakir,diyarbakir
2015,28.0,erkek,1992/11/19,istanbul,istanbul
2015,28.0,kadin,1995/04/05,istanbul,istanbul
2015,28.0,erkek,1996/03/11,konya,yalova
2015,28.0,erkek,1991/10/12,mersin,kutahya
2015,28.0,kadin,1994/11/18,ankara,ankara
2015,28.0,erkek,1994/08/28,diyarbakir,izmir
2015,28.0,kadin,1992/07/31,,
2015,28.0,kadin,1992/11/22,istanbul,yalova
2015,28.0,erkek,1991/10/01,istanbul,istanbul
2015,28.0,kadin,1995/09/02,yalova,yalova
2015,28.0,kadin,1991/08/29,izmir,denizli
2015,28.0,erkek,1995/03/03,erzurum,erzurum
2015,28.0,erkek,1996/01/01,malatya,istanbul
2015,28.0,erkek,1993/10/10,van,mugla
2015,28.0,erkek,1995/05/17,balikesir,istanbul
2015,28.0,kadin,1995/03/19,gaziantep,gaziantep
2015,28.0,erkek,1996/01/01,mersin,yalova
2015,28.0,kadin,1995/01/20,istanbul,istanbul
2015,28.0,erkek,1992/11/25,aksaray,antalya
2015,28.0,erkek,1991/03/17,isparta,istanbul
2015,28.0,kadin,1993/01/15,mus,istanbul
2015,28.0,erkek,1993/05/29,istanbul,istanbul
2015,28.0,kadin,1993/09/28,istanbul,istanbul
2015,28.0,kadin,1993/11/23,istanbul,osmaniye
2015,28.0,erkek,1995/02/05,balikesir,kocaeli
2015,28.0,erkek,1992/01/04,denizli,istanbul
2015,28.0,erkek,1994/03/04,istanbul,istanbul
2015,28.0,erkek,1995/01/18,trabzon,trabzon
2015,28.0,erkek,1995/11/16,bursa,istanbul
2015,28.0,erkek,1994/03/08,erzincan,antalya
2015,28.0,erkek,1994/11/26,istanbul,istanbul
2015,28.0,erkek,1995/10/18,gaziantep,manisa
2015,28.0,kadin,1993/04/27,izmir,izmir
2015,28.0,kadin,1991/05/05,izmir,ankara
2015,28.0,kadin,1997/09/02,erzurum,istanbul
2015,28.0,erkek,1994/01/03,manisa,ankara
2015,28.0,kadin,1995/10/11,adana,karabuk
2015,28.0,kadin,1995/11/29,istanbul,istanbul
2015,28.0,kadin,1993/10/01,batman,batman
2015,28.0,kadin,1995/06/04,sivas,istanbul
2015,28.0,kadin,1995/03/04,istanbul,istanbul
2015,28.0,erkek,1994/06/01,sakarya,sakarya
2015,28.0,kadin,1996/06/04,balikesir,balikesir
2015,28.0,kadin,1995/05/20,hatay,tekirdag
2015,28.0,erkek,1997/01/02,kars,giresun
2015,28.0,erkek,1996/03/05,tekirdag,tekirdag
2015,28.0,kadin,1995/02/06,denizli,ankara
2015,28.0,kadin,1995/10/02,malatya,ankara
2015,28.0,kadin,1994/10/29,kayseri,kayseri
2015,28.0,erkek,1994/09/27,kocaeli,kocaeli
2015,28.0,erkek,1993/12/05,giresun,ankara
2015,28.0,erkek,1995/07/29,samsun,izmir
2015,28.0,erkek,1993/09/30,antalya,manisa
2015,28.0,erkek,1994/10/05,sanliurfa,karabuk
2015,28.0,kadin,1994/01/16,istanbul,istanbul
2015,28.0,erkek,1994/03/29,malatya,istanbul
2015,28.0,kadin,1995/04/01,batman,batman
2015,28.0,kadin,1995/08/29,gaziantep,mersin
2015,28.0,erkek,1992/01/20,sirnak,istanbul
2015,28.0,erkek,1995/03/01,aksaray,istanbul
2015,28.0,erkek,1995/06/14,yozgat,izmir
2015,28.0,erkek,1996/03/22,nigde,kocaeli
2015,28.0,erkek,1997/03/15,hatay,hatay
2015,28.0,kadin,1994/04/12,istanbul,istanbul
2015,28.0,kadin,1996/08/03,konya,konya
2015,28.0,erkek,1995/01/01,tokat,istanbul
2015,28.0,erkek,1996/10/24,antalya,aydin
2015,28.0,kadin,1996/04/01,yozgat,yozgat
2015,28.0,erkek,1992/03/17,batman,istanbul
2015,28.0,kadin,1995/10/30,kirklareli,izmir
2015,28.0,erkek,1995/12/23,malatya,istanbul
2015,28.0,erkek,1996/03/30,nigde,nigde
2015,28.0,erkek,1996/09/06,istanbul,izmir
2015,28.0,kadin,1994/07/03,osmaniye,eskisehir
2015,28.0,kadin,1992/09/14,ordu,sivas
2015,28.0,kadin,1993/02/02,mugla,kutahya
2015,28.0,kadin,1995/10/27,istanbul,istanbul
2015,28.0,kadin,1991/03/11,istanbul,istanbul
2015,28.0,erkek,1994/05/16,izmir,aydin
2015,28.0,erkek,1993/08/06,batman,antalya
2015,28.0,erkek,1994/07/28,denizli,denizli
2015,28.0,kadin,1994/08/16,samsun,samsun
2015,28.0,erkek,1992/12/18,ankara,ankara
2015,28.0,erkek,1995/01/08,sakarya,sakarya
2015,28.0,kadin,1992/11/11,balikesir,balikesir
2015,28.0,kadin,1995/08/05,tokat,ankara
2015,28.0,kadin,1993/08/05,mardin,mardin
2015,28.0,erkek,1995/07/01,trabzon,ankara
2015,28.0,erkek,1996/10/05,istanbul,istanbul
2015,28.0,erkek,1994/01/27,eskisehir,eskisehir
2015,28.0,erkek,1994/04/28,canakkale,antalya
2015,28.0,erkek,1990/09/17,konya,kayseri
2015,28.0,erkek,1992/07/15,mersin,istanbul
2015,28.0,erkek,1993/11/19,ankara,istanbul
2015,28.0,erkek,1992/12/27,istanbul,istanbul
2015,28.0,erkek,1991/01/14,batman,istanbul
2015,28.0,erkek,1993/06/03,eskisehir,denizli
2015,28.0,erkek,1995/04/04,sivas,sivas
2015,28.0,erkek,1994/11/27,kocaeli,kocaeli
2015,28.0,kadin,1996/06/22,izmir,izmir
2015,28.0,kadin,1993/04/26,konya,denizli
2015,28.0,erkek,1993/06/19,tekirdag,istanbul
2015,28.0,erkek,1992/10/28,agri,istanbul
2015,28.0,kadin,1995/09/09,diyarbakir,diyarbakir
2015,28.0,erkek,1996/01/15,karabuk,karabuk
2015,28.0,kadin,1995/04/10,ankara,ankara
2015,28.0,erkek,1995/01/27,tekirdag,tekirdag
2015,28.0,kadin,1991/11/11,ankara,ankara
2015,28.0,kadin,1995/02/09,kilis,kilis
2015,28.0,erkek,1991/07/11,istanbul,istanbul
2015,28.0,erkek,1996/08/28,manisa,aydin
2015,28.0,kadin,1997/01/01,istanbul,istanbul
2015,28.0,erkek,1993/01/04,mersin,mersin
2015,28.0,kadin,1994/05/27,mersin,mersin
2015,28.0,kadin,1994/03/22,izmir,izmir
2015,28.0,kadin,1997/01/04,ankara,antalya
2015,28.0,kadin,1996/10/31,kirsehir,ankara
2015,28.0,erkek,1996/06/03,zonguldak,zonguldak
2015,28.0,kadin,1994/02/15,mus,konya
2015,28.0,kadin,1995/06/06,mersin,konya
2015,28.0,erkek,1995/01/05,kayseri,konya
2015,28.0,erkek,1990/03/12,kocaeli,kocaeli
2015,28.0,erkek,1994/07/17,igdir,kirsehir
2015,28.0,erkek,1992/05/24,adana,adana
2015,28.0,kadin,1994/12/13,sinop,sinop
2015,28.0,erkek,1995/07/07,erzincan,erzincan
2015,28.0,kadin,1996/11/15,sakarya,sakarya
2015,28.0,erkek,1995/06/10,adiyaman,adiyaman
2015,28.0,erkek,1995/11/20,hatay,hatay
2015,28.0,erkek,1992/06/06,istanbul,istanbul
2015,28.0,erkek,1996/01/02,tokat,tokat
2015,28.0,kadin,1995/01/05,samsun,izmir
2015,28.0,kadin,1995/01/08,bursa,bursa
2015,28.0,kadin,1994/01/01,mardin,antalya
2015,28.0,kadin,1991/06/17,,
2015,28.0,kadin,1995/06/05,aydin,denizli
2015,28.0,kadin,1991/09/29,malatya,malatya
2015,28.0,erkek,1994/12/15,istanbul,istanbul
2015,28.0,erkek,1996/07/08,diyarbakir,diyarbakir
2015,28.0,erkek,1994/03/22,istanbul,istanbul
2015,28.0,kadin,1990/06/06,sivas,sivas
2015,28.0,erkek,1997/01/18,gaziantep,trabzon
2015,28.0,erkek,1990/02/22,elazig,izmir
2015,28.0,erkek,1994/03/10,malatya,izmir
2015,28.0,erkek,1993/08/19,artvin,bursa
2015,28.0,kadin,1994/08/08,gaziantep,gaziantep
2015,28.0,kadin,1995/03/12,mardin,mardin
2015,28.0,erkek,1993/01/05,bingol,istanbul
2015,28.0,erkek,1990/01/01,bitlis,denizli
2015,28.0,erkek,1991/02/24,ankara,ankara
2015,28.0,kadin,1994/04/11,malatya,malatya
2015,28.0,erkek,1995/01/26,izmir,izmir
2015,28.0,erkek,1994/01/15,bursa,izmir
2015,28.0,kadin,1994/05/28,batman,elazig
2015,28.0,kadin,1995/09/16,,burdur
2015,28.0,erkek,1994/01/24,bitlis,istanbul
2015,28.0,kadin,1994/01/05,antalya,antalya
2015,28.0,kadin,1990/02/15,izmir,izmir
2015,28.0,erkek,1995/06/29,istanbul,ankara
2015,28.0,erkek,1996/07/03,ordu,elazig
2015,28.0,erkek,1995/07/02,sivas,sivas
2015,28.0,erkek,1995/04/28,kirklareli,edirne
2015,28.0,kadin,1994/01/09,istanbul,istanbul
2015,28.0,kadin,1992/01/01,diyarbakir,diyarbakir
2015,28.0,erkek,1994/05/20,ankara,ankara
2015,28.0,kadin,1994/05/24,samsun,samsun
2015,28.0,kadin,1994/09/18,istanbul,ankara
2015,28.0,erkek,1993/06/07,istanbul,istanbul
2015,28.0,kadin,1993/09/20,diyarbakir,diyarbakir
2015,28.0,kadin,1995/03/15,ankara,ankara
2015,28.0,kadin,1994/06/11,van,van
2015,27.0,erkek,1993/04/18,istanbul,izmir
2015,27.0,erkek,1995/03/20,bursa,eskisehir
2015,27.0,kadin,1993/04/06,istanbul,istanbul
2015,27.0,erkek,1994/04/25,kayseri,ankara
2015,27.0,kadin,1994/02/01,balikesir,ankara
2015,27.0,erkek,1991/03/24,ankara,trabzon
2015,27.0,erkek,1993/02/12,istanbul,istanbul
2015,27.0,erkek,1993/04/26,balikesir,isparta
2015,27.0,erkek,1995/10/10,bolu,bolu
2015,27.0,erkek,1990/01/07,adana,adana
2015,27.0,kadin,1996/03/07,gaziantep,istanbul
2015,27.0,erkek,1993/01/08,istanbul,istanbul
2015,27.0,erkek,1992/04/29,istanbul,istanbul
2015,27.0,kadin,1996/03/20,balikesir,istanbul
2015,27.0,kadin,1993/07/02,izmir,izmir
2015,27.0,erkek,1994/03/01,isparta,bursa
2015,27.0,erkek,1994/03/11,burdur,eskisehir
2015,27.0,erkek,1994/05/18,istanbul,rize
2015,27.0,erkek,1991/07/24,manisa,eskisehir
2015,27.0,erkek,1993/10/15,igdir,isparta
2015,27.0,erkek,1994/03/15,izmir,istanbul
2015,27.0,erkek,1995/09/22,adana,samsun
2015,27.0,erkek,1993/07/26,mersin,isparta
2015,27.0,erkek,1994/06/27,ordu,kocaeli
2015,27.0,erkek,1990/10/18,mersin,yalova
2015,27.0,kadin,1995/10/16,istanbul,istanbul
2015,27.0,erkek,1995/04/07,yozgat,istanbul
2015,27.0,erkek,1992/02/25,duzce,istanbul
2015,27.0,erkek,1994/10/07,istanbul,istanbul
2015,27.0,erkek,1994/06/09,sinop,sinop
2015,27.0,erkek,1991/04/29,manisa,istanbul
2015,27.0,erkek,1994/06/14,ankara,eskisehir
2015,27.0,kadin,1994/10/25,malatya,ankara
2015,27.0,kadin,1991/06/19,gaziantep,gaziantep
2015,27.0,erkek,1995/01/03,nigde,istanbul
2015,27.0,erkek,1995/10/06,eskisehir,bilecik
2015,27.0,kadin,1993/01/03,sanliurfa,mardin
2015,27.0,kadin,1991/03/07,hatay,hatay
2015,27.0,kadin,1994/06/03,mersin,mersin
2015,27.0,kadin,1996/08/21,izmir,izmir
2015,27.0,erkek,1995/08/14,mersin,mersin
2015,27.0,erkek,1994/03/20,ankara,ankara
2015,27.0,erkek,1995/04/25,istanbul,istanbul
2015,27.0,kadin,1993/01/20,konya,antalya
2015,27.0,erkek,1996/01/03,nigde,istanbul
2015,27.0,kadin,1993/10/24,istanbul,adiyaman
2015,27.0,kadin,1993/06/17,istanbul,istanbul
2015,27.0,erkek,1992/01/19,istanbul,istanbul
2015,27.0,erkek,1995/09/14,isparta,isparta
2015,27.0,erkek,1993/02/07,kocaeli,kocaeli
2015,27.0,erkek,1995/07/31,manisa,istanbul
2015,27.0,erkek,1990/09/21,konya,gaziantep
2015,27.0,kadin,1993/07/12,usak,ankara
2015,27.0,kadin,1994/07/22,elazig,konya
2015,26.0,erkek,1992/07/31,zonguldak,isparta
2015,26.0,erkek,1993/12/26,istanbul,istanbul
2015,26.0,erkek,1995/07/13,izmir,izmir
2015,26.0,kadin,1992/12/23,nigde,ankara
2015,26.0,erkek,1995/03/08,istanbul,istanbul
2015,26.0,erkek,1996/03/23,mardin,mardin
2015,26.0,erkek,1996/05/20,adiyaman,adiyaman
2015,26.0,erkek,1993/04/02,hatay,kocaeli
2015,26.0,kadin,1995/05/16,istanbul,istanbul
2015,26.0,kadin,1993/01/03,manisa,
2015,26.0,kadin,1995/10/27,manisa,istanbul
2015,26.0,erkek,1993/11/30,elazig,elazig
2015,26.0,erkek,1995/09/27,karabuk,aydin
2015,26.0,erkek,1995/12/26,adiyaman,erzurum
2015,26.0,erkek,1992/07/27,diyarbakir,kocaeli
2015,26.0,erkek,1994/03/16,istanbul,istanbul
2015,26.0,kadin,1994/08/05,diyarbakir,trabzon
2015,26.0,erkek,1994/06/08,antalya,antalya
2015,26.0,erkek,1993/06/12,edirne,edirne
2015,26.0,kadin,1990/09/20,karaman,konya
2015,26.0,erkek,1994/01/05,siirt,bursa
2015,26.0,erkek,1992/04/20,istanbul,denizli
2015,26.0,kadin,1996/03/21,antalya,ankara
2015,26.0,kadin,1994/10/29,adana,adana
2015,26.0,kadin,1994/01/05,bursa,bursa
2015,26.0,kadin,1996/07/10,tekirdag,karabuk
2015,26.0,erkek,1994/07/12,istanbul,istanbul
2015,26.0,erkek,1993/10/18,ankara,eskisehir
2015,26.0,kadin,1995/04/12,istanbul,kocaeli
2015,26.0,erkek,1994/04/03,erzurum,izmir
2015,26.0,kadin,1995/11/24,aydin,aydin
2015,26.0,erkek,1994/09/25,adana,gaziantep
2015,26.0,kadin,1995/01/17,izmir,izmir
2015,26.0,kadin,1993/10/01,istanbul,istanbul
2015,26.0,erkek,1994/09/07,ankara,ankara
2015,26.0,erkek,1994/09/28,gaziantep,ankara
2015,26.0,kadin,1994/10/16,istanbul,istanbul
2015,26.0,kadin,1994/01/20,adana,adana
2015,26.0,kadin,1995/06/18,kocaeli,kocaeli
2015,26.0,kadin,1994/10/10,antalya,antalya
2015,26.0,erkek,1992/02/20,diyarbakir,izmir
2015,26.0,erkek,1993/09/12,istanbul,istanbul
2015,26.0,erkek,1995/02/08,burdur,edirne
2015,26.0,erkek,1994/07/31,izmir,istanbul
2015,26.0,kadin,1993/12/30,siirt,istanbul
2015,26.0,erkek,1995/04/22,adana,istanbul
2015,26.0,kadin,1994/04/19,burdur,burdur
2015,26.0,kadin,1996/07/13,canakkale,canakkale
2015,26.0,kadin,1995/06/05,ankara,izmir
2015,26.0,erkek,1993/01/11,kastamonu,istanbul
2015,26.0,erkek,1995/02/05,trabzon,istanbul
2015,26.0,erkek,1995/10/05,batman,batman
2015,26.0,kadin,1992/01/20,yalova,yalova
2015,26.0,erkek,1994/09/11,samsun,konya
2015,26.0,kadin,1990/08/12,istanbul,istanbul
2015,26.0,erkek,1993/10/13,antalya,aksaray
2015,26.0,erkek,1995/01/31,diyarbakir,izmir
2015,26.0,erkek,1994/01/08,ankara,ankara
2015,26.0,kadin,1994/10/25,kars,izmir
2015,26.0,kadin,1996/08/07,,
2015,26.0,erkek,1992/06/17,istanbul,balikesir
2015,26.0,erkek,1993/03/25,ankara,eskisehir
2015,26.0,kadin,1994/02/16,manisa,yalova
2015,26.0,erkek,1990/03/26,istanbul,istanbul
2015,26.0,kadin,1995/03/01,trabzon,trabzon
2015,26.0,erkek,1992/10/17,hatay,manisa
2015,26.0,kadin,1996/10/05,van,van
2015,26.0,erkek,1994/09/11,istanbul,istanbul
2015,26.0,erkek,1992/01/30,bursa,trabzon
2015,26.0,erkek,1995/09/12,konya,konya
2015,26.0,erkek,1993/10/04,istanbul,sakarya
2015,26.0,erkek,1992/12/24,gaziantep,agri
2015,26.0,kadin,1993/09/25,istanbul,istanbul
2015,26.0,kadin,1993/10/13,adana,adana
2015,26.0,erkek,1993/02/24,sivas,ankara
2015,26.0,erkek,1995/01/25,konya,izmir
2015,26.0,erkek,1994/02/05,bursa,bursa
2015,26.0,erkek,1990/01/01,elazig,istanbul
2015,26.0,erkek,1994/11/17,mardin,adana
2015,26.0,kadin,1990/02/11,ankara,ankara
2015,26.0,kadin,1992/01/11,rize,erzurum
2015,26.0,erkek,1995/06/24,izmir,izmir
2015,26.0,erkek,1993/03/15,isparta,bursa
2015,26.0,erkek,1996/12/05,istanbul,istanbul
2015,26.0,erkek,1990/09/26,kayseri,kayseri
2015,26.0,kadin,1993/12/05,malatya,eskisehir
2015,26.0,kadin,1995/06/13,bursa,bursa
2015,26.0,kadin,1995/02/13,denizli,aksaray
2015,26.0,kadin,1992/10/17,agri,kocaeli
2015,26.0,kadin,1993/09/18,,tunceli
2015,26.0,kadin,1995/09/29,elazig,istanbul
2015,26.0,erkek,1994/02/01,erzurum,istanbul
2015,26.0,erkek,1991/08/26,batman,batman
2015,26.0,erkek,1994/12/05,sakarya,sakarya
2015,26.0,erkek,1994/07/05,bingol,bingol
2015,26.0,kadin,1995/07/30,eskisehir,mersin
2015,26.0,kadin,1992/11/24,istanbul,bolu
2015,26.0,erkek,1992/10/04,sivas,gumushane
2015,26.0,kadin,1995/06/18,gumushane,kocaeli
2015,26.0,erkek,1993/10/21,zonguldak,istanbul
2015,26.0,erkek,1995/10/01,corum,ankara
2015,26.0,kadin,1990/03/01,,istanbul
2015,26.0,erkek,1992/10/10,antalya,isparta
2015,26.0,erkek,1996/12/21,adiyaman,istanbul
2015,26.0,erkek,1994/09/06,konya,mersin
2015,26.0,kadin,1995/07/13,bursa,bursa
2015,26.0,erkek,1997/01/05,antalya,antalya
2015,26.0,erkek,1996/01/11,gaziantep,istanbul
2015,26.0,erkek,1993/10/01,mugla,mugla
2015,26.0,kadin,1992/03/24,samsun,samsun
2015,26.0,erkek,1994/01/28,adana,aydin
2015,26.0,kadin,1992/03/09,sakarya,sakarya
2015,26.0,erkek,1990/01/01,samsun,samsun
2015,26.0,kadin,1993/07/24,bolu,istanbul
2015,26.0,erkek,1992/08/24,istanbul,istanbul
2015,26.0,kadin,1994/07/11,manisa,istanbul
2015,26.0,erkek,1992/01/27,gaziantep,ankara
2015,26.0,erkek,1993/10/05,gaziantep,gaziantep
2015,26.0,erkek,1995/11/28,,ankara
2015,26.0,erkek,1995/04/09,adiyaman,isparta
2015,26.0,erkek,1994/11/28,eskisehir,konya
2015,26.0,kadin,1993/01/12,batman,batman
2015,26.0,kadin,1995/01/30,kocaeli,kocaeli
2015,26.0,kadin,1996/09/09,yozgat,isparta
2015,26.0,kadin,1995/03/06,istanbul,manisa
2015,26.0,erkek,1993/10/10,mersin,konya
2015,26.0,erkek,1992/09/10,elazig,malatya
2015,26.0,kadin,1993/08/06,zonguldak,zonguldak
2015,26.0,kadin,1992/10/05,sanliurfa,bursa
2015,26.0,erkek,1995/04/04,bursa,bursa
2015,26.0,kadin,1995/03/31,istanbul,istanbul
2015,26.0,kadin,1992/09/14,gumushane,izmir
2015,26.0,erkek,1991/10/31,adana,adana
2015,26.0,erkek,1993/07/28,malatya,isparta
2015,26.0,erkek,1994/11/19,istanbul,istanbul
2015,26.0,erkek,1994/08/03,istanbul,ankara
2015,26.0,kadin,1991/12/22,samsun,bursa
2015,26.0,erkek,1994/10/10,trabzon,trabzon
2015,26.0,erkek,1994/09/20,corum,ankara
2015,26.0,kadin,1994/05/15,bursa,bursa
2015,26.0,erkek,1994/01/07,istanbul,kutahya
2015,26.0,erkek,1992/11/11,kocaeli,ankara
2015,26.0,erkek,1994/01/07,izmir,istanbul
2015,26.0,kadin,1996/01/05,hatay,hatay
2015,26.0,erkek,1995/06/21,hatay,hatay
2015,26.0,erkek,1995/01/23,eskisehir,eskisehir
2015,26.0,erkek,1996/07/18,ankara,ankara
2015,26.0,kadin,1996/09/17,sakarya,sakarya
2015,26.0,kadin,1996/05/31,eskisehir,eskisehir
2015,26.0,kadin,1994/04/10,van,van
2015,26.0,erkek,1993/03/24,kirikkale,istanbul
2015,26.0,erkek,1991/10/21,adana,adana
2015,26.0,erkek,1995/08/21,malatya,istanbul
2015,26.0,kadin,1994/01/05,istanbul,istanbul
2015,26.0,erkek,1996/10/12,adiyaman,istanbul
2015,26.0,erkek,1995/06/10,konya,mersin
2015,26.0,kadin,1990/01/01,adana,mersin
2015,26.0,erkek,1995/06/23,istanbul,istanbul
2015,26.0,erkek,1994/01/01,sirnak,sirnak
2015,26.0,erkek,1993/07/02,adana,mersin
2015,26.0,kadin,1994/01/01,denizli,antalya
2015,26.0,kadin,1995/06/17,nigde,nigde
2015,26.0,erkek,1993/06/02,ankara,izmir
2015,26.0,erkek,1994/01/15,,kayseri
2015,26.0,erkek,1990/06/22,sivas,sivas
2015,26.0,erkek,1993/11/27,antalya,antalya
2015,26.0,erkek,1994/10/11,istanbul,istanbul
2015,26.0,kadin,1993/09/15,tokat,istanbul
2015,26.0,kadin,1994/02/23,istanbul,istanbul
2015,26.0,erkek,1991/01/20,batman,antalya
2015,26.0,kadin,1993/06/09,van,van
2015,26.0,erkek,1993/02/19,istanbul,istanbul
2015,26.0,erkek,1994/10/28,samsun,isparta
2015,26.0,kadin,1993/09/12,,gaziantep
2015,26.0,kadin,1995/02/08,,istanbul
2015,26.0,kadin,1994/01/01,denizli,erzurum
2015,26.0,kadin,1993/11/11,balikesir,balikesir
2015,26.0,erkek,1995/11/29,istanbul,istanbul
2015,26.0,kadin,1993/06/18,agri,erzurum
2015,26.0,erkek,1995/09/11,balikesir,isparta
2015,26.0,erkek,1993/01/20,kayseri,istanbul
2015,26.0,erkek,1993/06/14,ankara,ankara
2015,26.0,kadin,1995/08/20,istanbul,ankara
2015,26.0,kadin,1994/08/05,,
2015,26.0,kadin,1997/08/20,duzce,duzce
2015,26.0,erkek,1992/09/13,istanbul,istanbul
2015,26.0,kadin,1993/06/04,istanbul,istanbul
2015,26.0,erkek,1994/04/02,trabzon,istanbul
2015,26.0,erkek,1993/09/29,hatay,hatay
2015,26.0,erkek,1994/07/01,antalya,istanbul
2015,26.0,kadin,1994/03/12,duzce,duzce
2015,26.0,kadin,1995/06/24,istanbul,istanbul
2015,26.0,kadin,1995/05/05,gaziantep,gaziantep
2015,26.0,erkek,1991/12/17,diyarbakir,diyarbakir
2015,26.0,erkek,1993/06/30,hatay,usak
2015,26.0,kadin,1995/06/27,samsun,samsun
2015,26.0,kadin,1995/01/01,adana,adana
2015,26.0,kadin,1992/06/24,diyarbakir,diyarbakir
2015,26.0,erkek,1992/06/21,bursa,izmir
2015,26.0,kadin,1993/02/01,corum,istanbul
2015,26.0,kadin,1992/02/07,istanbul,istanbul
2015,26.0,kadin,1994/10/24,izmir,eskisehir
2015,26.0,erkek,1995/02/16,kirikkale,izmir
2015,26.0,kadin,1996/07/03,kocaeli,kayseri
2015,26.0,kadin,1996/10/04,adana,adana
2015,26.0,erkek,1996/02/19,istanbul,istanbul
2015,26.0,erkek,1994/08/16,istanbul,istanbul
2015,26.0,erkek,1995/05/24,tokat,ankara
2015,26.0,erkek,1991/08/04,tekirdag,tekirdag
2015,26.0,kadin,1993/10/12,diyarbakir,diyarbakir
2015,26.0,erkek,1995/04/30,ordu,istanbul
2015,26.0,erkek,1992/07/05,istanbul,ardahan
2015,26.0,erkek,1993/01/11,kars,istanbul
2015,26.0,kadin,1995/08/16,bursa,ankara
2015,26.0,erkek,1993/01/11,,istanbul
2015,26.0,kadin,1995/09/20,istanbul,istanbul
2015,26.0,kadin,1990/02/02,istanbul,istanbul
2015,26.0,erkek,1995/08/10,kastamonu,kastamonu
2015,26.0,kadin,1995/09/25,bursa,bursa
2015,26.0,kadin,1994/02/03,konya,konya
2015,26.0,erkek,1993/02/01,gaziantep,gaziantep
2015,26.0,kadin,1995/01/16,ankara,istanbul
2015,26.0,kadin,1995/03/21,kirikkale,kirikkale
2015,26.0,kadin,1994/06/24,malatya,malatya
2015,26.0,erkek,1996/06/24,konya,konya
2015,26.0,kadin,1995/10/05,sanliurfa,ankara
2015,26.0,erkek,1993/04/08,van,batman
2015,26.0,erkek,1992/01/01,gaziantep,ankara
2015,26.0,kadin,1993/08/03,yozgat,istanbul
2015,26.0,kadin,1995/08/06,adana,adana
2015,26.0,erkek,1995/10/27,istanbul,istanbul
2015,26.0,kadin,1994/07/21,istanbul,istanbul
2015,26.0,erkek,1997/04/26,istanbul,istanbul
2015,26.0,kadin,1993/03/22,mersin,mersin
2015,26.0,erkek,1996/03/06,adiyaman,izmir
2015,26.0,kadin,1996/09/06,giresun,samsun
2015,26.0,erkek,1995/01/11,giresun,istanbul
2015,26.0,erkek,1995/03/20,van,denizli
2015,26.0,erkek,1996/01/05,mersin,mersin
2015,26.0,erkek,1994/06/21,corum,ankara
2015,26.0,kadin,1994/10/09,samsun,istanbul
2015,26.0,kadin,1995/01/01,duzce,istanbul
2015,26.0,erkek,1995/01/14,istanbul,istanbul
2015,26.0,kadin,1990/08/02,diyarbakir,sanliurfa
2015,26.0,erkek,1996/11/26,diyarbakir,sanliurfa
2015,26.0,erkek,1995/04/12,diyarbakir,istanbul
2015,26.0,erkek,1991/02/24,siirt,istanbul
2015,26.0,erkek,1993/08/19,duzce,istanbul
2015,26.0,erkek,1992/12/12,istanbul,canakkale
2015,26.0,kadin,1995/03/20,sanliurfa,sanliurfa
2015,26.0,kadin,1994/08/16,adana,adana
2015,26.0,kadin,1995/10/14,mugla,istanbul
2015,26.0,erkek,1993/12/26,malatya,istanbul
2015,26.0,erkek,1991/09/12,mugla,mugla
2015,26.0,erkek,1995/09/01,trabzon,trabzon
2015,26.0,kadin,1994/01/11,batman,batman
2015,26.0,kadin,1995/08/22,istanbul,istanbul
2015,26.0,erkek,1993/12/15,bitlis,balikesir
2015,26.0,kadin,1996/02/13,kutahya,istanbul
2015,26.0,kadin,1995/03/13,malatya,malatya
2015,26.0,kadin,1990/12/13,,bursa
2015,26.0,erkek,1995/03/06,batman,sanliurfa
2015,26.0,erkek,1993/01/01,ankara,karabuk
2015,26.0,erkek,1995/09/20,bursa,ankara
